index,dt,datetime,timezone,city_name,lat,lon,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,rain_6h,rain_12h,rain_24h,rain_today,snow_1h,snow_3h,snow_6h,snow_12h,snow_24h,snow_today,clouds_all,weather_id,weather_main,weather_description,weather_icon
247870,1643648400,2022-02-01 00:00:00,28800,Denpasar,-8.652497,115.219117,27.7,27.2,28.0,1007.0,,,79,5.14,250,,,,,,,,,,,,,40,802,Clouds,scattered clouds,03n
247871,1643652000,2022-02-01 01:00:00,28800,Denpasar,-8.652497,115.219117,27.07,27.0,27.2,1006.0,,,84,6.69,260,,,,,,,,,,,,,40,802,Clouds,scattered clouds,03n
247872,1643655600,2022-02-01 02:00:00,28800,Denpasar,-8.652497,115.219117,27.08,27.0,27.2,1006.0,,,74,6.17,270,,,,,,,,,,,,,75,501,Rain,moderate rain,10n
247873,1643659200,2022-02-01 03:00:00,28800,Denpasar,-8.652497,115.219117,26.11,26.0,26.3,1006.0,,,89,5.66,280,,6.0,,,,,,,,,,,75,501,Rain,moderate rain,10n
247874,1643662800,2022-02-01 04:00:00,28800,Denpasar,-8.652497,115.219117,26.1,26.0,26.3,1007.0,,,84,9.77,280,,6.0,,,,,,,,,,,75,200,Thunderstorm,thunderstorm with light rain,11n
247875,1643662800,2022-02-01 04:00:00,28800,Denpasar,-8.652497,115.219117,26.1,26.0,26.3,1007.0,,,84,9.77,280,,6.0,,,,,,,,,,,75,501,Rain,moderate rain,10n
247876,1643666400,2022-02-01 05:00:00,28800,Denpasar,-8.652497,115.219117,25.49,25.0,26.3,1008.0,,,89,4.63,310,,6.0,,,,,,,,,,,75,501,Rain,moderate rain,10n
247877,1643670000,2022-02-01 06:00:00,28800,Denpasar,-8.652497,115.219117,24.19,24.0,24.5,1008.0,,,94,4.63,340,,3.0,,,8.0,,,,,,,,75,500,Rain,light rain,10d
247878,1643673600,2022-02-01 07:00:00,28800,Denpasar,-8.652497,115.219117,24.83,24.5,25.0,1009.0,,,89,3.6,350,,3.0,,,8.0,,,,,,,,75,500,Rain,light rain,10d
247879,1643677200,2022-02-01 08:00:00,28800,Denpasar,-8.652497,115.219117,24.81,24.5,25.0,1009.0,,,94,3.6,310,,3.0,,,8.0,,,,,,,,75,200,Thunderstorm,thunderstorm with light rain,11d
247880,1643677200,2022-02-01 08:00:00,28800,Denpasar,-8.652497,115.219117,24.81,24.5,25.0,1009.0,,,94,3.6,310,,3.0,,,8.0,,,,,,,,75,500,Rain,light rain,10d
247881,1643680800,2022-02-01 09:00:00,28800,Denpasar,-8.652497,115.219117,25.96,25.9,26.0,1009.0,,,84,3.6,300,,3.0,,,,,,,,,,,75,500,Rain,light rain,10d
247882,1643684400,2022-02-01 10:00:00,28800,Denpasar,-8.652497,115.219117,25.97,25.9,26.0,1009.0,,,89,5.66,300,,3.0,,,,,,,,,,,40,500,Rain,light rain,10d
247883,1643688000,2022-02-01 11:00:00,28800,Denpasar,-8.652497,115.219117,25.34,25.0,25.9,1009.0,,,94,5.66,280,,3.0,,,,,,,,,,,75,501,Rain,moderate rain,10d
247884,1643691600,2022-02-01 12:00:00,28800,Denpasar,-8.652497,115.219117,25.38,25.0,26.0,1008.0,,,94,3.6,270,,10.0,12.0,,,,,,,,,,40,501,Rain,moderate rain,10d
247885,1643695200,2022-02-01 13:00:00,28800,Denpasar,-8.652497,115.219117,26.0,26.0,26.0,1008.0,,,89,3.09,300,,10.0,12.0,,,,,,,,,,75,501,Rain,moderate rain,10d
247886,1643698800,2022-02-01 14:00:00,28800,Denpasar,-8.652497,115.219117,26.62,26.0,27.0,1007.0,,,84,3.6,300,,10.0,12.0,,,,,,,,,,40,501,Rain,moderate rain,10d
247887,1643702400,2022-02-01 15:00:00,28800,Denpasar,-8.652497,115.219117,26.92,26.8,27.0,1007.0,,,84,3.6,270,,,,,,,,,,,,,75,803,Clouds,broken clouds,04d
247888,1643706000,2022-02-01 16:00:00,28800,Denpasar,-8.652497,115.219117,26.93,26.8,27.0,1007.0,,,89,2.57,230,,,,,,,,,,,,,75,803,Clouds,broken clouds,04d
247889,1643709600,2022-02-01 17:00:00,28800,Denpasar,-8.652497,115.219117,26.92,26.8,27.0,1007.0,,,84,4.12,260,,,,,,,,,,,,,75,803,Clouds,broken clouds,04d
247890,1643713200,2022-02-01 18:00:00,28800,Denpasar,-8.652497,115.219117,26.96,26.9,27.0,1008.0,,,84,5.14,260,,0.2,0.2,,,,,,,,,,75,500,Rain,light rain,10n
247891,1643716800,2022-02-01 19:00:00,28800,Denpasar,-8.652497,115.219117,27.66,26.9,28.0,1008.2,,,87,4.6,250,,0.2,0.2,,,,,,,,,,40,500,Rain,light rain,10n
247892,1643720400,2022-02-01 20:00:00,28800,Denpasar,-8.652497,115.219117,26.96,26.9,27.0,1009.0,,,84,5.66,280,,0.2,0.2,,,,,,,,,,75,500,Rain,light rain,10n
247893,1643724000,2022-02-01 21:00:00,28800,Denpasar,-8.652497,115.219117,25.57,25.0,26.5,1010.0,,,94,6.17,290,,11.0,,,,,,,,,,,75,201,Thunderstorm,thunderstorm with rain,11n
