,dt,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,rain_6h,rain_12h,rain_24h,rain_today,clouds_all,weather_id,datetime,year
52703,946659600,26.11,26.11,26.11,1011.0,,,87,3.58,266,,,,,,,93,804,2000-01-01 00:00:00,2000
52704,946663200,25.6,25.6,25.6,1010.2,,,93,4.03,264,,4.0,4.0,,,,20,501,2000-01-01 01:00:00,2000
52705,946666800,25.6,25.6,25.6,1010.2,,,93,4.14,266,,4.0,4.0,,,,20,501,2000-01-01 02:00:00,2000
52706,946670400,26.0,26.0,26.0,1010.2,,,94,2.1,290,,,,,,,20,801,2000-01-01 03:00:00,2000
52707,946674000,25.49,25.49,25.49,1010.0,,,91,4.57,284,1.99,,,,,,97,501,2000-01-01 04:00:00,2000
52708,946677600,25.0,25.0,25.0,1010.2,,,94,3.96,282,,,,,,,20,801,2000-01-01 05:00:00,2000
52709,946681200,27.0,27.0,27.0,1010.8,,,88,2.1,310,,,,,,,20,801,2000-01-01 06:00:00,2000
52710,946684800,28.0,28.0,28.0,1010.8,,,83,3.1,300,,,,,5.0,,20,801,2000-01-01 07:00:00,2000
52711,946688400,28.0,28.0,28.0,1010.8,,,83,4.1,260,,,,,,,75,803,2000-01-01 08:00:00,2000
52712,946692000,26.82,26.82,26.82,1012.0,,,82,4.69,265,,,,,,,93,804,2000-01-01 09:00:00,2000
52713,946695600,26.87,26.87,26.87,1011.0,,,83,5.12,256,,,,,,,91,804,2000-01-01 10:00:00,2000
52714,946699200,30.0,30.0,30.0,1010.8,,,74,4.6,260,,,,,,,20,801,2000-01-01 11:00:00,2000
52715,946702800,30.0,30.0,30.0,1010.2,,,74,4.6,250,,,,,,,20,801,2000-01-01 12:00:00,2000
52716,946706400,31.2,31.2,31.2,1009.1,,,64,4.6,260,,,0.0,,,,20,801,2000-01-01 13:00:00,2000
52717,946710000,30.0,30.0,30.0,1009.1,,,74,4.6,250,,,,,,,20,801,2000-01-01 14:00:00,2000
52718,946713600,29.0,29.0,29.0,1009.1,,,79,3.6,260,,,,,,,75,803,2000-01-01 15:00:00,2000
52719,946717200,30.6,30.6,30.6,1008.4,,,67,3.1,240,,,0.0,,,,75,803,2000-01-01 16:00:00,2000
52720,946720800,25.52,25.52,25.52,1010.0,,,92,4.65,267,1.02,,,,,,98,501,2000-01-01 17:00:00,2000
52721,946724400,25.29,25.29,25.29,1010.0,,,92,4.3,285,1.61,,,,,,100,501,2000-01-01 18:00:00,2000
52722,946728000,26.6,26.6,26.6,1010.5,,,83,4.1,310,,,0.0,,,,75,803,2000-01-01 19:00:00,2000
52723,946731600,25.0,25.0,25.0,1011.9,,,88,1.5,350,,,,,,,75,501,2000-01-01 20:00:00,2000
52724,946735200,25.0,25.0,25.0,1011.9,,,94,1.5,350,,,,,,,75,803,2000-01-01 21:00:00,2000
52725,946738800,25.3,25.3,25.3,1011.9,,,90,1.5,350,,0.8,,,,,75,500,2000-01-01 22:00:00,2000
52726,946742400,26.0,26.0,26.0,1011.9,,,88,2.6,290,,,,,,,75,803,2000-01-01 23:00:00,2000
52727,946746000,26.0,26.0,26.0,1010.8,,,88,2.6,280,,,,,,,20,801,2000-01-02 00:00:00,2000
52728,946749600,26.4,26.4,26.4,1010.8,,,85,2.1,280,,,0.0,,,,75,803,2000-01-02 01:00:00,2000
52729,946753200,26.4,26.4,26.4,1010.8,,,85,2.1,280,,,0.0,,,,75,803,2000-01-02 02:00:00,2000
52730,946756800,26.2,26.2,26.2,1010.2,,,88,3.1,310,,,0.0,,,,20,801,2000-01-02 03:00:00,2000
52731,946760400,26.2,26.2,26.2,1010.2,,,88,3.1,310,,,0.0,,,,20,801,2000-01-02 04:00:00,2000
52732,946764000,26.2,26.2,26.2,1010.2,,,88,3.1,310,,,0.0,,,,20,801,2000-01-02 05:00:00,2000
52733,946767600,26.7,26.7,26.7,1011.9,,,86,2.1,300,,,,,1.0,,75,803,2000-01-02 06:00:00,2000
52734,946771200,25.8,25.8,25.8,1012.0,,,86,0.89,262,0.31,,,,,,100,500,2000-01-02 07:00:00,2000
52735,946774800,28.0,28.0,28.0,1011.9,,,78,3.1,300,,,,,,,20,801,2000-01-02 08:00:00,2000
52736,946778400,29.0,29.0,29.0,1011.9,,,74,3.6,280,,,,,,,20,801,2000-01-02 09:00:00,2000
52737,946782000,29.8,29.8,29.8,1011.9,,,69,3.1,280,,,0.0,,,,20,801,2000-01-02 10:00:00,2000
52738,946785600,30.0,30.0,30.0,1010.8,,,74,3.6,260,,,,,,,20,801,2000-01-02 11:00:00,2000
52739,946789200,30.0,30.0,30.0,1010.2,,,79,4.6,250,,,,,,,20,801,2000-01-02 12:00:00,2000
52740,946792800,30.2,30.2,30.2,1010.2,,,70,4.1,260,,,0.0,,,,20,801,2000-01-02 13:00:00,2000
52741,946796400,29.0,29.0,29.0,1010.2,,,79,4.1,270,,,,,,,75,803,2000-01-02 14:00:00,2000
52742,946800000,28.0,28.0,28.0,1010.2,,,83,4.1,270,,,,,,,75,803,2000-01-02 15:00:00,2000
52743,946803600,28.6,28.6,28.6,1009.7,,,78,3.6,250,,,,,,,20,500,2000-01-02 16:00:00,2000
52744,946807200,27.0,27.0,27.0,1010.8,,,88,4.1,260,,,,,,,75,803,2000-01-02 17:00:00,2000
