dt,timezone,city_name,lat,lon,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,rain_6h,rain_12h,rain_24h,rain_today,snow_1h,snow_3h,snow_6h,snow_12h,snow_24h,snow_today,clouds_all,weather_id,weather_main,weather_description,weather_icon,datetime,year,month
1677603600,28800,Denpasar,-8.652497,115.219117,27.96,27.9,28.0,1009.0,,,88,2.1,110,,,,,,,,,,,,,20,801,Clouds,few clouds,02n,2023-03-01 00:00:00,2023,3
1677607200,28800,Denpasar,-8.652497,115.219117,27.97,27.9,28.0,1008.3,,,87,2.1,40,,,,,,,,,,,,,20,801,Clouds,few clouds,02n,2023-03-01 01:00:00,2023,3
1677610800,28800,Denpasar,-8.652497,115.219117,27.34,27.0,27.9,1008.0,,,94,2.1,360,,,,,,,,,,,,,20,801,Clouds,few clouds,02n,2023-03-01 02:00:00,2023,3
1677614400,28800,Denpasar,-8.652497,115.219117,26.77,26.4,27.0,1008.0,,,88,1.5,20,,,,,,,,,,,,,20,801,Clouds,few clouds,02n,2023-03-01 03:00:00,2023,3
1677618000,28800,Denpasar,-8.652497,115.219117,26.13,26.0,26.4,1008.0,,,94,1.5,20,,,,,,,,,,,,,20,801,Clouds,few clouds,02n,2023-03-01 04:00:00,2023,3
1677621600,28800,Denpasar,-8.652497,115.219117,26.15,26.0,26.4,1008.0,,,88,2.1,10,,,,,,,,,,,,,20,801,Clouds,few clouds,02n,2023-03-01 05:00:00,2023,3
1677625200,28800,Denpasar,-8.652497,115.219117,27.3,27.0,27.8,1009.0,,,83,0.5,0,,,,,,,,,,,,,20,801,Clouds,few clouds,02d,2023-03-01 06:00:00,2023,3
1677628800,28800,Denpasar,-8.652497,115.219117,27.93,27.8,28.0,1010.0,,,83,1.5,360,,,,,,,,,,,,,20,801,Clouds,few clouds,02d,2023-03-01 07:00:00,2023,3
1677632400,28800,Denpasar,-8.652497,115.219117,29.17,27.8,30.0,1010.0,,,79,3.1,90,,,,,,,,,,,,,20,801,Clouds,few clouds,02d,2023-03-01 08:00:00,2023,3
1677636000,28800,Denpasar,-8.652497,115.219117,30.57,30.0,31.5,1010.0,,,74,3.6,90,,,,,,,,,,,,,20,801,Clouds,few clouds,02d,2023-03-01 09:00:00,2023,3
1677639600,28800,Denpasar,-8.652497,115.219117,31.17,31.0,31.5,1009.0,,,66,4.1,110,,,,,,,,,,,,,20,801,Clouds,few clouds,02d,2023-03-01 10:00:00,2023,3
1677643200,28800,Denpasar,-8.652497,115.219117,31.19,31.0,31.5,1009.0,,,74,4.1,110,,,,,,,,,,,,,20,801,Clouds,few clouds,02d,2023-03-01 11:00:00,2023,3
1677646800,28800,Denpasar,-8.652497,115.219117,32.04,32.0,32.1,1008.0,,,70,4.6,110,,,,,,,,,,,,,20,801,Clouds,few clouds,02d,2023-03-01 12:00:00,2023,3
1677650400,28800,Denpasar,-8.652497,115.219117,31.37,31.0,32.1,1007.0,,,74,5.7,110,,,,,,,,,,,,,20,801,Clouds,few clouds,02d,2023-03-01 13:00:00,2023,3
1677654000,28800,Denpasar,-8.652497,115.219117,32.04,32.0,32.1,1007.0,,,66,4.6,110,,,,,,,,,,,,,40,802,Clouds,scattered clouds,03d,2023-03-01 14:00:00,2023,3
1677657600,28800,Denpasar,-8.652497,115.219117,30.89,30.7,31.0,1007.0,,,74,4.6,300,,,,,,,,,,,,,75,803,Clouds,broken clouds,04d,2023-03-01 15:00:00,2023,3
1677661200,28800,Denpasar,-8.652497,115.219117,30.23,30.0,30.7,1007.0,,,79,3.1,290,,,,,,,,,,,,,40,802,Clouds,scattered clouds,03d,2023-03-01 16:00:00,2023,3
1677664800,28800,Denpasar,-8.652497,115.219117,30.26,30.0,30.7,1007.0,,,79,2.6,230,,,,,,,,,,,,,20,801,Clouds,few clouds,02d,2023-03-01 17:00:00,2023,3
1677668400,28800,Denpasar,-8.652497,115.219117,29.74,29.3,30.0,1007.0,,,79,1.5,210,,,,,,,,,,,,,20,801,Clouds,few clouds,02n,2023-03-01 18:00:00,2023,3
1677672000,28800,Denpasar,-8.652497,115.219117,29.77,29.3,30.0,1008.0,,,79,2.6,190,,,,,,,,,,,,,20,801,Clouds,few clouds,02n,2023-03-01 19:00:00,2023,3
1677675600,28800,Denpasar,-8.652497,115.219117,29.74,29.3,30.0,1009.0,,,79,1.5,170,,,,,,,,,,,,,20,801,Clouds,few clouds,02n,2023-03-01 20:00:00,2023,3
1677679200,28800,Denpasar,-8.652497,115.219117,28.38,28.0,29.0,1010.0,,,88,0.5,0,,,,,,,,,,,,,20,801,Clouds,few clouds,02n,2023-03-01 21:00:00,2023,3
1677682800,28800,Denpasar,-8.652497,115.219117,29.0,29.0,29.0,1010.0,,,79,2.6,320,,,,,,,,,,,,,20,801,Clouds,few clouds,02n,2023-03-01 22:00:00,2023,3
