,dt,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,rain_6h,rain_12h,rain_24h,rain_today,clouds_all,weather_id,datetime,year
132022,1230742800,26.6,26.6,26.6,1008.6,,,83,3.6,300,,,0.5,,,,40,802,2009-01-01 00:00:00,2009
132023,1230746400,26.6,26.6,26.6,1008.6,,,83,3.6,300,,,0.5,,,,40,802,2009-01-01 01:00:00,2009
132024,1230750000,26.6,26.6,26.6,1008.6,,,83,3.6,300,,,0.5,,,,40,802,2009-01-01 02:00:00,2009
132025,1230753600,26.2,26.2,26.2,1008.2,,,83,4.1,300,,,0.0,,,,40,802,2009-01-01 03:00:00,2009
132026,1230757200,26.2,26.2,26.2,1008.2,,,83,4.1,300,,,0.0,,,,40,802,2009-01-01 04:00:00,2009
132027,1230760800,26.2,26.2,26.2,1008.2,,,83,4.1,300,,,0.0,,,,40,802,2009-01-01 05:00:00,2009
132028,1230764400,26.0,26.0,26.0,1009.4,,,83,2.6,280,,7.0,,,7.9,,40,501,2009-01-01 06:00:00,2009
132029,1230768000,26.0,26.0,26.0,1009.4,,,83,2.6,280,,7.0,,,7.9,,40,501,2009-01-01 07:00:00,2009
132030,1230771600,26.0,26.0,26.0,1009.4,,,83,2.6,280,,7.0,,,7.9,,40,501,2009-01-01 08:00:00,2009
132031,1230775200,30.0,30.0,30.0,1010.2,,,69,5.1,260,,,,,,,40,802,2009-01-01 09:00:00,2009
132032,1230778800,30.0,30.0,30.0,1010.2,,,69,5.1,260,,,,,,,40,802,2009-01-01 10:00:00,2009
132033,1230782400,30.0,30.0,30.0,1010.2,,,69,5.1,260,,,,,,,40,802,2009-01-01 11:00:00,2009
132034,1230786000,29.5,29.5,29.5,1008.8,,,74,3.1,240,,0.2,,,,,40,500,2009-01-01 12:00:00,2009
132035,1230789600,29.5,29.5,29.5,1008.8,,,74,3.1,240,,0.2,,,,,40,500,2009-01-01 13:00:00,2009
132036,1230793200,29.5,29.5,29.5,1008.8,,,74,3.1,240,,0.2,,,,,40,500,2009-01-01 14:00:00,2009
132037,1230796800,29.2,29.2,29.2,1007.8,,,69,2.6,240,,,,,,,40,802,2009-01-01 15:00:00,2009
132038,1230800400,29.2,29.2,29.2,1007.8,,,69,2.6,240,,,,,,,40,802,2009-01-01 16:00:00,2009
132039,1230804000,29.2,29.2,29.2,1007.8,,,69,2.6,240,,,,,,,40,802,2009-01-01 17:00:00,2009
132040,1230807600,27.6,27.6,27.6,1008.8,,,74,2.6,250,,,0.0,,,,40,802,2009-01-01 18:00:00,2009
132041,1230811200,27.6,27.6,27.6,1008.8,,,74,2.6,250,,,0.0,,,,40,802,2009-01-01 19:00:00,2009
132042,1230814800,27.6,27.6,27.6,1008.8,,,74,2.6,250,,,0.0,,,,40,802,2009-01-01 20:00:00,2009
132043,1230818400,27.4,27.4,27.4,1009.5,,,75,4.1,260,,,0.0,,,,20,801,2009-01-01 21:00:00,2009
132044,1230822000,27.4,27.4,27.4,1009.5,,,75,4.1,260,,,0.0,,,,20,801,2009-01-01 22:00:00,2009
132045,1230825600,27.4,27.4,27.4,1009.5,,,75,4.1,260,,,0.0,,,,20,801,2009-01-01 23:00:00,2009
132046,1230829200,27.38,27.38,27.38,1009.0,,,78,7.07,261,0.28,,,,,,99,500,2009-01-02 00:00:00,2009
132047,1230832800,27.14,27.14,27.14,1008.0,,,80,7.25,260,0.2,,,,,,98,500,2009-01-02 01:00:00,2009
132048,1230836400,26.8,26.8,26.8,1008.0,,,82,7.13,259,0.21,,,,,,99,500,2009-01-02 02:00:00,2009
132049,1230840000,26.71,26.71,26.71,1008.0,,,82,7.11,260,0.26,,,,,,98,500,2009-01-02 03:00:00,2009
132050,1230843600,26.74,26.74,26.74,1009.0,,,83,6.78,268,0.12,,,,,,91,500,2009-01-02 04:00:00,2009
132051,1230847200,26.43,26.43,26.43,1009.0,,,84,6.64,269,0.25,,,,,,80,500,2009-01-02 05:00:00,2009
132052,1230850800,28.8,28.8,28.8,1009.6,,,70,6.7,290,,,,,0.0,,40,802,2009-01-02 06:00:00,2009
132053,1230854400,28.8,28.8,28.8,1009.6,,,70,6.7,290,,,,,0.0,,40,802,2009-01-02 07:00:00,2009
132054,1230858000,28.8,28.8,28.8,1009.6,,,70,6.7,290,,,,,0.0,,40,802,2009-01-02 08:00:00,2009
132055,1230861600,29.2,29.2,29.2,1009.2,,,76,4.1,280,,2.0,,,,,40,500,2009-01-02 09:00:00,2009
132056,1230865200,29.2,29.2,29.2,1009.2,,,76,4.1,280,,2.0,,,,,40,500,2009-01-02 10:00:00,2009
132057,1230868800,29.2,29.2,29.2,1009.2,,,76,4.1,280,,2.0,,,,,40,500,2009-01-02 11:00:00,2009
132058,1230872400,28.6,28.6,28.6,1007.8,,,80,3.6,270,,3.0,5.1,,,,40,500,2009-01-02 12:00:00,2009
132059,1230876000,28.6,28.6,28.6,1007.8,,,80,3.6,270,,3.0,5.1,,,,40,500,2009-01-02 13:00:00,2009
132060,1230879600,28.6,28.6,28.6,1007.8,,,80,3.6,270,,3.0,5.1,,,,40,500,2009-01-02 14:00:00,2009
132061,1230883200,29.4,29.4,29.4,1006.5,,,70,3.6,200,,,,,,,20,801,2009-01-02 15:00:00,2009
132062,1230886800,29.4,29.4,29.4,1006.5,,,70,3.6,200,,,,,,,20,801,2009-01-02 16:00:00,2009
132063,1230890400,29.4,29.4,29.4,1006.5,,,70,3.6,200,,,,,,,20,801,2009-01-02 17:00:00,2009
132064,1230894000,27.4,27.4,27.4,1007.7,,,76,3.1,260,,,0.0,,,,20,801,2009-01-02 18:00:00,2009
132065,1230897600,27.4,27.4,27.4,1007.7,,,76,3.1,260,,,0.0,,,,20,801,2009-01-02 19:00:00,2009
132066,1230901200,27.4,27.4,27.4,1007.7,,,76,3.1,260,,,0.0,,,,20,801,2009-01-02 20:00:00,2009
132067,1230904800,27.3,27.3,27.3,1008.9,,,79,2.6,270,,,0.0,,,,40,802,2009-01-02 21:00:00,2009
132068,1230908400,27.3,27.3,27.3,1008.9,,,79,2.6,270,,,0.0,,,,40,802,2009-01-02 22:00:00,2009
