index,dt,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,rain_6h,rain_12h,rain_24h,rain_today,clouds_all,weather_id,datetime,year,month
189597,1435683600,25.06,25.0,25.1,1011.9,,,78,4.6,120,,,,,,,40,802,2015-07-01 00:00:00,2015,7
189598,1435687200,25.05,25.0,25.1,1011.9,,,76,5.1,110,,,,,,,20,801,2015-07-01 01:00:00,2015,7
189599,1435690800,25.06,25.0,25.1,1010.8,,,73,4.6,110,,,,,,,40,802,2015-07-01 02:00:00,2015,7
189600,1435694400,23.37,22.3,25.0,1010.8,,,73,4.6,110,,,,,,,40,802,2015-07-01 03:00:00,2015,7
189601,1435698000,22.15,22.0,22.3,1011.5,,,85,1.5,30,,,,,,,20,801,2015-07-01 04:00:00,2015,7
189602,1435701600,22.18,22.0,22.3,1011.9,,,88,6.36,103,,,,,,,40,802,2015-07-01 05:00:00,2015,7
189603,1435705200,24.12,22.0,25.5,1011.9,,,83,1.0,50,,,,,,,40,802,2015-07-01 06:00:00,2015,7
189604,1435708800,25.75,25.5,26.0,1012.9,,,69,4.1,110,,,,,,,40,802,2015-07-01 07:00:00,2015,7
189605,1435712400,25.7,25.5,26.0,1013.9,,,69,5.7,110,,,,,,,40,802,2015-07-01 08:00:00,2015,7
189606,1435716000,27.06,27.0,27.1,1013.9,,,65,6.7,120,,,,,,,20,801,2015-07-01 09:00:00,2015,7
189607,1435719600,27.05,27.0,27.1,1013.1,,,65,5.1,110,,,,,,,20,801,2015-07-01 10:00:00,2015,7
189608,1435723200,27.06,27.0,27.1,1012.9,,,74,7.2,120,,,,,,,20,801,2015-07-01 11:00:00,2015,7
189609,1435726800,27.36,27.0,27.6,1012.9,,,65,5.7,110,,,,,,,20,801,2015-07-01 12:00:00,2015,7
189610,1435730400,27.8,27.6,28.0,1011.2,,,59,4.6,120,,,,,,,75,803,2015-07-01 13:00:00,2015,7
189611,1435734000,27.36,27.0,27.6,1010.8,,,61,6.2,130,,,,,,,20,801,2015-07-01 14:00:00,2015,7
