,dt,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,rain_6h,rain_12h,rain_24h,rain_today,clouds_all,weather_id,datetime,year,month
260323,1688144400,25.24,25.0,25.4,1013.0,,,83,3.6,120,,,,,,,40,802,2023-07-01 00:00:00,2023,7
260324,1688148000,25.2,25.0,25.4,1013.0,,,83,2.6,110,,,,,,,40,802,2023-07-01 01:00:00,2023,7
260325,1688151600,24.85,24.0,25.4,1012.0,,,88,1.5,310,,,,,,,20,801,2023-07-01 02:00:00,2023,7
260326,1688155200,23.0,23.0,23.0,1012.0,,,94,1.0,300,,,,,,,20,801,2023-07-01 03:00:00,2023,7
260327,1688158800,23.0,23.0,23.0,1012.0,,,94,3.1,330,,,,,,,40,802,2023-07-01 04:00:00,2023,7
260328,1688162400,23.0,23.0,23.0,1013.0,,,88,2.6,340,,,,,,,40,802,2023-07-01 05:00:00,2023,7
260329,1688166000,22.64,22.0,23.7,1013.0,,,94,0.5,0,,,,,,,20,801,2023-07-01 06:00:00,2023,7
260330,1688169600,24.57,23.7,25.0,1013.0,,,78,2.1,350,,,,,,,20,801,2023-07-01 07:00:00,2023,7
260331,1688173200,25.13,23.7,26.0,1014.0,,,73,2.6,300,,,,,,,20,801,2023-07-01 08:00:00,2023,7
260332,1688176800,26.6,26.0,27.6,1013.0,,,78,2.6,240,,,,,,,20,801,2023-07-01 09:00:00,2023,7
260333,1688180400,26.53,26.0,27.6,1013.0,,,83,3.6,240,,,,,,,40,802,2023-07-01 10:00:00,2023,7
260334,1688184000,26.6,26.0,27.6,1012.0,,,83,2.6,240,,,,,,,40,802,2023-07-01 11:00:00,2023,7
260335,1688187600,29.0,29.0,29.0,1010.2,,,64,4.1,120,,,,,,,40,802,2023-07-01 12:00:00,2023,7
260336,1688191200,28.33,28.0,29.0,1010.0,,,74,5.1,130,,,,,,,40,802,2023-07-01 13:00:00,2023,7
260337,1688194800,27.75,27.0,29.0,1010.0,,,78,6.2,130,,,,,,,75,803,2023-07-01 14:00:00,2023,7
260338,1688198400,27.04,27.0,27.1,1010.0,,,78,6.2,110,,,,,,,75,803,2023-07-01 15:00:00,2023,7
260339,1688202000,27.03,27.0,27.1,1010.0,,,83,6.2,120,,,,,,,75,803,2023-07-01 16:00:00,2023,7
260340,1688205600,27.04,27.0,27.1,1010.0,,,83,9.8,110,,,,,,,40,802,2023-07-01 17:00:00,2023,7
260341,1688209200,26.04,26.0,26.1,1011.0,,,88,6.7,100,,,,,,,40,802,2023-07-01 18:00:00,2023,7
260342,1688212800,26.03,26.0,26.1,1012.0,,,88,6.2,100,,,,,,,40,802,2023-07-01 19:00:00,2023,7
260343,1688216400,26.04,26.0,26.1,1012.0,,,88,5.7,110,,,,,,,40,802,2023-07-01 20:00:00,2023,7
260344,1688220000,26.0,26.0,26.0,1013.0,,,83,4.6,110,,,,,,,40,802,2023-07-01 21:00:00,2023,7
260345,1688223600,26.0,26.0,26.0,1013.0,,,88,5.1,100,,,,,,,40,802,2023-07-01 22:00:00,2023,7
260346,1688227200,26.0,26.0,26.0,1012.0,,,88,4.6,110,,,,,,,40,802,2023-07-01 23:00:00,2023,7
260347,1688230800,25.85,25.6,26.0,1012.0,,,88,4.6,100,,,,,,,40,802,2023-07-02 00:00:00,2023,7
260348,1688234400,25.2,25.0,25.6,1011.0,,,94,3.6,90,,,,,,,40,802,2023-07-02 01:00:00,2023,7
260349,1688238000,25.23,25.0,25.6,1011.0,,,94,2.1,60,,,,,,,75,501,2023-07-02 02:00:00,2023,7
260350,1688241600,24.6,24.0,25.6,1011.0,,,94,2.1,40,,1.0,,,,,75,500,2023-07-02 03:00:00,2023,7
260351,1688245200,25.2,25.0,25.6,1011.0,,,94,3.6,100,,1.0,,,,,40,500,2023-07-02 04:00:00,2023,7
260352,1688248800,25.23,25.0,25.6,1011.0,,,94,3.1,120,,1.0,,,,,40,500,2023-07-02 05:00:00,2023,7
260353,1688252400,25.54,25.0,26.5,1012.0,,,94,3.1,110,,,,,1.0,,40,802,2023-07-02 06:00:00,2023,7
260354,1688256000,25.5,25.0,26.5,1013.0,,,94,4.1,110,,,,,1.0,,40,802,2023-07-02 07:00:00,2023,7
260355,1688259600,26.81,26.5,27.0,1013.0,,,83,5.7,100,,,,,1.0,,40,802,2023-07-02 08:00:00,2023,7
260356,1688263200,28.04,28.0,28.1,1013.0,,,83,5.1,90,,,,,,,40,802,2023-07-02 09:00:00,2023,7
260357,1688266800,28.03,28.0,28.1,1013.0,,,74,6.2,100,,,,,,,40,802,2023-07-02 10:00:00,2023,7
260358,1688270400,28.04,28.0,28.1,1012.0,,,78,6.7,110,,,,,,,40,802,2023-07-02 11:00:00,2023,7
260359,1688274000,29.0,29.0,29.0,1011.0,,,74,6.2,110,,,,,,,40,802,2023-07-02 12:00:00,2023,7
260360,1688277600,28.33,28.0,29.0,1011.0,,,78,6.7,130,,,,,,,40,802,2023-07-02 13:00:00,2023,7
260361,1688281200,28.38,28.0,29.0,1010.0,,,78,5.7,120,,,,,,,40,802,2023-07-02 14:00:00,2023,7
260362,1688284800,27.96,27.9,28.0,1010.0,,,83,5.1,130,,,,,,,40,802,2023-07-02 15:00:00,2023,7
260363,1688288400,27.3,27.0,27.9,1010.0,,,88,4.6,140,,,,,,,40,802,2023-07-02 16:00:00,2023,7
260364,1688292000,27.34,27.0,27.9,1010.0,,,88,4.6,140,,,,,,,40,802,2023-07-02 17:00:00,2023,7
260365,1688295600,26.85,26.6,27.0,1011.0,,,88,5.7,120,,,,,,,40,802,2023-07-02 18:00:00,2023,7
260366,1688299200,26.87,26.6,27.0,1012.0,,,88,5.1,120,,,,,,,40,802,2023-07-02 19:00:00,2023,7
260367,1688302800,26.23,26.0,26.6,1012.0,,,88,6.7,130,,,,,,,40,802,2023-07-02 20:00:00,2023,7
260368,1688306400,26.08,26.0,26.2,1012.0,,,94,6.7,110,,,,,,,40,802,2023-07-02 21:00:00,2023,7
260369,1688310000,26.07,26.0,26.2,1012.0,,,94,6.7,110,,,,,,,40,802,2023-07-02 22:00:00,2023,7
260370,1688313600,26.08,26.0,26.2,1012.0,,,94,6.2,110,,,,,,,40,802,2023-07-02 23:00:00,2023,7
260371,1688317200,26.04,26.0,26.1,1012.0,,,94,5.7,110,,,,,,,40,802,2023-07-03 00:00:00,2023,7
260372,1688320800,26.03,26.0,26.1,1012.0,,,94,5.7,110,,,,,,,40,802,2023-07-03 01:00:00,2023,7
260373,1688324400,26.04,26.0,26.1,1011.0,,,94,5.7,110,,,,,,,40,802,2023-07-03 02:00:00,2023,7
260374,1688328000,25.96,25.9,26.0,1011.0,,,94,5.1,110,,,,,,,40,802,2023-07-03 03:00:00,2023,7
260375,1688331600,25.97,25.9,26.0,1011.0,,,94,4.1,110,,,,,,,40,802,2023-07-03 04:00:00,2023,7
260376,1688335200,25.96,25.9,26.0,1011.0,,,94,4.6,110,,,,,,,75,803,2023-07-03 05:00:00,2023,7
260377,1688338800,26.15,26.0,26.4,1012.0,,,94,4.6,110,,,,,,,40,802,2023-07-03 06:00:00,2023,7
260378,1688342400,26.13,26.0,26.4,1013.0,,,94,5.1,110,,,,,,,75,803,2023-07-03 07:00:00,2023,7
260379,1688346000,26.15,26.0,26.4,1013.0,,,94,6.2,110,,,,,,,20,801,2023-07-03 08:00:00,2023,7
260380,1688349600,27.15,27.0,27.4,1013.0,,,88,6.2,110,,,,,,,75,803,2023-07-03 09:00:00,2023,7
260381,1688353200,27.12,27.0,27.4,1013.0,,,88,6.7,100,,,,,,,40,802,2023-07-03 10:00:00,2023,7
