index,dt,datetime,timezone,city_name,lat,lon,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,rain_6h,rain_12h,rain_24h,rain_today,snow_1h,snow_3h,snow_6h,snow_12h,snow_24h,snow_today,clouds_all,weather_id,weather_main,weather_description,weather_icon
104078,1130778000,2005-11-01 00:00:00,28800,Denpasar,-8.652497,115.219117,26.0,26.0,26.0,1011.9,,,94,4.29,108,,,,,,,,,,,,,20,801,Clouds,few clouds,02n
104079,1130781600,2005-11-01 01:00:00,28800,Denpasar,-8.652497,115.219117,25.6,25.6,25.6,1010.8,,,94,4.83,114,,,0.1,,,,,,,,,,20,801,Clouds,few clouds,02n
104080,1130785200,2005-11-01 02:00:00,28800,Denpasar,-8.652497,115.219117,25.6,25.6,25.6,1010.8,,,94,5.05,122,,,0.1,,,,,,,,,,20,801,Clouds,few clouds,02n
104081,1130788800,2005-11-01 03:00:00,28800,Denpasar,-8.652497,115.219117,25.4,25.4,25.4,1010.8,,,96,4.74,124,,,,,,,,,,,,,20,801,Clouds,few clouds,02n
104082,1130792400,2005-11-01 04:00:00,28800,Denpasar,-8.652497,115.219117,25.5,25.5,25.5,1012.0,,,92,4.47,121,1.44,,,,,,,,,,,,100,501,Rain,moderate rain,10n
104083,1130796000,2005-11-01 05:00:00,28800,Denpasar,-8.652497,115.219117,26.0,26.0,26.0,1011.9,,,100,4.91,121,,,,,,,,,,,,,20,801,Clouds,few clouds,02d
104084,1130799600,2005-11-01 06:00:00,28800,Denpasar,-8.652497,115.219117,27.0,27.0,27.0,1011.9,,,100,2.6,90,,,,,,,,,,,,,20,801,Clouds,few clouds,02d
104085,1130803200,2005-11-01 07:00:00,28800,Denpasar,-8.652497,115.219117,28.3,28.3,28.3,1012.9,,,83,3.6,110,,,,,3.0,,,,,,,,20,801,Clouds,few clouds,02d
104086,1130806800,2005-11-01 08:00:00,28800,Denpasar,-8.652497,115.219117,30.0,30.0,30.0,1013.9,,,79,3.6,100,,,,,,,,,,,,,20,801,Clouds,few clouds,02d
104087,1130810400,2005-11-01 09:00:00,28800,Denpasar,-8.652497,115.219117,30.0,30.0,30.0,1013.9,,,79,3.6,100,,,,,,,,,,,,,20,801,Clouds,few clouds,02d
