index,dt,datetime,timezone,city_name,lat,lon,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,rain_6h,rain_12h,rain_24h,rain_today,snow_1h,snow_3h,snow_6h,snow_12h,snow_24h,snow_today,clouds_all,weather_id,weather_main,weather_description,weather_icon
103332,1128099600,2005-10-01 00:00:00,28800,Denpasar,-8.652497,115.219117,25.76,25.76,25.76,1012.0,,,87,1.92,83,,,,,,,,,,,,,56,803,Clouds,broken clouds,04n
103333,1128103200,2005-10-01 01:00:00,28800,Denpasar,-8.652497,115.219117,25.73,25.73,25.73,1011.0,,,86,2.13,78,,,,,,,,,,,,,78,803,Clouds,broken clouds,04n
103334,1128106800,2005-10-01 02:00:00,28800,Denpasar,-8.652497,115.219117,25.0,25.0,25.0,1010.2,,,88,2.29,80,,,,,,,,,,,,,20,801,Clouds,few clouds,02n
103335,1128110400,2005-10-01 03:00:00,28800,Denpasar,-8.652497,115.219117,25.0,25.0,25.0,1010.2,,,88,2.12,80,,,,,,,,,,,,,20,801,Clouds,few clouds,02n
103336,1128114000,2005-10-01 04:00:00,28800,Denpasar,-8.652497,115.219117,23.7,23.7,23.7,1010.2,,,86,1.9,84,,,,,,,,,,,,,20,801,Clouds,few clouds,02n
103337,1128117600,2005-10-01 05:00:00,28800,Denpasar,-8.652497,115.219117,23.0,23.0,23.0,1010.8,,,88,2.05,86,,,,,,,,,,,,,20,801,Clouds,few clouds,02n
103338,1128121200,2005-10-01 06:00:00,28800,Denpasar,-8.652497,115.219117,24.0,24.0,24.0,1010.8,,,88,1.0,70,,,,,,,,,,,,,20,801,Clouds,few clouds,02d
103339,1128124800,2005-10-01 07:00:00,28800,Denpasar,-8.652497,115.219117,27.0,27.0,27.0,1010.8,,,74,2.5,93,,,,,,,,,,,,,20,801,Clouds,few clouds,02d
103340,1128128400,2005-10-01 08:00:00,28800,Denpasar,-8.652497,115.219117,29.0,29.0,29.0,1011.9,,,74,1.5,150,,,,,,,,,,,,,20,801,Clouds,few clouds,02d
103341,1128132000,2005-10-01 09:00:00,28800,Denpasar,-8.652497,115.219117,30.0,30.0,30.0,1011.9,,,70,3.6,110,,,,,,,,,,,,,20,801,Clouds,few clouds,02d
103342,1128135600,2005-10-01 10:00:00,28800,Denpasar,-8.652497,115.219117,29.8,29.8,29.8,1011.9,,,67,3.6,100,,,,,,,,,,,,,20,801,Clouds,few clouds,02d
103343,1128139200,2005-10-01 11:00:00,28800,Denpasar,-8.652497,115.219117,31.0,31.0,31.0,1010.8,,,70,4.1,110,,,,,,,,,,,,,20,801,Clouds,few clouds,02d
103344,1128142800,2005-10-01 12:00:00,28800,Denpasar,-8.652497,115.219117,32.0,32.0,32.0,1010.2,,,62,3.6,100,,,,,,,,,,,,,20,801,Clouds,few clouds,02d
103345,1128146400,2005-10-01 13:00:00,28800,Denpasar,-8.652497,115.219117,30.6,30.6,30.6,1009.1,,,62,3.6,110,,,,,,,,,,,,,20,801,Clouds,few clouds,02d
103346,1128150000,2005-10-01 14:00:00,28800,Denpasar,-8.652497,115.219117,31.0,31.0,31.0,1008.1,,,62,4.1,120,,,,,,,,,,,,,20,801,Clouds,few clouds,02d
103347,1128153600,2005-10-01 15:00:00,28800,Denpasar,-8.652497,115.219117,31.0,31.0,31.0,1008.1,,,62,3.6,120,,,,,,,,,,,,,20,801,Clouds,few clouds,02d
103348,1128157200,2005-10-01 16:00:00,28800,Denpasar,-8.652497,115.219117,30.5,30.5,30.5,1008.1,,,57,3.1,130,,,,,,,,,,,,,20,801,Clouds,few clouds,02d
103349,1128160800,2005-10-01 17:00:00,28800,Denpasar,-8.652497,115.219117,29.0,29.0,29.0,1008.1,,,70,2.6,150,,,,,,,,,,,,,20,801,Clouds,few clouds,02d
103350,1128164400,2005-10-01 18:00:00,28800,Denpasar,-8.652497,115.219117,27.0,27.0,27.0,1009.1,,,78,1.5,150,,,,,,,,,,,,,20,801,Clouds,few clouds,02n
103351,1128168000,2005-10-01 19:00:00,28800,Denpasar,-8.652497,115.219117,27.2,27.2,27.2,1010.8,,,78,1.5,160,,,,,,,,,,,,,20,801,Clouds,few clouds,02n
103352,1128171600,2005-10-01 20:00:00,28800,Denpasar,-8.652497,115.219117,27.0,27.0,27.0,1010.8,,,88,1.0,140,,,,,,,,,,,,,20,801,Clouds,few clouds,02n
103353,1128175200,2005-10-01 21:00:00,28800,Denpasar,-8.652497,115.219117,27.0,27.0,27.0,1011.9,,,88,1.13,113,,,,,,,,,,,,,20,801,Clouds,few clouds,02n
103354,1128178800,2005-10-01 22:00:00,28800,Denpasar,-8.652497,115.219117,26.8,26.8,26.8,1011.9,,,83,1.0,130,,,,,,,,,,,,,20,801,Clouds,few clouds,02n
103355,1128182400,2005-10-01 23:00:00,28800,Denpasar,-8.652497,115.219117,25.25,25.25,25.25,1012.0,,,90,1.79,90,,,,,,,,,,,,,17,801,Clouds,few clouds,02n
103356,1128186000,2005-10-02 00:00:00,28800,Denpasar,-8.652497,115.219117,25.28,25.28,25.28,1012.0,,,88,2.15,77,,,,,,,,,,,,,47,802,Clouds,scattered clouds,03n
103357,1128189600,2005-10-02 01:00:00,28800,Denpasar,-8.652497,115.219117,24.8,24.8,24.8,1010.8,,,91,2.58,69,,,,,,,,,,,,,20,801,Clouds,few clouds,02n
103358,1128193200,2005-10-02 02:00:00,28800,Denpasar,-8.652497,115.219117,25.0,25.0,25.0,1010.2,,,88,3.1,71,,,,,,,,,,,,,20,801,Clouds,few clouds,02n
103359,1128196800,2005-10-02 03:00:00,28800,Denpasar,-8.652497,115.219117,24.0,24.0,24.0,1010.2,,,94,3.47,77,,,,,,,,,,,,,20,801,Clouds,few clouds,02n
103360,1128200400,2005-10-02 04:00:00,28800,Denpasar,-8.652497,115.219117,24.2,24.2,24.2,1010.2,,,93,1.5,360,,,,,,,,,,,,,20,801,Clouds,few clouds,02n
103361,1128204000,2005-10-02 05:00:00,28800,Denpasar,-8.652497,115.219117,24.0,24.0,24.0,1010.2,,,94,2.63,73,,,,,,,,,,,,,20,801,Clouds,few clouds,02n
103362,1128207600,2005-10-02 06:00:00,28800,Denpasar,-8.652497,115.219117,25.0,25.0,25.0,1010.2,,,88,2.44,77,,,,,,,,,,,,,20,801,Clouds,few clouds,02d
103363,1128211200,2005-10-02 07:00:00,28800,Denpasar,-8.652497,115.219117,26.6,26.6,26.6,1010.8,,,85,2.42,96,,,,,,,,,,,,,20,801,Clouds,few clouds,02d
103364,1128214800,2005-10-02 08:00:00,28800,Denpasar,-8.652497,115.219117,28.0,28.0,28.0,1011.9,,,83,1.5,90,,,,,,,,,,,,,75,803,Clouds,broken clouds,04d
103365,1128218400,2005-10-02 09:00:00,28800,Denpasar,-8.652497,115.219117,30.0,30.0,30.0,1011.9,,,74,3.1,100,,,,,,,,,,,,,20,801,Clouds,few clouds,02d
103366,1128222000,2005-10-02 10:00:00,28800,Denpasar,-8.652497,115.219117,30.2,30.2,30.2,1011.9,,,67,4.1,100,,,,,,,,,,,,,20,801,Clouds,few clouds,02d
103367,1128225600,2005-10-02 11:00:00,28800,Denpasar,-8.652497,115.219117,31.0,31.0,31.0,1010.8,,,70,4.1,100,,,,,,,,,,,,,20,801,Clouds,few clouds,02d
103368,1128229200,2005-10-02 12:00:00,28800,Denpasar,-8.652497,115.219117,31.0,31.0,31.0,1010.2,,,70,4.1,120,,,,,,,,,,,,,20,801,Clouds,few clouds,02d
103369,1128232800,2005-10-02 13:00:00,28800,Denpasar,-8.652497,115.219117,31.0,31.0,31.0,1009.1,,,64,4.1,120,,,,,,,,,,,,,20,801,Clouds,few clouds,02d
103370,1128236400,2005-10-02 14:00:00,28800,Denpasar,-8.652497,115.219117,31.0,31.0,31.0,1009.1,,,70,3.6,120,,,,,,,,,,,,,20,801,Clouds,few clouds,02d
103371,1128240000,2005-10-02 15:00:00,28800,Denpasar,-8.652497,115.219117,31.0,31.0,31.0,1009.1,,,74,3.6,120,,,,,,,,,,,,,20,801,Clouds,few clouds,02d
103372,1128243600,2005-10-02 16:00:00,28800,Denpasar,-8.652497,115.219117,29.4,29.4,29.4,1009.1,,,71,3.1,120,,,,,,,,,,,,,20,801,Clouds,few clouds,02d
103373,1128247200,2005-10-02 17:00:00,28800,Denpasar,-8.652497,115.219117,28.0,28.0,28.0,1009.1,,,78,2.6,140,,,,,,,,,,,,,20,801,Clouds,few clouds,02d
103374,1128250800,2005-10-02 18:00:00,28800,Denpasar,-8.652497,115.219117,28.0,28.0,28.0,1010.2,,,83,2.6,120,,,,,,,,,,,,,20,801,Clouds,few clouds,02n
103375,1128254400,2005-10-02 19:00:00,28800,Denpasar,-8.652497,115.219117,27.0,27.0,27.0,1010.8,,,85,3.6,90,,,,,,,,,,,,,20,801,Clouds,few clouds,02n
103376,1128258000,2005-10-02 20:00:00,28800,Denpasar,-8.652497,115.219117,25.91,25.91,25.91,1012.0,,,89,2.2,114,,,,,,,,,,,,,26,802,Clouds,scattered clouds,03n
103377,1128261600,2005-10-02 21:00:00,28800,Denpasar,-8.652497,115.219117,25.81,25.81,25.81,1012.0,,,89,1.91,112,,,,,,,,,,,,,41,802,Clouds,scattered clouds,03n
103378,1128265200,2005-10-02 22:00:00,28800,Denpasar,-8.652497,115.219117,26.8,26.8,26.8,1011.9,,,85,1.56,110,,,,,,,,,,,,,20,801,Clouds,few clouds,02n
103379,1128268800,2005-10-02 23:00:00,28800,Denpasar,-8.652497,115.219117,26.0,26.0,26.0,1011.9,,,94,1.22,108,,,,,,,,,,,,,20,801,Clouds,few clouds,02n
103380,1128272400,2005-10-03 00:00:00,28800,Denpasar,-8.652497,115.219117,25.78,25.78,25.78,1011.0,,,89,1.03,115,,,,,,,,,,,,,75,803,Clouds,broken clouds,04n
103381,1128276000,2005-10-03 01:00:00,28800,Denpasar,-8.652497,115.219117,25.5,25.5,25.5,1010.2,,,93,1.02,116,,,,,,,,,,,,,40,802,Clouds,scattered clouds,03n
103382,1128279600,2005-10-03 02:00:00,28800,Denpasar,-8.652497,115.219117,25.5,25.5,25.5,1010.2,,,93,1.25,119,,,,,,,,,,,,,40,802,Clouds,scattered clouds,03n
103383,1128283200,2005-10-03 03:00:00,28800,Denpasar,-8.652497,115.219117,24.2,24.2,24.2,1006.7,,,91,1.55,119,,,,,,,,,,,,,20,801,Clouds,few clouds,02n
