index,dt,datetime,timezone,city_name,lat,lon,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,rain_6h,rain_12h,rain_24h,rain_today,snow_1h,snow_3h,snow_6h,snow_12h,snow_24h,snow_today,clouds_all,weather_id,weather_main,weather_description,weather_icon
120950,1191171600,2007-10-01 00:00:00,28800,Denpasar,-8.652497,115.219117,25.64,25.64,25.64,1009.0,,,85,4.38,135,0.17,,,,,,,,,,,,87,500,Rain,light rain,10n
120951,1191175200,2007-10-01 01:00:00,28800,Denpasar,-8.652497,115.219117,24.8,24.8,24.8,1009.9,,,96,4.4,135,,,0.8,,,,,,,,,,75,803,Clouds,broken clouds,04n
120952,1191178800,2007-10-01 02:00:00,28800,Denpasar,-8.652497,115.219117,24.8,24.8,24.8,1009.9,,,96,4.45,137,,,0.8,,,,,,,,,,75,803,Clouds,broken clouds,04n
120953,1191182400,2007-10-01 03:00:00,28800,Denpasar,-8.652497,115.219117,25.3,25.3,25.3,1009.1,,,90,4.19,136,,,0.0,,,,,,,,,,40,802,Clouds,scattered clouds,03n
120954,1191186000,2007-10-01 04:00:00,28800,Denpasar,-8.652497,115.219117,25.18,25.18,25.18,1009.0,,,88,3.82,138,0.34,,,,,,,,,,,,100,500,Rain,light rain,10n
120955,1191189600,2007-10-01 05:00:00,28800,Denpasar,-8.652497,115.219117,25.0,25.0,25.0,1010.2,,,94,2.6,130,,,,,,,,,,,,,75,803,Clouds,broken clouds,04n
120956,1191193200,2007-10-01 06:00:00,28800,Denpasar,-8.652497,115.219117,26.0,26.0,26.0,1010.2,,,88,2.6,130,,,,,,,,,,,,,75,803,Clouds,broken clouds,04d
120957,1191196800,2007-10-01 07:00:00,28800,Denpasar,-8.652497,115.219117,26.2,26.2,26.2,1010.2,,,85,2.6,130,,,,,3.0,,,,,,,,75,803,Clouds,broken clouds,04d
120958,1191200400,2007-10-01 08:00:00,28800,Denpasar,-8.652497,115.219117,27.0,27.0,27.0,1010.8,,,88,2.6,130,,,,,,,,,,,,,75,803,Clouds,broken clouds,04d
120959,1191204000,2007-10-01 09:00:00,28800,Denpasar,-8.652497,115.219117,28.0,28.0,28.0,1010.8,,,78,3.6,130,,,,,,,,,,,,,75,803,Clouds,broken clouds,04d
120960,1191207600,2007-10-01 10:00:00,28800,Denpasar,-8.652497,115.219117,28.0,28.0,28.0,1010.5,,,78,3.1,130,,,0.0,,,,,,,,,,75,803,Clouds,broken clouds,04d
120961,1191211200,2007-10-01 11:00:00,28800,Denpasar,-8.652497,115.219117,29.0,29.0,29.0,1010.2,,,79,3.6,120,,,,,,,,,,,,,75,803,Clouds,broken clouds,04d
120962,1191214800,2007-10-01 12:00:00,28800,Denpasar,-8.652497,115.219117,28.0,28.0,28.0,1009.1,,,83,3.1,120,,,,,,,,,,,,,75,803,Clouds,broken clouds,04d
120963,1191218400,2007-10-01 13:00:00,28800,Denpasar,-8.652497,115.219117,27.0,27.0,27.0,1009.1,,,82,4.57,144,,,0.0,,,,,,,,,,75,803,Clouds,broken clouds,04d
120964,1191222000,2007-10-01 14:00:00,28800,Denpasar,-8.652497,115.219117,26.0,26.0,26.0,1009.1,,,94,1.0,20,,,,,,,,,,,,,75,501,Rain,moderate rain,10d
120965,1191225600,2007-10-01 15:00:00,28800,Denpasar,-8.652497,115.219117,27.0,27.0,27.0,1008.1,,,88,1.5,150,,,,,,,,,,,,,75,803,Clouds,broken clouds,04d
120966,1191229200,2007-10-01 16:00:00,28800,Denpasar,-8.652497,115.219117,26.4,26.4,26.4,1008.1,,,88,2.6,110,,0.9,,,,,,,,,,,75,500,Rain,light rain,10d
120967,1191232800,2007-10-01 17:00:00,28800,Denpasar,-8.652497,115.219117,26.07,26.07,26.07,1008.0,,,84,4.32,126,,,,,,,,,,,,,95,804,Clouds,overcast clouds,04d
120968,1191236400,2007-10-01 18:00:00,28800,Denpasar,-8.652497,115.219117,25.9,25.9,25.9,1009.0,,,84,4.76,122,0.12,,,,,,,,,,,,100,500,Rain,light rain,10n
120969,1191240000,2007-10-01 19:00:00,28800,Denpasar,-8.652497,115.219117,25.8,25.8,25.8,1009.4,,,93,1.5,110,,,1.0,,,,,,,,,,75,803,Clouds,broken clouds,04n
120970,1191243600,2007-10-01 20:00:00,28800,Denpasar,-8.652497,115.219117,26.0,26.0,26.0,1010.2,,,94,4.61,117,,,,,,,,,,,,,40,802,Clouds,scattered clouds,03n
120971,1191247200,2007-10-01 21:00:00,28800,Denpasar,-8.652497,115.219117,26.0,26.0,26.0,1010.2,,,94,4.62,112,,,,,,,,,,,,,40,802,Clouds,scattered clouds,03n
120972,1191250800,2007-10-01 22:00:00,28800,Denpasar,-8.652497,115.219117,25.4,25.4,25.4,1010.2,,,91,1.5,120,,,0.0,,,,,,,,,,40,802,Clouds,scattered clouds,03n
120973,1191254400,2007-10-01 23:00:00,28800,Denpasar,-8.652497,115.219117,25.0,25.0,25.0,1010.2,,,94,1.5,80,,,,,,,,,,,,,75,501,Rain,moderate rain,10n
120974,1191258000,2007-10-02 00:00:00,28800,Denpasar,-8.652497,115.219117,25.0,25.0,25.0,1009.1,,,94,3.48,106,,,,,,,,,,,,,40,802,Clouds,scattered clouds,03n
120975,1191261600,2007-10-02 01:00:00,28800,Denpasar,-8.652497,115.219117,25.0,25.0,25.0,1009.1,,,96,1.5,130,,,1.0,,,,,,,,,,40,802,Clouds,scattered clouds,03n
120976,1191265200,2007-10-02 02:00:00,28800,Denpasar,-8.652497,115.219117,25.0,25.0,25.0,1009.1,,,96,1.5,130,,,1.0,,,,,,,,,,40,802,Clouds,scattered clouds,03n
120977,1191268800,2007-10-02 03:00:00,28800,Denpasar,-8.652497,115.219117,25.2,25.2,25.2,1009.1,,,91,1.5,140,,,0.0,,,,,,,,,,20,801,Clouds,few clouds,02n
120978,1191272400,2007-10-02 04:00:00,28800,Denpasar,-8.652497,115.219117,25.64,25.64,25.64,1009.0,,,86,4.63,113,0.13,,,,,,,,,,,,94,500,Rain,light rain,10n
120979,1191276000,2007-10-02 05:00:00,28800,Denpasar,-8.652497,115.219117,25.0,25.0,25.0,1009.1,,,94,1.5,140,,,,,,,,,,,,,40,802,Clouds,scattered clouds,03n
120980,1191279600,2007-10-02 06:00:00,28800,Denpasar,-8.652497,115.219117,26.0,26.0,26.0,1010.2,,,94,1.5,130,,,,,,,,,,,,,40,802,Clouds,scattered clouds,03d
120981,1191283200,2007-10-02 07:00:00,28800,Denpasar,-8.652497,115.219117,25.2,25.2,25.2,1010.8,,,93,2.1,120,,,,,1.0,,,,,,,,40,802,Clouds,scattered clouds,03d
120982,1191286800,2007-10-02 08:00:00,28800,Denpasar,-8.652497,115.219117,26.0,26.0,26.0,1010.8,,,94,1.5,120,,,,,,,,,,,,,75,803,Clouds,broken clouds,04d
120983,1191290400,2007-10-02 09:00:00,28800,Denpasar,-8.652497,115.219117,29.0,29.0,29.0,1010.8,,,79,1.5,120,,,,,,,,,,,,,40,802,Clouds,scattered clouds,03d
120984,1191294000,2007-10-02 10:00:00,28800,Denpasar,-8.652497,115.219117,29.0,29.0,29.0,1010.2,,,74,5.1,110,,,0.0,,,,,,,,,,40,802,Clouds,scattered clouds,03d
120985,1191297600,2007-10-02 11:00:00,28800,Denpasar,-8.652497,115.219117,29.0,29.0,29.0,1010.2,,,79,4.1,110,,,,,,,,,,,,,75,803,Clouds,broken clouds,04d
120986,1191301200,2007-10-02 12:00:00,28800,Denpasar,-8.652497,115.219117,30.0,30.0,30.0,1009.1,,,79,4.1,120,,,,,,,,,,,,,40,802,Clouds,scattered clouds,03d
120987,1191304800,2007-10-02 13:00:00,28800,Denpasar,-8.652497,115.219117,30.0,30.0,30.0,1008.1,,,74,4.6,120,,,0.0,,,,,,,,,,40,802,Clouds,scattered clouds,03d
120988,1191308400,2007-10-02 14:00:00,28800,Denpasar,-8.652497,115.219117,29.0,29.0,29.0,1008.1,,,79,4.1,120,,,,,,,,,,,,,40,802,Clouds,scattered clouds,03d
120989,1191312000,2007-10-02 15:00:00,28800,Denpasar,-8.652497,115.219117,28.0,28.0,28.0,1008.1,,,83,3.6,130,,,,,,,,,,,,,40,802,Clouds,scattered clouds,03d
120990,1191315600,2007-10-02 16:00:00,28800,Denpasar,-8.652497,115.219117,27.8,27.8,27.8,1007.7,,,78,3.6,150,,,0.0,,,,,,,,,,40,802,Clouds,scattered clouds,03d
120991,1191319200,2007-10-02 17:00:00,28800,Denpasar,-8.652497,115.219117,27.0,27.0,27.0,1008.1,,,88,3.6,150,,,,,,,,,,,,,40,802,Clouds,scattered clouds,03d
120992,1191322800,2007-10-02 18:00:00,28800,Denpasar,-8.652497,115.219117,27.0,27.0,27.0,1009.1,,,88,2.6,140,,,,,,,,,,,,,40,802,Clouds,scattered clouds,03n
120993,1191326400,2007-10-02 19:00:00,28800,Denpasar,-8.652497,115.219117,26.4,26.4,26.4,1010.2,,,87,2.6,140,,,0.0,,,,,,,,,,20,801,Clouds,few clouds,02n
120994,1191330000,2007-10-02 20:00:00,28800,Denpasar,-8.652497,115.219117,26.0,26.0,26.0,1010.2,,,88,2.1,150,,,,,,,,,,,,,40,802,Clouds,scattered clouds,03n
120995,1191333600,2007-10-02 21:00:00,28800,Denpasar,-8.652497,115.219117,26.0,26.0,26.0,1010.8,,,88,2.1,150,,,,,,,,,,,,,40,802,Clouds,scattered clouds,03n
120996,1191337200,2007-10-02 22:00:00,28800,Denpasar,-8.652497,115.219117,25.8,25.8,25.8,1010.8,,,88,2.1,150,,,0.0,,,,,,,,,,20,801,Clouds,few clouds,02n
120997,1191340800,2007-10-02 23:00:00,28800,Denpasar,-8.652497,115.219117,25.63,25.63,25.63,1010.0,,,88,4.89,129,0.43,,,,,,,,,,,,84,500,Rain,light rain,10n
120998,1191344400,2007-10-03 00:00:00,28800,Denpasar,-8.652497,115.219117,25.55,25.55,25.55,1010.0,,,88,5.04,128,0.32,,,,,,,,,,,,95,500,Rain,light rain,10n
120999,1191348000,2007-10-03 01:00:00,28800,Denpasar,-8.652497,115.219117,25.4,25.4,25.4,1009.2,,,90,2.1,130,,,0.0,,,,,,,,,,20,801,Clouds,few clouds,02n
121000,1191351600,2007-10-03 02:00:00,28800,Denpasar,-8.652497,115.219117,25.0,25.0,25.0,1009.1,,,94,2.1,120,,,,,,,,,,,,,20,801,Clouds,few clouds,02n
121001,1191355200,2007-10-03 03:00:00,28800,Denpasar,-8.652497,115.219117,25.32,25.32,25.32,1010.0,,,89,4.45,131,0.35,,,,,,,,,,,,97,500,Rain,light rain,10n
121002,1191358800,2007-10-03 04:00:00,28800,Denpasar,-8.652497,115.219117,25.18,25.18,25.18,1010.0,,,90,4.66,134,0.38,,,,,,,,,,,,98,500,Rain,light rain,10n
