,dt,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,rain_6h,rain_12h,rain_24h,rain_today,clouds_all,weather_id,datetime,year
149646,1293814800,27.7,27.5,28.0,1005.1,,,83,9.3,280,,,,,,,75,803,2011-01-01 00:00:00,2011
149647,1293818400,27.75,27.5,28.0,1005.1,,,78,9.3,280,,,,,,,40,802,2011-01-01 01:00:00,2011
149648,1293822000,27.5,27.5,27.5,1004.9,,,79,9.3,280,,,,,,,20,801,2011-01-01 02:00:00,2011
149649,1293825600,27.4,27.4,27.4,1004.0,,,78,6.7,290,,,,,,,40,802,2011-01-01 03:00:00,2011
149650,1293829200,27.2,27.0,27.4,1004.0,,,78,6.7,290,,,,,,,40,802,2011-01-01 04:00:00,2011
149651,1293832800,27.22,27.0,27.4,1005.1,,,78,8.7,290,,,,,,,75,803,2011-01-01 05:00:00,2011
149652,1293836400,28.18,28.0,28.3,1005.1,,,74,9.8,290,,,,,21.1,,40,802,2011-01-01 06:00:00,2011
149653,1293840000,28.15,28.0,28.3,1005.1,,,73,11.3,280,,,,,21.1,,40,802,2011-01-01 07:00:00,2011
149654,1293843600,28.18,28.0,28.3,1006.1,,,74,10.3,300,,,,,21.1,,75,803,2011-01-01 08:00:00,2011
149655,1293847200,27.7,27.5,28.0,1006.1,,,74,11.3,270,,1.0,,,,,75,501,2011-01-01 09:00:00,2011
149656,1293850800,27.25,27.0,27.5,1006.4,,,83,11.3,270,,1.0,,,,,40,501,2011-01-01 10:00:00,2011
149657,1293854400,26.51,25.0,27.5,1007.1,,,94,11.3,260,,1.0,,,,,75,501,2011-01-01 11:00:00,2011
149658,1293858000,24.03,23.4,25.0,1006.1,,,94,12.9,260,,66.0,67.1,,,,75,503,2011-01-01 12:00:00,2011
149659,1293861600,24.2,23.4,25.0,1005.5,,,100,12.9,260,,66.0,67.1,,,,40,503,2011-01-01 13:00:00,2011
149660,1293865200,24.43,23.4,26.0,1005.1,,,94,9.3,270,,66.0,67.1,,,,75,503,2011-01-01 14:00:00,2011
149661,1293868800,26.89,26.8,27.0,1004.1,,,100,7.7,270,,11.0,,,,,75,501,2011-01-01 15:00:00,2011
149662,1293872400,26.9,26.8,27.0,1005.1,,,94,7.7,270,,11.0,,,,,75,501,2011-01-01 16:00:00,2011
149663,1293876000,27.27,26.8,28.0,1005.1,,,83,11.3,280,,11.0,,,,,75,501,2011-01-01 17:00:00,2011
149664,1293879600,27.0,27.0,27.0,1006.1,,,78,10.3,280,,0.6,11.9,,,,75,500,2011-01-01 18:00:00,2011
149665,1293883200,27.0,27.0,27.0,1006.2,,,78,10.3,270,,0.6,11.9,,,,40,500,2011-01-01 19:00:00,2011
149666,1293886800,27.39,27.0,28.0,1007.1,,,78,8.2,270,,0.6,11.9,,,,75,500,2011-01-01 20:00:00,2011
149667,1293890400,27.64,27.4,28.0,1007.1,,,78,7.2,280,,,,,,,75,803,2011-01-01 21:00:00,2011
149668,1293894000,27.73,27.4,28.0,1006.8,,,83,7.2,270,,,,,,,20,801,2011-01-01 22:00:00,2011
149669,1293897600,27.64,27.4,28.0,1007.1,,,83,6.7,280,,,,,,,40,802,2011-01-01 23:00:00,2011
149670,1293901200,26.82,26.7,27.0,1006.1,,,88,8.2,270,,3.0,3.0,,,,75,500,2011-01-02 00:00:00,2011
149671,1293904800,26.85,26.7,27.0,1005.8,,,87,9.3,280,,3.0,3.0,,,,20,500,2011-01-02 01:00:00,2011
