,dt,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,rain_6h,rain_12h,rain_24h,rain_today,clouds_all,weather_id,datetime,year
202947,1483203600,27.74,27.3,28.0,1007.1,,,78,3.1,330,,,,,,,20,801,2017-01-01 00:00:00,2017
202948,1483207200,27.1,27.0,27.3,1006.0,,,89,2.57,350,,,,,,,40,802,2017-01-01 01:00:00,2017
202949,1483210800,25.87,25.0,27.3,1007.0,,,94,5.14,250,,,,,,,75,202,2017-01-01 02:00:00,2017
202950,1483214400,25.87,25.0,27.3,1006.0,,,94,1.54,270,,,,,,,75,211,2017-01-01 03:00:00,2017
202951,1483218000,26.07,25.0,27.3,1006.0,,,94,1.03,280,,,,,,,75,211,2017-01-01 04:00:00,2017
202952,1483221600,26.49,26.0,27.3,1007.0,,,94,1.03,0,,,,,,,40,211,2017-01-01 05:00:00,2017
202953,1483225200,26.11,26.0,26.3,1008.0,,,94,2.06,250,,0.6,,,29.0,,75,200,2017-01-01 06:00:00,2017
202954,1483225200,26.11,26.0,26.3,1008.0,,,94,2.06,250,,0.6,,,29.0,,75,500,2017-01-01 06:00:00,2017
202955,1483228800,26.1,26.0,26.3,1008.0,,,94,2.06,250,,0.6,,,29.0,,75,200,2017-01-01 07:00:00,2017
202956,1483228800,26.1,26.0,26.3,1008.0,,,94,2.06,250,,0.6,,,29.0,,75,500,2017-01-01 07:00:00,2017
202957,1483232400,26.11,26.0,26.3,1008.0,,,94,3.09,270,,0.6,,,29.0,,40,500,2017-01-01 08:00:00,2017
202958,1483236000,26.75,26.0,28.0,1008.0,,,89,2.57,270,,4.0,,,,,75,501,2017-01-01 09:00:00,2017
202959,1483239600,27.31,27.0,28.0,1008.2,,,84,2.1,310,,4.0,,,,,40,501,2017-01-01 10:00:00,2017
202960,1483243200,27.38,27.0,28.0,1007.0,,,89,2.06,0,,4.0,,,,,75,502,2017-01-01 11:00:00,2017
202961,1483246800,25.87,25.0,27.3,1007.0,,,100,4.63,280,,41.0,45.0,,,,40,502,2017-01-01 12:00:00,2017
202962,1483250400,26.4,26.0,27.3,1006.8,,,90,6.2,270,,41.0,45.0,,,,40,502,2017-01-01 13:00:00,2017
202963,1483254000,27.75,27.3,28.0,1006.0,,,84,5.66,280,,41.0,45.0,,,,40,502,2017-01-01 14:00:00,2017
202964,1483257600,26.3,26.3,26.3,1005.6,,,92,5.1,290,,2.0,,,,,40,500,2017-01-01 15:00:00,2017
202965,1483261200,26.1,26.0,26.3,1005.0,,,94,5.66,300,,2.0,,,,,75,500,2017-01-01 16:00:00,2017
202966,1483264800,26.74,26.3,27.0,1006.0,,,84,4.63,290,,2.0,,,,,40,500,2017-01-01 17:00:00,2017
202967,1483268400,25.62,25.0,26.0,1008.0,,,94,2.57,220,,16.0,17.0,,,,75,502,2017-01-01 18:00:00,2017
202968,1483272000,25.0,25.0,25.0,1008.4,,,96,1.5,280,,16.0,17.0,,,,40,502,2017-01-01 19:00:00,2017
202969,1483275600,25.63,25.0,26.0,1008.1,,,94,2.6,310,,16.0,17.0,,,,40,502,2017-01-01 20:00:00,2017
202970,1483279200,25.92,25.8,26.0,1008.0,,,94,3.09,340,,5.0,,,,,40,501,2017-01-01 21:00:00,2017
202971,1483282800,25.94,25.8,26.0,1008.3,,,90,2.6,300,,5.0,,,,,40,501,2017-01-01 22:00:00,2017
202972,1483286400,26.55,25.8,27.0,1008.0,,,89,3.09,310,,5.0,,,,,40,501,2017-01-01 23:00:00,2017
202973,1483290000,26.89,26.7,27.0,1007.0,,,89,3.09,300,,,5.1,,,,40,802,2017-01-02 00:00:00,2017
202974,1483293600,26.9,26.7,27.0,1007.0,,,89,3.09,300,,,5.1,,,,40,802,2017-01-02 01:00:00,2017
202975,1483297200,26.89,26.7,27.0,1006.0,,,84,4.63,290,,,5.1,,,,40,500,2017-01-02 02:00:00,2017
202976,1483300800,26.92,26.8,27.0,1006.0,,,89,3.09,300,,0.6,,,,,40,500,2017-01-02 03:00:00,2017
202977,1483304400,26.93,26.8,27.0,1006.0,,,89,3.09,270,,0.6,,,,,40,500,2017-01-02 04:00:00,2017
202978,1483308000,26.92,26.8,27.0,1007.0,,,89,3.09,270,,0.6,,,,,40,500,2017-01-02 05:00:00,2017
202979,1483311600,26.32,25.2,27.0,1008.0,,,89,2.06,300,,9.0,,,77.0,,75,501,2017-01-02 06:00:00,2017
202980,1483315200,25.07,25.0,25.2,1008.0,,,94,6.17,260,,9.0,,,77.0,,75,501,2017-01-02 07:00:00,2017
202981,1483318800,25.71,25.2,26.0,1009.1,,,94,4.6,300,,9.0,,,77.0,,40,501,2017-01-02 08:00:00,2017
202982,1483322400,28.0,28.0,28.0,1009.0,,,89,5.14,320,,0.3,,,,,40,500,2017-01-02 09:00:00,2017
202983,1483326000,28.0,28.0,28.0,1008.0,,,84,4.63,280,,0.3,,,,,40,500,2017-01-02 10:00:00,2017
202984,1483329600,26.75,26.0,28.0,1008.0,,,89,5.66,240,,0.3,,,,,75,500,2017-01-02 11:00:00,2017
202985,1483333200,26.11,26.0,26.3,1008.1,,,88,4.6,250,,1.0,2.0,,,,75,500,2017-01-02 12:00:00,2017
202986,1483336800,26.39,26.0,27.0,1007.1,,,88,3.1,250,,1.0,2.0,,,,40,500,2017-01-02 13:00:00,2017
202987,1483340400,26.58,26.3,27.0,1006.1,,,83,4.1,250,,1.0,2.0,,,,40,500,2017-01-02 14:00:00,2017
202988,1483344000,27.52,27.2,28.0,1006.1,,,83,3.1,260,,3.0,,,,,40,500,2017-01-02 15:00:00,2017
202989,1483347600,27.1,27.0,27.2,1007.1,,,83,3.6,260,,3.0,,,,,75,500,2017-01-02 16:00:00,2017
202990,1483351200,26.73,26.0,27.2,1007.1,,,88,1.5,350,,3.0,,,,,75,500,2017-01-02 17:00:00,2017
202991,1483354800,26.18,26.0,26.3,1008.1,,,94,5.1,300,,,4.1,,,,75,500,2017-01-02 18:00:00,2017
202992,1483358400,26.15,26.0,26.3,1008.5,,,90,4.1,290,,,4.1,,,,40,802,2017-01-02 19:00:00,2017
202993,1483362000,26.75,26.3,27.0,1009.1,,,83,3.1,300,,,4.1,,,,20,801,2017-01-02 20:00:00,2017
202994,1483365600,26.94,26.9,27.0,1009.1,,,88,3.6,280,,,,,,,20,801,2017-01-02 21:00:00,2017
202995,1483369200,26.97,26.9,27.0,1009.6,,,90,1.0,270,,,,,,,40,802,2017-01-02 22:00:00,2017
202996,1483372800,26.96,26.9,27.0,1009.0,,,89,4.63,300,,,,,,,40,500,2017-01-02 23:00:00,2017
202997,1483376400,26.92,26.8,27.0,1009.0,,,89,4.63,300,,2.0,2.0,,,,40,500,2017-01-03 00:00:00,2017
202998,1483380000,26.93,26.8,27.0,1008.0,,,89,7.2,270,,2.0,2.0,,,,40,500,2017-01-03 01:00:00,2017
202999,1483383600,26.92,26.8,27.0,1007.0,,,89,5.14,280,,2.0,2.0,,,,75,500,2017-01-03 02:00:00,2017
203000,1483387200,27.04,27.0,27.1,1007.0,,,89,4.63,270,,,,,,,75,803,2017-01-03 03:00:00,2017
203001,1483390800,27.03,27.0,27.1,1007.0,,,89,7.2,280,,,,,,,75,803,2017-01-03 04:00:00,2017
203002,1483394400,27.04,27.0,27.1,1007.0,,,89,6.69,280,,,,,,,40,802,2017-01-03 05:00:00,2017
203003,1483398000,27.4,26.4,28.0,1008.0,,,89,4.12,290,,5.0,,,11.9,,40,501,2017-01-03 06:00:00,2017
203004,1483401600,26.13,26.0,26.4,1009.0,,,89,3.6,350,,5.0,,,11.9,,75,502,2017-01-03 07:00:00,2017
203005,1483405200,27.4,26.4,28.0,1009.0,,,89,2.06,0,,5.0,,,11.9,,75,501,2017-01-03 08:00:00,2017
203006,1483408800,27.85,27.6,28.0,1009.0,,,84,3.6,300,,6.0,,,,,75,501,2017-01-03 09:00:00,2017
203007,1483412400,27.2,27.0,27.6,1009.0,,,89,5.14,280,,6.0,,,,,75,501,2017-01-03 10:00:00,2017
203008,1483416000,27.85,27.6,28.0,1008.0,,,84,5.66,290,,6.0,,,,,75,501,2017-01-03 11:00:00,2017
203009,1483419600,25.66,25.1,26.0,1008.0,,,89,2.57,220,,,,,,,75,200,2017-01-03 12:00:00,2017
203010,1483423200,25.03,25.0,25.1,1008.0,,,94,5.14,300,,,,,,,75,200,2017-01-03 13:00:00,2017
203011,1483426800,25.33,25.0,26.0,1007.0,,,89,7.2,290,,,,,,,75,201,2017-01-03 14:00:00,2017
203012,1483430400,25.93,25.8,26.0,1007.1,,,88,6.2,310,,5.0,,,,,75,501,2017-01-03 15:00:00,2017
203013,1483434000,25.93,25.8,26.0,1007.0,,,89,5.14,310,,5.0,,,,,40,501,2017-01-03 16:00:00,2017
203014,1483437600,25.93,25.8,26.0,1007.1,,,88,5.1,290,,5.0,,,,,40,501,2017-01-03 17:00:00,2017
203015,1483441200,26.59,26.0,27.0,1007.1,,,83,4.6,290,,,5.1,,,,20,801,2017-01-03 18:00:00,2017
203016,1483444800,26.93,26.8,27.0,1008.0,,,84,3.09,280,,,5.1,,,,75,803,2017-01-03 19:00:00,2017
203017,1483448400,26.92,26.8,27.0,1008.0,,,84,3.6,270,,,5.1,,,,40,802,2017-01-03 20:00:00,2017
203018,1483452000,26.92,26.8,27.0,1008.0,,,89,3.6,270,,,,,,,40,802,2017-01-03 21:00:00,2017
203019,1483455600,26.93,26.8,27.0,1008.0,,,89,4.12,280,,,,,,,20,801,2017-01-03 22:00:00,2017
203020,1483459200,26.92,26.8,27.0,1007.0,,,84,4.12,290,,,,,,,20,801,2017-01-03 23:00:00,2017
203021,1483462800,26.67,26.1,27.0,1007.1,,,83,3.1,330,,,,,,,20,801,2017-01-04 00:00:00,2017
203022,1483466400,26.03,26.0,26.1,1006.0,,,89,2.57,310,,,,,,,20,801,2017-01-04 01:00:00,2017
203023,1483470000,26.66,26.1,27.0,1006.0,,,84,2.57,310,,,,,,,20,801,2017-01-04 02:00:00,2017
203024,1483473600,26.0,26.0,26.0,1005.0,,,89,2.57,330,,,,,,,20,801,2017-01-04 03:00:00,2017
203025,1483477200,26.67,26.0,27.0,1006.0,,,84,3.6,310,,,,,,,20,801,2017-01-04 04:00:00,2017
203026,1483480800,26.62,26.0,27.0,1006.0,,,84,4.12,300,,,,,,,20,801,2017-01-04 05:00:00,2017
203027,1483484400,27.92,27.8,28.0,1006.0,,,84,4.12,290,,,,,13.0,,40,802,2017-01-04 06:00:00,2017
203028,1483488000,27.93,27.8,28.0,1007.0,,,84,1.03,0,,,,,13.0,,40,802,2017-01-04 07:00:00,2017
203029,1483491600,27.92,27.8,28.0,1008.0,,,79,1.03,0,,,,,13.0,,40,802,2017-01-04 08:00:00,2017
203030,1483495200,26.38,26.0,27.0,1007.0,,,94,1.54,230,,0.6,,,,,75,500,2017-01-04 09:00:00,2017
203031,1483498800,27.0,27.0,27.0,1007.0,,,84,2.06,200,,0.6,,,,,75,500,2017-01-04 10:00:00,2017
203032,1483502400,27.0,27.0,27.0,1006.0,,,84,1.03,0,,0.6,,,,,75,500,2017-01-04 11:00:00,2017
203033,1483506000,29.08,29.0,29.2,1005.0,,,84,4.12,260,,,0.5,,,,75,803,2017-01-04 12:00:00,2017
203034,1483509600,29.07,29.0,29.2,1004.0,,,74,6.17,280,,,0.5,,,,75,803,2017-01-04 13:00:00,2017
203035,1483513200,28.45,28.0,29.2,1004.0,,,84,3.09,250,,,0.5,,,,20,801,2017-01-04 14:00:00,2017
203036,1483516800,28.92,28.8,29.0,1003.0,,,79,2.57,250,,,,,,,20,801,2017-01-04 15:00:00,2017
203037,1483520400,28.93,28.8,29.0,1003.0,,,84,3.6,260,,,,,,,20,801,2017-01-04 16:00:00,2017
203038,1483524000,28.92,28.8,29.0,1004.0,,,84,2.57,260,,,,,,,40,802,2017-01-04 17:00:00,2017
203039,1483527600,28.77,28.4,29.0,1005.0,,,84,2.57,260,,,,,,,20,801,2017-01-04 18:00:00,2017
203040,1483531200,28.8,28.4,29.0,1005.0,,,79,3.09,240,,,,,,,40,802,2017-01-04 19:00:00,2017
203041,1483534800,28.15,28.0,28.4,1005.0,,,89,1.54,220,,,,,,,40,802,2017-01-04 20:00:00,2017
203042,1483538400,27.02,25.4,28.0,1006.0,,,79,3.09,300,,13.0,,,,,75,502,2017-01-04 21:00:00,2017
203043,1483542000,25.8,25.4,26.0,1006.0,,,89,5.14,310,,13.0,,,,,75,502,2017-01-04 22:00:00,2017
203044,1483545600,26.4,25.4,27.0,1006.0,,,89,3.09,310,,13.0,,,,,40,502,2017-01-04 23:00:00,2017
203045,1483549200,25.96,25.9,26.0,1005.0,,,94,2.57,340,,1.0,14.0,,,,40,500,2017-01-05 00:00:00,2017
203046,1483552800,25.97,25.9,26.0,1004.0,,,94,1.03,0,,1.0,14.0,,,,20,500,2017-01-05 01:00:00,2017
203047,1483556400,24.09,23.0,25.9,1005.0,,,94,4.63,200,,1.0,14.0,,,,75,201,2017-01-05 02:00:00,2017
203048,1483556400,24.09,23.0,25.9,1005.0,,,94,4.63,200,,1.0,14.0,,,,75,500,2017-01-05 02:00:00,2017
203049,1483560000,24.96,24.9,25.0,1004.0,,,94,3.09,230,,17.0,,,,,75,502,2017-01-05 03:00:00,2017
203050,1483563600,24.97,24.9,25.0,1004.0,,,94,2.57,260,,17.0,,,,,90,502,2017-01-05 04:00:00,2017
203051,1483567200,25.3,24.9,26.0,1005.1,,,94,4.1,280,,17.0,,,,,75,502,2017-01-05 05:00:00,2017
203052,1483570800,25.62,25.0,26.0,1005.0,,,94,3.6,320,,5.0,,,37.1,,75,501,2017-01-05 06:00:00,2017
203053,1483574400,25.0,25.0,25.0,1007.0,,,94,2.06,150,,5.0,,,37.1,,75,501,2017-01-05 07:00:00,2017
203054,1483578000,24.38,24.0,25.0,1007.0,,,94,2.57,10,,5.0,,,37.1,,40,501,2017-01-05 08:00:00,2017
203055,1483581600,25.23,25.0,25.6,1007.0,,,94,1.03,0,,9.0,,,,,40,501,2017-01-05 09:00:00,2017
203056,1483585200,25.87,25.6,26.0,1007.0,,,94,1.03,0,,9.0,,,,,40,501,2017-01-05 10:00:00,2017
203057,1483588800,27.09,25.6,28.0,1006.0,,,84,4.12,300,,9.0,,,,,40,501,2017-01-05 11:00:00,2017
203058,1483592400,26.7,26.2,27.0,1006.0,,,84,6.17,270,,16.0,24.9,,,,75,502,2017-01-05 12:00:00,2017
203059,1483596000,26.06,26.0,26.2,1005.8,,,92,6.7,290,,16.0,24.9,,,,40,502,2017-01-05 13:00:00,2017
203060,1483599600,26.7,26.2,27.0,1005.0,,,89,2.06,250,,16.0,24.9,,,,40,502,2017-01-05 14:00:00,2017
203061,1483603200,26.89,26.7,27.0,1005.0,,,89,3.6,260,,3.0,,,,,40,500,2017-01-05 15:00:00,2017
203062,1483606800,26.9,26.7,27.0,1005.0,,,89,2.57,250,,3.0,,,,,40,500,2017-01-05 16:00:00,2017
203063,1483610400,26.89,26.7,27.0,1006.0,,,89,3.09,270,,3.0,,,,,40,500,2017-01-05 17:00:00,2017
203064,1483614000,26.74,26.3,27.0,1006.1,,,88,3.1,320,,,3.0,,,,40,500,2017-01-05 18:00:00,2017
203065,1483617600,26.1,26.0,26.3,1007.0,,,94,2.57,30,,,3.0,,,,20,500,2017-01-05 19:00:00,2017
203066,1483621200,26.11,26.0,26.3,1007.0,,,89,1.54,20,,,3.0,,,,40,500,2017-01-05 20:00:00,2017
203067,1483624800,25.85,25.6,26.0,1007.1,,,88,1.0,0,,,,,,,40,802,2017-01-05 21:00:00,2017
203068,1483628400,25.87,25.6,26.0,1007.0,,,89,0.51,0,,,,,,,40,802,2017-01-05 22:00:00,2017
203069,1483632000,25.85,25.6,26.0,1007.0,,,94,1.54,330,,,,,,,40,802,2017-01-05 23:00:00,2017
203070,1483635600,26.04,26.0,26.1,1006.0,,,94,1.54,340,,,,,,,40,802,2017-01-06 00:00:00,2017
203071,1483639200,26.03,26.0,26.1,1006.0,,,94,1.03,0,,,,,,,75,803,2017-01-06 01:00:00,2017
203072,1483642800,26.66,26.1,27.0,1005.0,,,89,1.54,300,,,,,,,40,802,2017-01-06 02:00:00,2017
203073,1483646400,25.15,25.0,25.4,1005.0,,,100,2.06,60,,,,,,,40,802,2017-01-06 03:00:00,2017
203074,1483650000,25.13,25.0,25.4,1005.0,,,94,1.03,0,,,,,,,75,803,2017-01-06 04:00:00,2017
203075,1483653600,25.15,25.0,25.4,1006.0,,,94,0.51,0,,,,,,,40,802,2017-01-06 05:00:00,2017
203076,1483657200,26.09,25.0,27.9,1007.0,,,94,0.51,0,,,,,27.9,,20,801,2017-01-06 06:00:00,2017
203077,1483660800,27.26,26.0,28.0,1007.1,,,78,0.5,0,,,,,27.9,,20,801,2017-01-06 07:00:00,2017
203078,1483664400,28.59,27.9,29.0,1008.0,,,79,3.09,280,,,,,27.9,,20,801,2017-01-06 08:00:00,2017
203079,1483668000,30.0,30.0,30.0,1007.0,,,75,3.6,260,,,,,,,20,801,2017-01-06 09:00:00,2017
203080,1483671600,30.0,30.0,30.0,1007.0,,,75,3.09,240,,,,,,,20,801,2017-01-06 10:00:00,2017
203081,1483675200,30.0,30.0,30.0,1007.0,,,75,4.63,270,,,,,,,20,801,2017-01-06 11:00:00,2017
203082,1483678800,30.0,30.0,30.0,1006.0,,,75,4.63,260,,,,,,,20,801,2017-01-06 12:00:00,2017
203083,1483682400,30.0,30.0,30.0,1006.0,,,75,4.63,270,,,,,,,20,801,2017-01-06 13:00:00,2017
203084,1483686000,30.0,30.0,30.0,1005.0,,,75,4.63,260,,,,,,,20,801,2017-01-06 14:00:00,2017
203085,1483689600,29.74,29.3,30.0,1005.0,,,75,4.12,270,,,,,,,20,801,2017-01-06 15:00:00,2017
203086,1483693200,29.1,29.0,29.3,1005.0,,,79,2.57,270,,,,,,,20,211,2017-01-06 16:00:00,2017
203087,1483696800,29.11,29.0,29.3,1006.1,,,79,2.6,290,,,,,,,40,802,2017-01-06 17:00:00,2017
203088,1483700400,27.23,25.9,28.0,1007.1,,,78,2.6,330,,,,,,,40,211,2017-01-06 18:00:00,2017
203089,1483704000,25.97,25.9,26.0,1008.0,,,89,4.12,340,,,,,,,40,211,2017-01-06 19:00:00,2017
203090,1483707600,25.96,25.9,26.0,1008.1,,,88,2.1,320,,,,,,,40,802,2017-01-06 20:00:00,2017
203091,1483711200,26.04,26.0,26.1,1008.0,,,84,1.54,30,,0.8,,,,,40,500,2017-01-06 21:00:00,2017
203092,1483714800,26.03,26.0,26.1,1008.0,,,94,2.06,250,,0.8,,,,,40,500,2017-01-06 22:00:00,2017
203093,1483718400,26.04,26.0,26.1,1007.0,,,94,2.57,260,,0.8,,,,,40,500,2017-01-06 23:00:00,2017
203094,1483722000,27.0,27.0,27.0,1007.0,,,89,4.12,270,,1.0,2.0,,,,40,500,2017-01-07 00:00:00,2017
203095,1483725600,27.0,27.0,27.0,1006.0,,,84,3.6,270,,1.0,2.0,,,,20,500,2017-01-07 01:00:00,2017
203096,1483729200,27.0,27.0,27.0,1006.0,,,84,2.57,280,,1.0,2.0,,,,20,500,2017-01-07 02:00:00,2017
203097,1483732800,26.92,26.8,27.0,1006.0,,,84,2.06,260,,,,,,,40,802,2017-01-07 03:00:00,2017
203098,1483736400,26.93,26.8,27.0,1006.0,,,84,0.51,0,,,,,,,40,802,2017-01-07 04:00:00,2017
