index,dt,datetime,timezone,city_name,lat,lon,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,rain_6h,rain_12h,rain_24h,rain_today,snow_1h,snow_3h,snow_6h,snow_12h,snow_24h,snow_today,clouds_all,weather_id,weather_main,weather_description,weather_icon
168823,1362070800,2013-03-01 00:00:00,28800,Denpasar,-8.652497,115.219117,26.12,26.0,26.2,1006.1,,,94,0.45,232,,,,,,,,,,,,,20,801,Clouds,few clouds,02n
168824,1362074400,2013-03-01 01:00:00,28800,Denpasar,-8.652497,115.219117,26.1,26.0,26.2,1006.0,,,94,0.64,200,,,,,,,,,,,,,20,801,Clouds,few clouds,02n
168825,1362078000,2013-03-01 02:00:00,28800,Denpasar,-8.652497,115.219117,26.2,26.2,26.2,1006.0,,,94,0.48,190,,,,,,,,,,,,,20,801,Clouds,few clouds,02n
168826,1362081600,2013-03-01 03:00:00,28800,Denpasar,-8.652497,115.219117,26.0,26.0,26.0,1005.5,,,94,0.79,227,,,,,,,,,,,,,20,801,Clouds,few clouds,02n
168827,1362085200,2013-03-01 04:00:00,28800,Denpasar,-8.652497,115.219117,26.0,26.0,26.0,1005.5,,,94,1.78,231,,,,,,,,,,,,,20,801,Clouds,few clouds,02n
168828,1362088800,2013-03-01 05:00:00,28800,Denpasar,-8.652497,115.219117,26.0,26.0,26.0,1006.1,,,94,1.47,282,,,,,,,,,,,,,20,801,Clouds,few clouds,02n
168829,1362092400,2013-03-01 06:00:00,28800,Denpasar,-8.652497,115.219117,26.28,26.0,26.5,1007.1,,,94,1.11,327,,,,,,,,,,,,,20,801,Clouds,few clouds,02d
168830,1362096000,2013-03-01 07:00:00,28800,Denpasar,-8.652497,115.219117,26.23,26.0,26.5,1006.8,,,88,0.57,251,,,,,,,,,,,,,99,804,Clouds,overcast clouds,04d
168831,1362099600,2013-03-01 08:00:00,28800,Denpasar,-8.652497,115.219117,27.09,26.5,28.0,1008.1,,,83,1.5,40,,,,,,,,,,,,,40,802,Clouds,scattered clouds,03d
168832,1362103200,2013-03-01 09:00:00,28800,Denpasar,-8.652497,115.219117,29.64,29.4,30.0,1008.1,,,74,2.6,100,,,,,,,,,,,,,40,802,Clouds,scattered clouds,03d
168833,1362106800,2013-03-01 10:00:00,28800,Denpasar,-8.652497,115.219117,29.2,29.0,29.4,1007.2,,,76,3.1,100,,,,,,,,,,,,,40,802,Clouds,scattered clouds,03d
