index,dt,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,rain_6h,rain_12h,rain_24h,rain_today,clouds_all,weather_id,datetime,year,month
149646,1293814800,27.7,27.5,28.0,1005.1,,,83,9.3,280,,,,,,,75,803,2011-01-01 00:00:00,2011,1
149647,1293818400,27.75,27.5,28.0,1005.1,,,78,9.3,280,,,,,,,40,802,2011-01-01 01:00:00,2011,1
149648,1293822000,27.5,27.5,27.5,1004.9,,,79,9.3,280,,,,,,,20,801,2011-01-01 02:00:00,2011,1
149649,1293825600,27.4,27.4,27.4,1004.0,,,78,6.7,290,,,,,,,40,802,2011-01-01 03:00:00,2011,1
149650,1293829200,27.2,27.0,27.4,1004.0,,,78,6.7,290,,,,,,,40,802,2011-01-01 04:00:00,2011,1
149651,1293832800,27.22,27.0,27.4,1005.1,,,78,8.7,290,,,,,,,75,803,2011-01-01 05:00:00,2011,1
149652,1293836400,28.18,28.0,28.3,1005.1,,,74,9.8,290,,,,,21.1,,40,802,2011-01-01 06:00:00,2011,1
149653,1293840000,28.15,28.0,28.3,1005.1,,,73,11.3,280,,,,,21.1,,40,802,2011-01-01 07:00:00,2011,1
149654,1293843600,28.18,28.0,28.3,1006.1,,,74,10.3,300,,,,,21.1,,75,803,2011-01-01 08:00:00,2011,1
149655,1293847200,27.7,27.5,28.0,1006.1,,,74,11.3,270,,1.0,,,,,75,501,2011-01-01 09:00:00,2011,1
149656,1293850800,27.25,27.0,27.5,1006.4,,,83,11.3,270,,1.0,,,,,40,501,2011-01-01 10:00:00,2011,1
149657,1293854400,26.51,25.0,27.5,1007.1,,,94,11.3,260,,1.0,,,,,75,501,2011-01-01 11:00:00,2011,1
149658,1293858000,24.03,23.4,25.0,1006.1,,,94,12.9,260,,66.0,67.1,,,,75,503,2011-01-01 12:00:00,2011,1
149659,1293861600,24.2,23.4,25.0,1005.5,,,100,12.9,260,,66.0,67.1,,,,40,503,2011-01-01 13:00:00,2011,1
149660,1293865200,24.43,23.4,26.0,1005.1,,,94,9.3,270,,66.0,67.1,,,,75,503,2011-01-01 14:00:00,2011,1
149661,1293868800,26.89,26.8,27.0,1004.1,,,100,7.7,270,,11.0,,,,,75,501,2011-01-01 15:00:00,2011,1
149662,1293872400,26.9,26.8,27.0,1005.1,,,94,7.7,270,,11.0,,,,,75,501,2011-01-01 16:00:00,2011,1
149663,1293876000,27.27,26.8,28.0,1005.1,,,83,11.3,280,,11.0,,,,,75,501,2011-01-01 17:00:00,2011,1
149664,1293879600,27.0,27.0,27.0,1006.1,,,78,10.3,280,,0.6,11.9,,,,75,500,2011-01-01 18:00:00,2011,1
149665,1293883200,27.0,27.0,27.0,1006.2,,,78,10.3,270,,0.6,11.9,,,,40,500,2011-01-01 19:00:00,2011,1
149666,1293886800,27.39,27.0,28.0,1007.1,,,78,8.2,270,,0.6,11.9,,,,75,500,2011-01-01 20:00:00,2011,1
149667,1293890400,27.64,27.4,28.0,1007.1,,,78,7.2,280,,,,,,,75,803,2011-01-01 21:00:00,2011,1
149668,1293894000,27.73,27.4,28.0,1006.8,,,83,7.2,270,,,,,,,20,801,2011-01-01 22:00:00,2011,1
149669,1293897600,27.64,27.4,28.0,1007.1,,,83,6.7,280,,,,,,,40,802,2011-01-01 23:00:00,2011,1
149670,1293901200,26.82,26.7,27.0,1006.1,,,88,8.2,270,,3.0,3.0,,,,75,500,2011-01-02 00:00:00,2011,1
149671,1293904800,26.85,26.7,27.0,1005.8,,,87,9.3,280,,3.0,3.0,,,,20,500,2011-01-02 01:00:00,2011,1
149672,1293908400,26.85,26.7,27.0,1005.8,,,87,9.3,280,,3.0,3.0,,,,20,500,2011-01-02 02:00:00,2011,1
149673,1293912000,27.0,27.0,27.0,1004.2,,,82,7.7,280,,,,,,,20,801,2011-01-02 03:00:00,2011,1
149674,1293915600,27.0,27.0,27.0,1004.2,,,82,7.7,280,,,,,,,20,801,2011-01-02 04:00:00,2011,1
149675,1293919200,27.0,27.0,27.0,1004.2,,,82,7.7,280,,,,,,,20,801,2011-01-02 05:00:00,2011,1
149676,1293922800,28.0,28.0,28.0,1006.1,,,83,7.2,290,,,,,82.0,,20,801,2011-01-02 06:00:00,2011,1
149677,1293926400,28.0,28.0,28.0,1005.7,,,77,6.2,290,,,,,82.0,,40,802,2011-01-02 07:00:00,2011,1
149678,1293930000,28.39,28.0,29.0,1006.1,,,74,7.2,290,,,,,82.0,,40,802,2011-01-02 08:00:00,2011,1
149679,1293933600,30.24,30.0,30.4,1006.1,,,70,6.7,290,,,,,,,20,801,2011-01-02 09:00:00,2011,1
149680,1293937200,30.7,30.4,31.0,1006.6,,,69,6.2,300,,,,,,,40,802,2011-01-02 10:00:00,2011,1
149681,1293940800,30.24,30.0,30.4,1006.1,,,74,4.1,250,,,,,,,20,801,2011-01-02 11:00:00,2011,1
149682,1293944400,30.12,30.0,30.2,1005.1,,,74,4.1,260,,,,,,,20,801,2011-01-02 12:00:00,2011,1
149683,1293948000,30.6,30.2,31.0,1004.3,,,71,5.1,250,,,,,,,40,802,2011-01-02 13:00:00,2011,1
149684,1293951600,30.12,30.0,30.2,1003.1,,,79,6.7,250,,,,,,,20,801,2011-01-02 14:00:00,2011,1
149685,1293955200,29.52,29.2,30.0,1003.0,,,79,6.2,250,,,,,,,20,801,2011-01-02 15:00:00,2011,1
149686,1293958800,29.09,29.0,29.2,1002.6,,,83,5.1,240,,,,,,,40,802,2011-01-02 16:00:00,2011,1
149687,1293962400,29.2,29.2,29.2,1002.6,,,83,5.1,240,,,,,,,40,802,2011-01-02 17:00:00,2011,1
149688,1293966000,27.48,27.0,27.8,1004.1,,,88,5.1,240,,,,,,,20,801,2011-01-02 18:00:00,2011,1
149689,1293969600,27.9,27.8,28.0,1003.9,,,83,7.7,250,,,,,,,40,802,2011-01-02 19:00:00,2011,1
149690,1293973200,27.48,27.0,27.8,1005.1,,,88,9.8,270,,,,,,,40,802,2011-01-02 20:00:00,2011,1
149691,1293976800,25.71,24.7,27.0,1006.1,,,83,12.3,270,,11.0,,,,,40,501,2011-01-02 21:00:00,2011,1
149692,1293980400,24.85,24.7,25.0,1005.2,,,93,10.3,320,,11.0,,,,,40,501,2011-01-02 22:00:00,2011,1
149693,1293984000,24.82,24.7,25.0,1006.1,,,100,15.4,290,,11.0,,,,,40,501,2011-01-02 23:00:00,2011,1
149694,1293987600,24.15,23.6,25.0,1006.1,,,100,15.4,270,,32.0,42.9,,,,40,502,2011-01-03 00:00:00,2011,1
149695,1293991200,23.8,23.6,24.0,1006.1,,,100,9.8,280,,32.0,42.9,,,,75,502,2011-01-03 01:00:00,2011,1
149696,1293994800,23.8,23.6,24.0,1006.1,,,100,9.8,280,,32.0,42.9,,,,75,502,2011-01-03 02:00:00,2011,1
149697,1293998400,26.8,26.6,27.0,1004.9,,,85,7.7,280,,2.0,,,,,40,500,2011-01-03 03:00:00,2011,1
149698,1294002000,26.6,26.6,26.6,1004.9,,,85,7.7,280,,2.0,,,,,40,500,2011-01-03 04:00:00,2011,1
149699,1294005600,26.76,26.6,27.0,1006.1,,,88,7.7,280,,2.0,,,,,20,500,2011-01-03 05:00:00,2011,1
149700,1294009200,27.24,27.0,27.4,1007.1,,,88,7.7,280,,,,,45.0,,75,803,2011-01-03 06:00:00,2011,1
149701,1294012800,27.7,27.4,28.0,1006.7,,,80,7.2,270,,,,,45.0,,40,802,2011-01-03 07:00:00,2011,1
149702,1294016400,26.85,26.0,27.4,1008.1,,,88,8.7,260,,,,,45.0,,75,501,2011-01-03 08:00:00,2011,1
149703,1294020000,27.64,27.4,28.0,1007.1,,,88,7.7,270,,1.0,,,,,75,500,2011-01-03 09:00:00,2011,1
149704,1294023600,26.7,26.0,27.4,1008.1,,,94,7.7,270,,1.0,,,,,90,501,2011-01-03 10:00:00,2011,1
