index,dt,datetime,timezone,city_name,lat,lon,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,rain_6h,rain_12h,rain_24h,rain_today,snow_1h,snow_3h,snow_6h,snow_12h,snow_24h,snow_today,clouds_all,weather_id
154041,1309453200,2011-07-01 00:00:00,28800,Denpasar,-8.652497,115.219117,25.8,25.8,25.8,1011.1,,,79,2.6,120,,,,,,,,,,,,,40,802
154042,1309456800,2011-07-01 01:00:00,28800,Denpasar,-8.652497,115.219117,25.8,25.8,25.8,1011.1,,,79,2.6,120,,,,,,,,,,,,,40,802
154043,1309460400,2011-07-01 02:00:00,28800,Denpasar,-8.652497,115.219117,25.8,25.8,25.8,1011.1,,,79,2.6,120,,,,,,,,,,,,,40,802
154044,1309464000,2011-07-01 03:00:00,28800,Denpasar,-8.652497,115.219117,25.0,25.0,25.0,1010.1,,,85,4.65,114,,,,,,,,,,,,,40,802
154045,1309467600,2011-07-01 04:00:00,28800,Denpasar,-8.652497,115.219117,25.0,25.0,25.0,1010.1,,,85,4.77,111,,,,,,,,,,,,,40,802
154046,1309471200,2011-07-01 05:00:00,28800,Denpasar,-8.652497,115.219117,25.0,25.0,25.0,1010.1,,,85,4.48,98,,,,,,,,,,,,,40,802
154047,1309474800,2011-07-01 06:00:00,28800,Denpasar,-8.652497,115.219117,26.41,25.6,27.0,1010.5,,,82,3.1,100,,,,,,,,,,,,,40,802
154048,1309478400,2011-07-01 07:00:00,28800,Denpasar,-8.652497,115.219117,25.6,25.6,25.6,1010.5,,,82,3.1,100,,,,,,,,,,,,,40,802
154049,1309482000,2011-07-01 08:00:00,28800,Denpasar,-8.652497,115.219117,25.6,25.6,25.6,1010.5,,,82,3.1,100,,,,,,,,,,,,,40,802
154050,1309485600,2011-07-01 09:00:00,28800,Denpasar,-8.652497,115.219117,27.66,27.4,28.0,1011.9,,,74,3.6,90,,,,,,,,,,,,,40,802
154051,1309489200,2011-07-01 10:00:00,28800,Denpasar,-8.652497,115.219117,27.73,27.4,28.0,1011.0,,,71,3.6,90,,,,,,,,,,,,,20,801
154052,1309492800,2011-07-01 11:00:00,28800,Denpasar,-8.652497,115.219117,28.11,27.4,29.0,1010.8,,,70,4.1,110,,,,,,,,,,,,,40,802
154053,1309496400,2011-07-01 12:00:00,28800,Denpasar,-8.652497,115.219117,28.66,28.4,29.0,1010.8,,,70,4.1,120,,,,,,,,,,,,,40,802
154054,1309500000,2011-07-01 13:00:00,28800,Denpasar,-8.652497,115.219117,28.81,28.4,29.0,1009.0,,,69,5.1,120,,,,,,,,,,,,,20,801
154055,1309503600,2011-07-01 14:00:00,28800,Denpasar,-8.652497,115.219117,28.4,28.4,28.4,1009.0,,,69,5.1,120,,,,,,,,,,,,,20,801
154056,1309507200,2011-07-01 15:00:00,28800,Denpasar,-8.652497,115.219117,27.04,27.0,27.1,1008.8,,,74,4.1,110,,,,,,,,,,,,,20,801
154057,1309510800,2011-07-01 16:00:00,28800,Denpasar,-8.652497,115.219117,27.1,27.1,27.1,1008.8,,,74,4.1,110,,,,,,,,,,,,,20,801
154058,1309514400,2011-07-01 17:00:00,28800,Denpasar,-8.652497,115.219117,27.1,27.1,27.1,1008.8,,,74,4.1,110,,,,,,,,,,,,,20,801
154059,1309518000,2011-07-01 18:00:00,28800,Denpasar,-8.652497,115.219117,25.39,24.9,26.0,1010.2,,,78,3.6,120,,,,,,,,,,,,,40,802
154060,1309521600,2011-07-01 19:00:00,28800,Denpasar,-8.652497,115.219117,24.95,24.9,25.0,1010.5,,,81,2.6,130,,,,,,,,,,,,,20,801
154061,1309525200,2011-07-01 20:00:00,28800,Denpasar,-8.652497,115.219117,24.94,24.9,25.0,1010.8,,,78,1.5,120,,,,,,,,,,,,,20,801
154062,1309528800,2011-07-01 21:00:00,28800,Denpasar,-8.652497,115.219117,25.22,25.0,25.4,1011.9,,,83,3.1,120,,,,,,,,,,,,,20,801
154063,1309532400,2011-07-01 22:00:00,28800,Denpasar,-8.652497,115.219117,25.73,25.4,26.0,1011.4,,,79,3.1,120,,,,,,,,,,,,,40,802
154064,1309536000,2011-07-01 23:00:00,28800,Denpasar,-8.652497,115.219117,25.66,25.4,26.0,1011.9,,,78,3.1,110,,,,,,,,,,,,,20,801
154065,1309539600,2011-07-02 00:00:00,28800,Denpasar,-8.652497,115.219117,25.45,24.7,26.0,1011.1,,,86,2.6,100,,,,,,,,,,,,,20,801
154066,1309543200,2011-07-02 01:00:00,28800,Denpasar,-8.652497,115.219117,24.7,24.7,24.7,1011.1,,,86,2.6,100,,,,,,,,,,,,,20,801
154067,1309546800,2011-07-02 02:00:00,28800,Denpasar,-8.652497,115.219117,24.7,24.7,24.7,1011.1,,,86,2.6,100,,,,,,,,,,,,,20,801
154068,1309550400,2011-07-02 03:00:00,28800,Denpasar,-8.652497,115.219117,24.3,24.3,24.3,1009.5,,,88,2.6,100,,,,,,,,,,,,,20,801
154069,1309554000,2011-07-02 04:00:00,28800,Denpasar,-8.652497,115.219117,24.3,24.3,24.3,1009.5,,,88,2.6,100,,,,,,,,,,,,,20,801
154070,1309557600,2011-07-02 05:00:00,28800,Denpasar,-8.652497,115.219117,24.13,24.0,24.3,1009.5,,,88,2.6,100,,,,,,,,,,,,,20,801
154071,1309561200,2011-07-02 06:00:00,28800,Denpasar,-8.652497,115.219117,25.5,25.5,25.5,1010.7,,,82,3.1,90,,,,,,,,,,,,,20,801
154072,1309564800,2011-07-02 07:00:00,28800,Denpasar,-8.652497,115.219117,25.5,25.5,25.5,1010.7,,,82,3.1,90,,,,,,,,,,,,,20,801
154073,1309568400,2011-07-02 08:00:00,28800,Denpasar,-8.652497,115.219117,25.72,25.5,26.0,1011.9,,,78,4.1,90,,,,,,,,,,,,,40,802
154074,1309572000,2011-07-02 09:00:00,28800,Denpasar,-8.652497,115.219117,27.67,27.0,28.2,1011.9,,,74,3.1,100,,,,,,,,,,,,,40,802
154075,1309575600,2011-07-02 10:00:00,28800,Denpasar,-8.652497,115.219117,28.09,28.0,28.2,1011.4,,,67,4.1,120,,,,,,,,,,,,,40,802
154076,1309579200,2011-07-02 11:00:00,28800,Denpasar,-8.652497,115.219117,28.11,28.0,28.2,1010.8,,,69,5.1,100,,,,,,,,,,,,,40,802
154077,1309582800,2011-07-02 12:00:00,28800,Denpasar,-8.652497,115.219117,28.0,28.0,28.0,1010.8,,,69,5.1,120,,,,,,,,,,,,,40,802
154078,1309586400,2011-07-02 13:00:00,28800,Denpasar,-8.652497,115.219117,28.0,28.0,28.0,1010.0,,,69,4.6,110,,,,,,,,,,,,,40,802
154079,1309590000,2011-07-02 14:00:00,28800,Denpasar,-8.652497,115.219117,28.44,28.0,29.0,1009.1,,,66,4.1,120,,,,,,,,,,,,,40,802
154080,1309593600,2011-07-02 15:00:00,28800,Denpasar,-8.652497,115.219117,27.88,27.0,29.0,1009.1,,,66,4.6,120,,,,,,,,,,,,,40,802
154081,1309597200,2011-07-02 16:00:00,28800,Denpasar,-8.652497,115.219117,27.55,27.0,28.0,1009.0,,,72,2.6,180,,,,,,,,,,,,,20,801
154082,1309600800,2011-07-02 17:00:00,28800,Denpasar,-8.652497,115.219117,27.0,27.0,27.0,1010.2,,,74,3.6,140,,,,,,,,,,,,,40,802
154083,1309604400,2011-07-02 18:00:00,28800,Denpasar,-8.652497,115.219117,24.89,24.8,25.0,1010.8,,,83,1.0,170,,,,,,,,,,,,,20,801
154084,1309608000,2011-07-02 19:00:00,28800,Denpasar,-8.652497,115.219117,24.8,24.8,24.8,1010.6,,,86,1.5,140,,,,,,,,,,,,,20,801
154085,1309611600,2011-07-02 20:00:00,28800,Denpasar,-8.652497,115.219117,24.89,24.8,25.0,1010.8,,,83,1.5,130,,,,,,,,,,,,,20,801
154086,1309615200,2011-07-02 21:00:00,28800,Denpasar,-8.652497,115.219117,24.34,24.0,24.6,1011.9,,,94,1.5,130,,,,,,,,,,,,,20,801
154087,1309618800,2011-07-02 22:00:00,28800,Denpasar,-8.652497,115.219117,24.82,24.6,25.0,1012.3,,,89,1.5,130,,,,,,,,,,,,,20,801
154088,1309622400,2011-07-02 23:00:00,28800,Denpasar,-8.652497,115.219117,24.78,24.6,25.0,1011.9,,,88,1.5,130,,,,,,,,,,,,,20,801
154089,1309626000,2011-07-03 00:00:00,28800,Denpasar,-8.652497,115.219117,23.78,23.6,24.0,1011.9,,,94,1.5,130,,,,,,,,,,,,,20,801
154090,1309629600,2011-07-03 01:00:00,28800,Denpasar,-8.652497,115.219117,23.87,23.6,24.0,1012.2,,,94,1.5,130,,,,,,,,,,,,,20,801
154091,1309633200,2011-07-03 02:00:00,28800,Denpasar,-8.652497,115.219117,23.6,23.6,23.6,1012.2,,,94,1.5,130,,,,,,,,,,,,,20,801
154092,1309636800,2011-07-03 03:00:00,28800,Denpasar,-8.652497,115.219117,23.2,23.2,23.2,1011.3,,,96,3.88,111,,,,,,,,,,,,,40,802
154093,1309640400,2011-07-03 04:00:00,28800,Denpasar,-8.652497,115.219117,23.06,23.0,23.2,1011.3,,,96,3.81,115,,,,,,,,,,,,,40,802
154094,1309644000,2011-07-03 05:00:00,28800,Denpasar,-8.652497,115.219117,23.2,23.2,23.2,1011.3,,,96,3.04,105,,,,,,,,,,,,,40,802
154095,1309647600,2011-07-03 06:00:00,28800,Denpasar,-8.652497,115.219117,23.6,23.6,23.6,1012.7,,,89,3.02,116,,,,,,,,,,,,,20,801
154096,1309651200,2011-07-03 07:00:00,28800,Denpasar,-8.652497,115.219117,23.82,23.6,24.0,1012.7,,,89,3.29,123,,,,,,,,,,,,,20,801
154097,1309654800,2011-07-03 08:00:00,28800,Denpasar,-8.652497,115.219117,24.22,23.6,25.0,1012.9,,,88,3.91,127,,,,,,,,,,,,,20,801
154098,1309658400,2011-07-03 09:00:00,28800,Denpasar,-8.652497,115.219117,27.0,27.0,27.0,1013.9,,,74,2.6,90,,,,,,,,,,,,,40,802
154099,1309662000,2011-07-03 10:00:00,28800,Denpasar,-8.652497,115.219117,27.0,27.0,27.0,1013.3,,,75,4.1,110,,,,,,,,,,,,,20,801
154100,1309665600,2011-07-03 11:00:00,28800,Denpasar,-8.652497,115.219117,27.0,27.0,27.0,1013.3,,,75,4.1,110,,,,,,,,,,,,,20,801
154101,1309669200,2011-07-03 12:00:00,28800,Denpasar,-8.652497,115.219117,28.0,28.0,28.0,1011.3,,,69,4.6,110,,,,,,,,,,,,,20,801
154102,1309672800,2011-07-03 13:00:00,28800,Denpasar,-8.652497,115.219117,28.0,28.0,28.0,1011.3,,,69,4.6,110,,,,,,,,,,,,,20,801
154103,1309676400,2011-07-03 14:00:00,28800,Denpasar,-8.652497,115.219117,28.44,28.0,29.0,1010.8,,,66,4.1,120,,,,,,,,,,,,,40,802
154104,1309680000,2011-07-03 15:00:00,28800,Denpasar,-8.652497,115.219117,27.33,26.8,28.0,1010.8,,,74,4.1,130,,,,,,,,,,,,,40,802
154105,1309683600,2011-07-03 16:00:00,28800,Denpasar,-8.652497,115.219117,26.91,26.8,27.0,1010.9,,,76,3.6,120,,,,,,,,,,,,,40,802
154106,1309687200,2011-07-03 17:00:00,28800,Denpasar,-8.652497,115.219117,26.89,26.8,27.0,1010.8,,,78,2.6,130,,,,,,,,,,,,,75,803
154107,1309690800,2011-07-03 18:00:00,28800,Denpasar,-8.652497,115.219117,25.72,25.5,26.0,1011.9,,,83,3.1,140,,,,,,,,,,,,,40,802
154108,1309694400,2011-07-03 19:00:00,28800,Denpasar,-8.652497,115.219117,25.77,25.5,26.0,1011.7,,,84,3.1,130,,,,,,,,,,,,,40,802
154109,1309698000,2011-07-03 20:00:00,28800,Denpasar,-8.652497,115.219117,25.28,25.0,25.5,1012.9,,,88,3.1,150,,,,,,,,,,,,,40,802
154110,1309701600,2011-07-03 21:00:00,28800,Denpasar,-8.652497,115.219117,25.22,25.0,25.4,1012.9,,,88,3.1,120,,,,,,,,,,,,,40,802
154111,1309705200,2011-07-03 22:00:00,28800,Denpasar,-8.652497,115.219117,25.18,25.0,25.4,1012.8,,,87,3.1,130,,,,,,,,,,,,,40,802
154112,1309708800,2011-07-03 23:00:00,28800,Denpasar,-8.652497,115.219117,25.66,25.4,26.0,1012.9,,,83,3.1,130,,,,,,,,,,,,,40,802
154113,1309712400,2011-07-04 00:00:00,28800,Denpasar,-8.652497,115.219117,25.89,25.8,26.0,1013.9,,,88,3.1,120,,,,,,,,,,,,,40,802
154114,1309716000,2011-07-04 01:00:00,28800,Denpasar,-8.652497,115.219117,25.94,25.8,26.0,1012.8,,,87,3.1,110,,,,,,,,,,,,,40,802
154115,1309719600,2011-07-04 02:00:00,28800,Denpasar,-8.652497,115.219117,25.8,25.8,25.8,1012.8,,,87,3.1,110,,,,,,,,,,,,,40,802
154116,1309723200,2011-07-04 03:00:00,28800,Denpasar,-8.652497,115.219117,25.8,25.8,25.8,1012.3,,,87,3.1,100,,,,,,,,,,,,,40,802
154117,1309726800,2011-07-04 04:00:00,28800,Denpasar,-8.652497,115.219117,25.94,25.8,26.0,1012.3,,,87,3.1,100,,,,,,,,,,,,,40,802
154118,1309730400,2011-07-04 05:00:00,28800,Denpasar,-8.652497,115.219117,25.8,25.8,25.8,1012.3,,,87,3.1,100,,,,,,,,,,,,,40,802
