,dt,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,rain_6h,rain_12h,rain_24h,rain_today,clouds_all,weather_id,datetime,year
43920,915123600,26.8,26.8,26.8,1010.0,,,86,1.19,5,,,,,,,96,804,1999-01-01 00:00:00,1999
43921,915127200,26.89,26.89,26.89,1009.0,,,85,1.28,343,,,,,,,94,804,1999-01-01 01:00:00,1999
43922,915130800,26.0,26.0,26.0,1009.1,,,94,1.25,323,,,,,,,20,801,1999-01-01 02:00:00,1999
43923,915134400,26.0,26.0,26.0,1008.1,,,94,1.04,319,,,,,,,20,801,1999-01-01 03:00:00,1999
43924,915138000,26.0,26.0,26.0,1009.1,,,94,1.0,20,,,,,,,20,801,1999-01-01 04:00:00,1999
43925,915141600,26.0,26.0,26.0,1008.4,,,91,1.0,20,,,,,,,96,211,1999-01-01 05:00:00,1999
43926,915145200,26.0,26.0,26.0,1010.2,,,100,0.72,341,,,,,,,20,801,1999-01-01 06:00:00,1999
43927,915148800,29.0,29.0,29.0,1010.2,,,83,2.1,60,,,,,,,20,801,1999-01-01 07:00:00,1999
43928,915152400,27.32,27.32,27.32,1011.0,,,83,0.6,121,0.13,,,,,,94,500,1999-01-01 08:00:00,1999
43929,915156000,27.05,27.05,27.05,1011.0,,,84,0.98,141,0.32,,,,,,99,500,1999-01-01 09:00:00,1999
43930,915159600,28.0,28.0,28.0,1010.8,,,83,1.0,140,,,,,,,20,801,1999-01-01 10:00:00,1999
43931,915163200,29.2,29.2,29.2,1010.9,,,74,1.0,140,,,0.0,,,,20,801,1999-01-01 11:00:00,1999
43932,915166800,31.0,31.0,31.0,1009.1,,,66,2.6,300,,,,,,,20,801,1999-01-01 12:00:00,1999
43933,915170400,31.0,31.0,31.0,1009.1,,,66,2.6,250,,,,,,,20,801,1999-01-01 13:00:00,1999
43934,915174000,30.0,30.0,30.0,1008.1,,,70,2.1,240,,,,,,,20,801,1999-01-01 14:00:00,1999
43935,915177600,31.0,31.0,31.0,1008.1,,,70,1.0,200,,,,,,,20,801,1999-01-01 15:00:00,1999
43936,915181200,26.94,26.94,26.94,1009.0,,,86,1.27,72,0.33,,,,,,100,500,1999-01-01 16:00:00,1999
43937,915184800,27.38,27.38,27.38,1009.0,,,84,1.74,92,,,,,,,100,804,1999-01-01 17:00:00,1999
43938,915188400,28.0,28.0,28.0,1010.2,,,83,2.1,50,,,,,,,20,801,1999-01-01 18:00:00,1999
43939,915192000,28.0,28.0,28.0,1010.2,,,83,2.1,10,,,,,,,20,801,1999-01-01 19:00:00,1999
43940,915195600,27.0,27.0,27.0,1010.8,,,88,1.26,43,,,,,,,20,801,1999-01-01 20:00:00,1999
43941,915199200,27.0,27.0,27.0,1010.8,,,94,1.07,23,,,,,,,20,801,1999-01-01 21:00:00,1999
43942,915202800,27.0,27.0,27.0,1010.8,,,94,1.2,0,,,,,,,20,801,1999-01-01 22:00:00,1999
43943,915206400,28.0,28.0,28.0,1010.2,,,84,1.35,337,,,0.0,,,,20,801,1999-01-01 23:00:00,1999
43944,915210000,27.0,27.0,27.0,1010.2,,,88,1.0,20,,,,,,,20,801,1999-01-02 00:00:00,1999
43945,915213600,27.0,27.0,27.0,1010.2,,,88,1.0,20,,,,,,,20,801,1999-01-02 01:00:00,1999
43946,915217200,27.23,27.23,27.23,1009.0,,,83,1.04,160,0.48,,,,,,97,500,1999-01-02 02:00:00,1999
43947,915220800,26.0,26.0,26.0,1009.1,,,94,1.47,151,,,,,,,20,801,1999-01-02 03:00:00,1999
43948,915224400,26.51,26.51,26.51,1010.0,,,86,1.99,162,0.54,,,,,,91,500,1999-01-02 04:00:00,1999
