,dt,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,rain_6h,rain_12h,rain_24h,rain_today,clouds_all,weather_id,datetime,year,month
216082,1530378000,26.19,26.0,26.5,1013.0,,,83,4.1,120,,,,,,,40,802,2018-07-01 00:00:00,2018,7
216083,1530381600,26.84,26.5,27.0,1013.0,,,78,4.6,120,,,,,,,20,801,2018-07-01 01:00:00,2018,7
216084,1530385200,26.81,26.5,27.0,1013.0,,,78,3.6,110,,,,,,,75,803,2018-07-01 02:00:00,2018,7
216085,1530388800,26.15,26.0,26.4,1013.0,,,83,2.6,140,,,,,,,75,803,2018-07-01 03:00:00,2018,7
216086,1530392400,26.13,26.0,26.4,1013.0,,,83,3.6,110,,,,,,,75,803,2018-07-01 04:00:00,2018,7
216087,1530396000,26.15,26.0,26.4,1013.0,,,83,4.1,100,,,,,,,75,803,2018-07-01 05:00:00,2018,7
216088,1530399600,26.3,26.0,26.8,1014.0,,,83,3.6,110,,,,,,,75,803,2018-07-01 06:00:00,2018,7
216089,1530403200,26.93,26.8,27.0,1014.0,,,78,4.6,110,,,,,,,40,802,2018-07-01 07:00:00,2018,7
216090,1530406800,26.92,26.8,27.0,1014.0,,,78,4.1,110,,,,,,,40,802,2018-07-01 08:00:00,2018,7
216091,1530410400,28.92,28.8,29.0,1014.0,,,74,5.7,80,,,,,,,20,801,2018-07-01 09:00:00,2018,7
216092,1530414000,28.93,28.8,29.0,1014.0,,,74,5.1,80,,,,,,,20,801,2018-07-01 10:00:00,2018,7
216093,1530417600,28.92,28.8,29.0,1013.0,,,74,5.7,90,,,,,,,20,801,2018-07-01 11:00:00,2018,7
216094,1530421200,28.92,28.8,29.0,1013.0,,,74,4.6,110,,,,,,,20,801,2018-07-01 12:00:00,2018,7
216095,1530424800,28.93,28.8,29.0,1012.0,,,70,5.7,120,,,,,,,20,801,2018-07-01 13:00:00,2018,7
216096,1530428400,28.92,28.8,29.0,1011.0,,,70,6.7,110,,,,,,,20,801,2018-07-01 14:00:00,2018,7
216097,1530432000,27.85,27.6,28.0,1011.0,,,74,6.2,120,,,,,,,20,801,2018-07-01 15:00:00,2018,7
216098,1530435600,27.87,27.6,28.0,1011.0,,,74,6.7,110,,,,,,,20,801,2018-07-01 16:00:00,2018,7
216099,1530439200,27.23,27.0,27.6,1012.0,,,78,5.1,110,,,,,,,40,802,2018-07-01 17:00:00,2018,7
216100,1530442800,26.81,26.5,27.0,1012.0,,,83,6.2,120,,,,,,,20,801,2018-07-01 18:00:00,2018,7
216101,1530446400,26.83,26.5,27.0,1012.0,,,78,5.1,110,,,,,,,20,801,2018-07-01 19:00:00,2018,7
216102,1530450000,26.81,26.5,27.0,1013.0,,,78,5.1,110,,,,,,,20,801,2018-07-01 20:00:00,2018,7
216103,1530453600,26.81,26.5,27.0,1013.0,,,78,5.7,110,,,,,,,20,801,2018-07-01 21:00:00,2018,7
216104,1530457200,26.83,26.5,27.0,1013.0,,,78,4.1,110,,,,,,,20,801,2018-07-01 22:00:00,2018,7
216105,1530460800,26.81,26.5,27.0,1013.0,,,78,5.7,110,,,,,,,40,802,2018-07-01 23:00:00,2018,7
216106,1530464400,26.77,26.4,27.0,1013.0,,,78,4.6,110,,,,,,,40,802,2018-07-02 00:00:00,2018,7
216107,1530468000,26.13,26.0,26.4,1012.0,,,83,5.7,110,,,,,,,75,803,2018-07-02 01:00:00,2018,7
216108,1530471600,26.15,26.0,26.4,1012.0,,,83,4.6,110,,,,,,,40,802,2018-07-02 02:00:00,2018,7
216109,1530475200,26.08,26.0,26.2,1012.0,,,83,4.6,120,,,,,,,40,802,2018-07-02 03:00:00,2018,7
216110,1530478800,26.07,26.0,26.2,1012.0,,,83,5.1,120,,,,,,,40,802,2018-07-02 04:00:00,2018,7
216111,1530482400,26.08,26.0,26.2,1012.0,,,83,5.1,120,,,,,,,75,803,2018-07-02 05:00:00,2018,7
216112,1530486000,26.19,26.0,26.5,1013.0,,,83,3.6,120,,,,,,,75,803,2018-07-02 06:00:00,2018,7
216113,1530489600,26.83,26.5,27.0,1013.0,,,78,5.1,120,,,,,,,40,802,2018-07-02 07:00:00,2018,7
216114,1530493200,26.81,26.5,27.0,1013.0,,,78,5.1,120,,,,,,,75,803,2018-07-02 08:00:00,2018,7
216115,1530496800,27.6,27.0,28.6,1013.0,,,78,5.7,120,,,,,,,75,803,2018-07-02 09:00:00,2018,7
216116,1530500400,28.2,28.0,28.6,1013.0,,,74,4.6,120,,,,,,,40,802,2018-07-02 10:00:00,2018,7
216117,1530504000,28.23,28.0,28.6,1012.0,,,74,4.6,120,,,,,,,75,803,2018-07-02 11:00:00,2018,7
216118,1530507600,27.7,27.2,28.0,1011.0,,,74,6.2,110,,,,,,,75,803,2018-07-02 12:00:00,2018,7
216119,1530511200,27.06,27.0,27.2,1011.0,,,74,6.7,110,,,,,,,20,801,2018-07-02 13:00:00,2018,7
216120,1530514800,27.07,27.0,27.2,1010.0,,,74,5.1,110,,,,,,,40,802,2018-07-02 14:00:00,2018,7
216121,1530518400,27.7,27.2,28.0,1010.0,,,74,5.1,110,,,,,,,40,802,2018-07-02 15:00:00,2018,7
216122,1530522000,27.07,27.0,27.2,1010.0,,,74,4.6,110,,,,,,,40,802,2018-07-02 16:00:00,2018,7
216123,1530525600,27.08,27.0,27.2,1011.0,,,74,4.1,120,,,,,,,40,802,2018-07-02 17:00:00,2018,7
216124,1530529200,26.11,26.0,26.3,1011.0,,,78,3.6,120,,,,,,,40,802,2018-07-02 18:00:00,2018,7
216125,1530532800,26.1,26.0,26.3,1011.0,,,78,4.1,120,,,,,,,20,801,2018-07-02 19:00:00,2018,7
