,dt,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,rain_6h,rain_12h,rain_24h,rain_today,clouds_all,weather_id,datetime,year,month
102612,1125507600,25.55,25.55,25.55,1011.0,,,85,5.04,119,,,,,,,40,802,2005-09-01 00:00:00,2005,9
102613,1125511200,25.4,25.4,25.4,1010.8,,,87,1.5,120,,,,,,,20,801,2005-09-01 01:00:00,2005,9
102614,1125514800,25.4,25.4,25.4,1010.8,,,87,1.5,120,,,,,,,20,801,2005-09-01 02:00:00,2005,9
102615,1125518400,24.2,24.2,24.2,1010.8,,,90,1.5,50,,,,,,,20,801,2005-09-01 03:00:00,2005,9
102616,1125522000,25.37,25.37,25.37,1011.0,,,85,4.12,128,,,,,,,29,802,2005-09-01 04:00:00,2005,9
102617,1125525600,23.0,23.0,23.0,1010.8,,,100,4.22,119,,,,,,,20,801,2005-09-01 05:00:00,2005,9
102618,1125529200,23.0,23.0,23.0,1011.9,,,100,2.1,20,,,,,,,20,801,2005-09-01 06:00:00,2005,9
102619,1125532800,25.4,25.4,25.4,1011.9,,,81,1.5,50,,,,,,,20,801,2005-09-01 07:00:00,2005,9
102620,1125536400,28.0,28.0,28.0,1012.9,,,78,3.1,80,,,,,,,20,801,2005-09-01 08:00:00,2005,9
102621,1125540000,28.0,28.0,28.0,1012.9,,,83,3.6,90,,,,,,,20,801,2005-09-01 09:00:00,2005,9
102622,1125543600,29.0,29.0,29.0,1011.9,,,70,3.6,100,,,,,,,20,801,2005-09-01 10:00:00,2005,9
102623,1125547200,29.0,29.0,29.0,1010.8,,,74,4.1,110,,,,,,,20,801,2005-09-01 11:00:00,2005,9
102624,1125550800,30.0,30.0,30.0,1010.8,,,70,4.6,100,,,,,,,20,801,2005-09-01 12:00:00,2005,9
102625,1125554400,29.2,29.2,29.2,1010.2,,,67,4.6,100,,,,,,,20,801,2005-09-01 13:00:00,2005,9
102626,1125558000,30.0,30.0,30.0,1009.1,,,74,4.1,110,,,,,,,20,801,2005-09-01 14:00:00,2005,9
102627,1125561600,30.0,30.0,30.0,1009.1,,,74,4.1,110,,,,,,,20,801,2005-09-01 15:00:00,2005,9
102628,1125565200,28.4,28.4,28.4,1009.1,,,73,3.6,120,,,,,,,20,801,2005-09-01 16:00:00,2005,9
102629,1125568800,27.0,27.0,27.0,1009.1,,,88,3.6,130,,,,,,,20,801,2005-09-01 17:00:00,2005,9
102630,1125572400,26.0,26.0,26.0,1010.2,,,94,3.1,130,,,,,,,20,801,2005-09-01 18:00:00,2005,9
102631,1125576000,26.4,26.4,26.4,1010.2,,,81,3.1,130,,,,,,,20,801,2005-09-01 19:00:00,2005,9
102632,1125579600,26.0,26.0,26.0,1010.8,,,88,4.6,130,,,,,,,20,801,2005-09-01 20:00:00,2005,9
102633,1125583200,26.0,26.0,26.0,1010.8,,,88,4.6,120,,,,,,,20,801,2005-09-01 21:00:00,2005,9
102634,1125586800,26.0,26.0,26.0,1011.9,,,84,4.1,130,,,,,,,20,801,2005-09-01 22:00:00,2005,9
102635,1125590400,26.0,26.0,26.0,1010.8,,,88,4.1,130,,,,,,,20,801,2005-09-01 23:00:00,2005,9
102636,1125594000,26.0,26.0,26.0,1010.8,,,88,3.6,120,,,,,,,20,801,2005-09-02 00:00:00,2005,9
102637,1125597600,26.0,26.0,26.0,1010.2,,,88,3.1,120,,,,,,,20,801,2005-09-02 01:00:00,2005,9
102638,1125601200,26.0,26.0,26.0,1010.2,,,88,3.1,120,,,,,,,20,801,2005-09-02 02:00:00,2005,9
