,dt,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,rain_6h,rain_12h,rain_24h,rain_today,clouds_all,weather_id,datetime,year,month
97502,1107190800,26.0,26.0,26.0,1006.1,,,88,1.5,265,,,,,,,20,801,2005-02-01 00:00:00,2005,2
97503,1107194400,26.0,26.0,26.0,1004.5,,,87,1.0,320,,,,,,,20,801,2005-02-01 01:00:00,2005,2
97504,1107198000,26.0,26.0,26.0,1004.5,,,87,1.0,320,,,,,,,20,801,2005-02-01 02:00:00,2005,2
97505,1107201600,24.8,24.8,24.8,1005.1,,,91,2.08,288,,,,,,,20,801,2005-02-01 03:00:00,2005,2
97506,1107205200,26.0,26.0,26.0,1006.0,,,87,2.24,299,,,,,,,94,804,2005-02-01 04:00:00,2005,2
97507,1107208800,25.0,25.0,25.0,1006.1,,,88,2.17,277,,,,,,,20,801,2005-02-01 05:00:00,2005,2
97508,1107212400,25.0,25.0,25.0,1006.1,,,94,1.11,280,,,,,,,20,801,2005-02-01 06:00:00,2005,2
97509,1107216000,27.8,27.8,27.8,1007.1,,,80,1.0,340,,,,,0.5,,20,801,2005-02-01 07:00:00,2005,2
97510,1107219600,27.8,27.8,27.8,1007.1,,,80,1.0,340,,,,,0.5,,20,801,2005-02-01 08:00:00,2005,2
97511,1107223200,30.2,30.2,30.2,1007.1,,,75,3.1,260,,,,,,,20,801,2005-02-01 09:00:00,2005,2
97512,1107226800,26.48,26.48,26.48,1008.0,,,85,1.25,205,0.85,,,,,,95,500,2005-02-01 10:00:00,2005,2
97513,1107230400,30.0,30.0,30.0,1007.1,,,74,4.1,250,,,,,,,20,801,2005-02-01 11:00:00,2005,2
97514,1107234000,26.31,26.31,26.31,1006.0,,,88,1.97,221,,,,,,,97,804,2005-02-01 12:00:00,2005,2
97515,1107237600,26.27,26.27,26.27,1006.0,,,87,1.84,205,0.28,,,,,,99,500,2005-02-01 13:00:00,2005,2
97516,1107241200,31.0,31.0,31.0,1004.1,,,79,3.1,260,,,,,,,20,801,2005-02-01 14:00:00,2005,2
97517,1107244800,29.0,29.0,29.0,1004.1,,,83,3.6,260,,,,,,,20,801,2005-02-01 15:00:00,2005,2
97518,1107248400,27.4,27.4,27.4,1005.1,,,90,2.6,80,,4.0,,,,,20,501,2005-02-01 16:00:00,2005,2
97519,1107252000,28.0,28.0,28.0,1005.1,,,94,1.0,250,,,,,,,20,801,2005-02-01 17:00:00,2005,2
97520,1107255600,27.0,27.0,27.0,1006.1,,,100,1.5,30,,,,,,,75,803,2005-02-01 18:00:00,2005,2
97521,1107259200,27.2,27.2,27.2,1007.1,,,94,2.31,268,,5.0,5.1,,,,75,501,2005-02-01 19:00:00,2005,2
97522,1107262800,27.0,27.0,27.0,1008.1,,,94,2.01,266,,,,,,,75,803,2005-02-01 20:00:00,2005,2
97523,1107266400,26.0,26.0,26.0,1008.1,,,94,1.51,268,,,,,,,75,803,2005-02-01 21:00:00,2005,2
97524,1107270000,25.0,25.0,25.0,1008.1,,,94,3.1,160,,,,,,,75,803,2005-02-01 22:00:00,2005,2
97525,1107273600,24.99,24.99,24.99,1008.0,,,92,1.29,333,6.76,,,,,,100,502,2005-02-01 23:00:00,2005,2
97526,1107277200,24.97,24.97,24.97,1008.0,,,91,1.15,285,5.49,,,,,,100,502,2005-02-02 00:00:00,2005,2
97527,1107280800,26.0,26.0,26.0,1006.1,,,94,3.1,300,,,,,,,20,801,2005-02-02 01:00:00,2005,2
97528,1107284400,25.1,25.1,25.1,1007.0,,,90,1.73,244,5.89,,,,,,100,502,2005-02-02 02:00:00,2005,2
97529,1107288000,25.24,25.24,25.24,1007.0,,,89,1.48,272,3.72,,,,,,100,501,2005-02-02 03:00:00,2005,2
97530,1107291600,25.0,25.0,25.0,1006.1,,,100,1.78,304,,,,,,,75,501,2005-02-02 04:00:00,2005,2
97531,1107295200,25.0,25.0,25.0,1007.1,,,100,2.27,261,,,,,,,75,501,2005-02-02 05:00:00,2005,2
97532,1107298800,25.0,25.0,25.0,1007.1,,,100,2.69,247,,,,,,,20,801,2005-02-02 06:00:00,2005,2
97533,1107302400,27.0,27.0,27.0,1008.1,,,88,3.33,245,,,,,,,20,801,2005-02-02 07:00:00,2005,2
97534,1107306000,28.0,28.0,28.0,1009.1,,,88,1.5,330,,,,,,,20,801,2005-02-02 08:00:00,2005,2
97535,1107309600,27.0,27.0,27.0,1009.1,,,94,5.1,320,,,,,,,20,801,2005-02-02 09:00:00,2005,2
97536,1107313200,27.4,27.4,27.4,1008.1,,,88,3.6,300,,,,,,,20,801,2005-02-02 10:00:00,2005,2
97537,1107316800,25.59,25.59,25.59,1008.0,,,86,3.31,228,1.11,,,,,,100,501,2005-02-02 11:00:00,2005,2
97538,1107320400,25.8,25.8,25.8,1008.0,,,86,3.03,228,0.13,,,,,,100,500,2005-02-02 12:00:00,2005,2
97539,1107324000,27.7,27.7,27.7,1006.1,,,84,2.6,260,,,,,,,20,801,2005-02-02 13:00:00,2005,2
97540,1107327600,29.0,29.0,29.0,1005.1,,,79,2.6,250,,,,,,,75,803,2005-02-02 14:00:00,2005,2
97541,1107331200,27.0,27.0,27.0,1005.1,,,88,1.5,190,,,,,,,75,501,2005-02-02 15:00:00,2005,2
97542,1107334800,27.8,27.8,27.8,1005.1,,,86,1.5,250,,0.8,,,,,20,500,2005-02-02 16:00:00,2005,2
97543,1107338400,28.0,28.0,28.0,1005.1,,,83,1.5,270,,,,,,,20,801,2005-02-02 17:00:00,2005,2
97544,1107342000,26.34,26.34,26.34,1007.0,,,85,3.01,254,1.01,,,,,,100,501,2005-02-02 18:00:00,2005,2
97545,1107345600,25.73,25.73,25.73,1008.0,,,88,2.52,268,1.81,,,,,,100,501,2005-02-02 19:00:00,2005,2
97546,1107349200,27.0,27.0,27.0,1008.1,,,88,1.5,360,,,,,,,20,501,2005-02-02 20:00:00,2005,2
97547,1107352800,27.0,27.0,27.0,1008.1,,,88,3.65,267,,,,,,,20,801,2005-02-02 21:00:00,2005,2
97548,1107356400,27.0,27.0,27.0,1008.1,,,88,2.1,290,,,,,,,20,801,2005-02-02 22:00:00,2005,2
97549,1107360000,25.62,25.62,25.62,1008.0,,,88,4.09,249,1.31,,,,,,100,501,2005-02-02 23:00:00,2005,2
97550,1107363600,25.4,25.4,25.4,1008.0,,,90,3.34,253,1.77,,,,,,100,501,2005-02-03 00:00:00,2005,2
97551,1107367200,26.6,26.6,26.6,1005.5,,,84,3.1,270,,,0.7,,,,20,801,2005-02-03 01:00:00,2005,2
97552,1107370800,26.0,26.0,26.0,1007.0,,,85,4.26,266,0.89,,,,,,100,500,2005-02-03 02:00:00,2005,2
97553,1107374400,26.15,26.15,26.15,1007.0,,,85,4.65,253,1.18,,,,,,100,501,2005-02-03 03:00:00,2005,2
97554,1107378000,26.0,26.0,26.0,1005.1,,,88,3.6,290,,,,,,,20,801,2005-02-03 04:00:00,2005,2
97555,1107381600,27.0,27.0,27.0,1006.1,,,88,3.1,290,,,,,,,20,801,2005-02-03 05:00:00,2005,2
97556,1107385200,26.0,26.0,26.0,1007.1,,,88,2.69,280,,,,,,,20,801,2005-02-03 06:00:00,2005,2
97557,1107388800,26.4,26.4,26.4,1007.1,,,87,1.0,330,,,,,0.8,,40,802,2005-02-03 07:00:00,2005,2
97558,1107392400,28.0,28.0,28.0,1008.1,,,88,2.6,300,,,,,,,75,803,2005-02-03 08:00:00,2005,2
97559,1107396000,26.14,26.14,26.14,1009.0,,,86,2.81,263,1.09,,,,,,100,501,2005-02-03 09:00:00,2005,2
97560,1107399600,28.4,28.4,28.4,1006.6,,,81,3.6,310,,,,,,,40,802,2005-02-03 10:00:00,2005,2
97561,1107403200,28.4,28.4,28.4,1006.6,,,81,3.6,310,,,,,,,40,802,2005-02-03 11:00:00,2005,2
97562,1107406800,26.69,26.69,26.69,1007.0,,,84,4.59,269,,,,,,,100,804,2005-02-03 12:00:00,2005,2
97563,1107410400,26.57,26.57,26.57,1006.0,,,85,5.22,268,0.22,,,,,,100,500,2005-02-03 13:00:00,2005,2
97564,1107414000,28.0,28.0,28.0,1005.1,,,83,5.1,240,,,,,,,20,801,2005-02-03 14:00:00,2005,2
97565,1107417600,27.0,27.0,27.0,1004.1,,,88,4.1,250,,,,,,,20,801,2005-02-03 15:00:00,2005,2
97566,1107421200,27.6,27.6,27.6,1004.1,,,84,4.1,270,,,,,,,20,801,2005-02-03 16:00:00,2005,2
