dt,timezone,city_name,lat,lon,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,rain_6h,rain_12h,rain_24h,rain_today,snow_1h,snow_3h,snow_6h,snow_12h,snow_24h,snow_today,clouds_all,weather_id,weather_main,weather_description,weather_icon,datetime,year,month
817750800,28800,Denpasar,-8.652497,115.219117,26.55,26.55,26.55,1010.0,,,85,2.65,240,,,,,,,,,,,,,71,803,Clouds,broken clouds,04n,1995-12-01 00:00:00,1995,12
817754400,28800,Denpasar,-8.652497,115.219117,26.47,26.47,26.47,1009.0,,,85,2.69,245,,,,,,,,,,,,,75,803,Clouds,broken clouds,04n,1995-12-01 01:00:00,1995,12
817758000,28800,Denpasar,-8.652497,115.219117,26.41,26.41,26.41,1009.0,,,86,2.31,240,,,,,,,,,,,,,93,804,Clouds,overcast clouds,04n,1995-12-01 02:00:00,1995,12
817761600,28800,Denpasar,-8.652497,115.219117,26.35,26.35,26.35,1009.0,,,86,1.94,236,,,,,,,,,,,,,98,804,Clouds,overcast clouds,04n,1995-12-01 03:00:00,1995,12
817765200,28800,Denpasar,-8.652497,115.219117,26.24,26.24,26.24,1009.0,,,87,1.37,240,0.31,,,,,,,,,,,,88,500,Rain,light rain,10n,1995-12-01 04:00:00,1995,12
817768800,28800,Denpasar,-8.652497,115.219117,26.19,26.19,26.19,1009.0,,,86,1.23,206,0.16,,,,,,,,,,,,90,500,Rain,light rain,10d,1995-12-01 05:00:00,1995,12
817772400,28800,Denpasar,-8.652497,115.219117,26.06,26.06,26.06,1009.0,,,87,0.83,187,0.16,,,,,,,,,,,,80,500,Rain,light rain,10d,1995-12-01 06:00:00,1995,12
817776000,28800,Denpasar,-8.652497,115.219117,26.17,26.17,26.17,1010.0,,,86,0.36,193,,,,,,,,,,,,,87,804,Clouds,overcast clouds,04d,1995-12-01 07:00:00,1995,12
817779600,28800,Denpasar,-8.652497,115.219117,26.32,26.32,26.32,1011.0,,,85,0.1,158,,,,,,,,,,,,,70,803,Clouds,broken clouds,04d,1995-12-01 08:00:00,1995,12
817783200,28800,Denpasar,-8.652497,115.219117,26.5,26.5,26.5,1011.0,,,85,0.32,230,,,,,,,,,,,,,58,803,Clouds,broken clouds,04d,1995-12-01 09:00:00,1995,12
817786800,28800,Denpasar,-8.652497,115.219117,26.59,26.59,26.59,1010.0,,,85,1.1,222,,,,,,,,,,,,,50,802,Clouds,scattered clouds,03d,1995-12-01 10:00:00,1995,12
817790400,28800,Denpasar,-8.652497,115.219117,26.58,26.58,26.58,1010.0,,,86,1.8,209,,,,,,,,,,,,,34,802,Clouds,scattered clouds,03d,1995-12-01 11:00:00,1995,12
817794000,28800,Denpasar,-8.652497,115.219117,26.48,26.48,26.48,1009.0,,,87,2.7,218,,,,,,,,,,,,,44,802,Clouds,scattered clouds,03d,1995-12-01 12:00:00,1995,12
817797600,28800,Denpasar,-8.652497,115.219117,26.42,26.42,26.42,1008.0,,,87,2.42,201,,,,,,,,,,,,,53,803,Clouds,broken clouds,04d,1995-12-01 13:00:00,1995,12
817801200,28800,Denpasar,-8.652497,115.219117,26.67,26.67,26.67,1007.0,,,86,2.24,217,0.16,,,,,,,,,,,,53,500,Rain,light rain,10d,1995-12-01 14:00:00,1995,12
817804800,28800,Denpasar,-8.652497,115.219117,26.77,26.77,26.77,1007.0,,,84,1.58,182,,,,,,,,,,,,,70,803,Clouds,broken clouds,04d,1995-12-01 15:00:00,1995,12
817808400,28800,Denpasar,-8.652497,115.219117,26.92,26.92,26.92,1007.0,,,83,1.52,205,,,,,,,,,,,,,76,803,Clouds,broken clouds,04d,1995-12-01 16:00:00,1995,12
