index,dt,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,rain_6h,rain_12h,rain_24h,rain_today,clouds_all,weather_id,datetime,year,month
229356,1577811600,27.82,27.7,28.0,1012.0,,,78,1.5,90,,,,,,,20,801,2020-01-01 00:00:00,2020,1
229357,1577815200,27.85,27.7,28.0,1011.0,,,78,1.0,110,,,,,,,20,801,2020-01-01 01:00:00,2020,1
229358,1577818800,27.82,27.7,28.0,1011.0,,,83,1.0,0,,,,,,,20,801,2020-01-01 02:00:00,2020,1
229359,1577822400,26.94,26.9,27.0,1011.0,,,88,1.0,70,,,,,,,20,801,2020-01-01 03:00:00,2020,1
229360,1577826000,26.95,26.9,27.0,1011.0,,,83,1.0,80,,,,,,,20,801,2020-01-01 04:00:00,2020,1
229361,1577829600,26.54,26.0,26.9,1011.0,,,88,1.5,70,,,,,,,20,801,2020-01-01 05:00:00,2020,1
229362,1577833200,28.91,28.0,29.5,1012.0,,,74,1.5,20,,,,,,,20,801,2020-01-01 06:00:00,2020,1
229363,1577836800,29.75,29.5,30.0,1012.0,,,74,1.0,0,,,,,,,20,801,2020-01-01 07:00:00,2020,1
229364,1577840400,29.7,29.5,30.0,1013.0,,,70,0.5,0,,,,,,,20,801,2020-01-01 08:00:00,2020,1
229365,1577844000,29.82,29.7,30.0,1013.0,,,74,2.6,240,,,,,,,40,802,2020-01-01 09:00:00,2020,1
229366,1577847600,29.85,29.7,30.0,1013.0,,,70,3.6,240,,,,,,,40,802,2020-01-01 10:00:00,2020,1
229367,1577851200,30.21,29.7,31.0,1012.0,,,66,3.6,250,,,,,,,40,802,2020-01-01 11:00:00,2020,1
229368,1577854800,31.46,31.1,32.0,1012.0,,,66,2.1,0,,,,,,,40,802,2020-01-01 12:00:00,2020,1
229369,1577858400,31.05,31.0,31.1,1011.0,,,70,2.1,0,,,,,,,20,801,2020-01-01 13:00:00,2020,1
229370,1577862000,31.46,31.1,32.0,1010.0,,,62,3.6,140,,,,,,,20,801,2020-01-01 14:00:00,2020,1
229371,1577865600,31.42,31.0,31.7,1010.0,,,66,3.1,140,,,,,,,20,801,2020-01-01 15:00:00,2020,1
229372,1577869200,31.85,31.7,32.0,1010.0,,,62,2.6,150,,,,,,,20,801,2020-01-01 16:00:00,2020,1
