index,dt,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,rain_6h,rain_12h,rain_24h,rain_today,clouds_all,weather_id,datetime,year,month
231569,1585674000,27.88,27.8,28.0,1010.0,,,88,4.1,70,,,,,,,20,801,2020-04-01 00:00:00,2020,4
231570,1585677600,27.9,27.8,28.0,1009.0,,,88,3.6,60,,,,,,,20,801,2020-04-01 01:00:00,2020,4
231571,1585681200,27.48,27.0,27.8,1009.0,,,88,2.1,40,,,,,,,20,801,2020-04-01 02:00:00,2020,4
231572,1585684800,26.58,26.3,27.0,1009.0,,,88,2.6,40,,,,,,,20,801,2020-04-01 03:00:00,2020,4
231573,1585688400,26.15,26.0,26.3,1009.0,,,88,3.1,40,,,,,,,20,801,2020-04-01 04:00:00,2020,4
231574,1585692000,26.18,26.0,26.3,1009.0,,,88,2.6,30,,,,,,,20,801,2020-04-01 05:00:00,2020,4
231575,1585695600,27.73,26.0,29.1,1009.0,,,88,2.6,30,,,,,,,20,801,2020-04-01 06:00:00,2020,4
231576,1585699200,29.05,29.0,29.1,1010.0,,,74,2.6,60,,,,,,,20,801,2020-04-01 07:00:00,2020,4
231577,1585702800,29.46,29.1,30.0,1011.0,,,74,4.1,80,,,,,,,20,801,2020-04-01 08:00:00,2020,4
231578,1585706400,30.56,30.0,31.0,1011.0,,,74,3.6,90,,,,,,,20,801,2020-04-01 09:00:00,2020,4
231579,1585710000,31.0,31.0,31.0,1010.8,,,74,4.1,60,,,,,,,40,802,2020-04-01 10:00:00,2020,4
231580,1585713600,31.39,31.0,32.0,1010.0,,,62,5.7,90,,,,,,,20,801,2020-04-01 11:00:00,2020,4
231581,1585717200,32.06,32.0,32.1,1009.0,,,66,4.6,110,,,,,,,20,801,2020-04-01 12:00:00,2020,4
231582,1585720800,32.05,32.0,32.1,1008.0,,,62,4.1,120,,,,,,,20,801,2020-04-01 13:00:00,2020,4
231583,1585724400,32.06,32.0,32.1,1007.0,,,62,2.6,110,,,,,,,20,801,2020-04-01 14:00:00,2020,4
231584,1585728000,32.0,32.0,32.0,1007.0,,,62,4.6,110,,,,,,,20,801,2020-04-01 15:00:00,2020,4
231585,1585731600,32.0,32.0,32.0,1008.0,,,62,5.7,110,,,,,,,20,801,2020-04-01 16:00:00,2020,4
231586,1585735200,31.61,31.0,32.0,1008.0,,,66,4.1,130,,,,,,,20,801,2020-04-01 17:00:00,2020,4
231587,1585738800,30.27,29.8,31.0,1009.0,,,66,4.1,100,,,,,,,20,801,2020-04-01 18:00:00,2020,4
231588,1585742400,29.9,29.8,30.0,1010.0,,,74,1.5,10,,,,,,,20,801,2020-04-01 19:00:00,2020,4
231589,1585746000,29.48,29.0,29.8,1011.0,,,74,3.1,340,,,,,,,20,801,2020-04-01 20:00:00,2020,4
