index,dt,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,rain_6h,rain_12h,rain_24h,rain_today,clouds_all,weather_id,datetime,year,month
176959,1391187600,25.06,23.8,27.0,1009.1,,,94,2.1,230,,26.0,206.0,,,,75,502,2014-02-01 00:00:00,2014,2
176960,1391191200,24.46,23.8,25.0,1009.2,,,100,8.2,300,,26.0,206.0,,,,90,201,2014-02-01 01:00:00,2014,2
176961,1391191200,24.46,23.8,25.0,1009.2,,,100,8.2,300,,26.0,206.0,,,,90,502,2014-02-01 01:00:00,2014,2
176962,1391194800,24.49,23.8,25.0,1009.2,,,100,8.2,300,,26.0,206.0,,,,90,201,2014-02-01 02:00:00,2014,2
176963,1391194800,24.49,23.8,25.0,1009.2,,,100,8.2,300,,26.0,206.0,,,,90,502,2014-02-01 02:00:00,2014,2
176964,1391198400,26.6,26.6,26.6,1008.8,,,93,3.6,310,,8.0,,,,,75,501,2014-02-01 03:00:00,2014,2
176965,1391202000,26.6,26.6,26.6,1008.8,,,93,3.6,310,,8.0,,,,,75,501,2014-02-01 04:00:00,2014,2
176966,1391205600,26.6,26.6,26.6,1008.8,,,93,3.6,310,,8.0,,,,,75,501,2014-02-01 05:00:00,2014,2
176967,1391209200,26.4,26.4,26.4,1009.4,,,94,6.2,300,,0.5,,,34.0,,40,500,2014-02-01 06:00:00,2014,2
176968,1391212800,26.4,26.4,26.4,1009.4,,,94,6.2,300,,0.5,,,34.0,,40,500,2014-02-01 07:00:00,2014,2
176969,1391216400,26.4,26.4,26.4,1009.4,,,94,6.2,300,,0.5,,,34.0,,40,500,2014-02-01 08:00:00,2014,2
176970,1391220000,30.3,30.3,30.3,1009.8,,,79,5.1,300,,,,,,,20,801,2014-02-01 09:00:00,2014,2
176971,1391223600,30.3,30.3,30.3,1009.8,,,79,5.1,300,,,,,,,20,801,2014-02-01 10:00:00,2014,2
176972,1391227200,30.3,30.3,30.3,1009.8,,,79,5.1,300,,,,,,,20,801,2014-02-01 11:00:00,2014,2
176973,1391230800,29.6,29.6,29.6,1007.9,,,78,5.1,270,,,0.0,,,,20,801,2014-02-01 12:00:00,2014,2
176974,1391234400,29.6,29.6,29.6,1007.9,,,78,5.1,270,,,0.0,,,,20,801,2014-02-01 13:00:00,2014,2
176975,1391238000,29.6,29.6,29.6,1007.9,,,78,5.1,270,,,0.0,,,,20,801,2014-02-01 14:00:00,2014,2
176976,1391241600,28.91,28.2,30.0,1007.1,,,79,4.1,250,,3.0,,,,,75,500,2014-02-01 15:00:00,2014,2
176977,1391245200,28.1,28.0,28.2,1007.1,,,88,2.6,250,,3.0,,,,,75,501,2014-02-01 16:00:00,2014,2
