,dt,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,rain_6h,rain_12h,rain_24h,rain_today,clouds_all,weather_id,datetime,year,month
61525,978282000,26.62,26.62,26.62,1008.0,,,84,2.43,335,0.24,,,,,,73,500,2001-01-01 00:00:00,2001,1
61526,978285600,26.57,26.57,26.57,1008.0,,,83,2.98,298,0.16,,,,,,86,500,2001-01-01 01:00:00,2001,1
61527,978289200,26.39,26.39,26.39,1008.0,,,84,2.93,294,,,,,,,97,804,2001-01-01 02:00:00,2001,1
61528,978292800,24.9,24.9,24.9,1009.7,,,93,3.04,304,,,0.0,,,,20,801,2001-01-01 03:00:00,2001,1
61529,978296400,24.9,24.9,24.9,1009.7,,,93,2.74,315,,,0.0,,,,20,801,2001-01-01 04:00:00,2001,1
61530,978300000,24.9,24.9,24.9,1009.7,,,93,2.9,340,,,0.0,,,,20,801,2001-01-01 05:00:00,2001,1
61531,978303600,27.3,27.3,27.3,1007.6,,,86,3.34,5,,,0.0,,13.0,,80,803,2001-01-01 06:00:00,2001,1
61532,978307200,27.3,27.3,27.3,1007.6,,,86,3.34,12,,,0.0,,13.0,,68,803,2001-01-01 07:00:00,2001,1
61533,978310800,27.47,27.47,27.47,1009.0,,,80,2.85,18,,,,,,,54,803,2001-01-01 08:00:00,2001,1
61534,978314400,27.76,27.76,27.76,1009.0,,,78,1.91,19,,,,,,,42,802,2001-01-01 09:00:00,2001,1
61535,978318000,32.9,32.9,32.9,1008.1,,,60,3.6,270,,,0.0,,,,20,801,2001-01-01 10:00:00,2001,1
61536,978321600,32.0,32.0,32.0,1008.1,,,70,3.1,270,,,,,,,20,801,2001-01-01 11:00:00,2001,1
61537,978325200,32.0,32.0,32.0,1007.1,,,66,2.6,270,,,,,,,20,801,2001-01-01 12:00:00,2001,1
61538,978328800,33.0,33.0,33.0,1007.1,,,58,3.1,310,,,0.0,,,,20,801,2001-01-01 13:00:00,2001,1
61539,978332400,28.42,28.42,28.42,1007.0,,,75,1.22,183,,,,,,,97,804,2001-01-01 14:00:00,2001,1
61540,978336000,28.34,28.34,28.34,1007.0,,,75,0.31,169,0.11,,,,,,99,500,2001-01-01 15:00:00,2001,1
61541,978339600,30.4,30.4,30.4,1006.1,,,70,2.6,90,,,0.0,,,,20,801,2001-01-01 16:00:00,2001,1
61542,978343200,29.0,29.0,29.0,1007.1,,,79,1.0,140,,,,,,,20,801,2001-01-01 17:00:00,2001,1
61543,978346800,28.0,28.0,28.0,1008.1,,,83,1.5,130,,,,,,,20,801,2001-01-01 18:00:00,2001,1
61544,978350400,28.8,28.8,28.8,1008.1,,,76,1.5,90,,,0.0,,,,20,211,2001-01-01 19:00:00,2001,1
61545,978354000,27.2,27.2,27.2,1009.0,,,81,0.61,119,0.35,,,,,,100,500,2001-01-01 20:00:00,2001,1
61546,978357600,26.84,26.84,26.84,1010.0,,,82,0.92,130,0.25,,,,,,100,500,2001-01-01 21:00:00,2001,1
61547,978361200,26.2,26.2,26.2,1010.2,,,88,1.0,320,,1.0,,,,,75,501,2001-01-01 22:00:00,2001,1
61548,978364800,26.87,26.87,26.87,1010.0,,,82,1.6,81,,,,,,,97,804,2001-01-01 23:00:00,2001,1
61549,978368400,26.85,26.85,26.85,1009.0,,,83,2.5,74,,,,,,,96,804,2001-01-02 00:00:00,2001,1
61550,978372000,27.0,27.0,27.0,1008.1,,,79,1.0,320,,,1.0,,,,20,801,2001-01-02 01:00:00,2001,1
61551,978375600,27.0,27.0,27.0,1008.1,,,79,1.0,320,,,1.0,,,,20,801,2001-01-02 02:00:00,2001,1
61552,978379200,27.0,27.0,27.0,1008.1,,,74,3.6,330,,,,,,,20,801,2001-01-02 03:00:00,2001,1
61553,978382800,26.62,26.62,26.62,1008.0,,,84,1.9,63,,,,,,,98,804,2001-01-02 04:00:00,2001,1
61554,978386400,27.0,27.0,27.0,1009.1,,,78,2.6,320,,,,,,,20,801,2001-01-02 05:00:00,2001,1
61555,978390000,27.0,27.0,27.0,1009.1,,,78,2.6,330,,,,,,,20,801,2001-01-02 06:00:00,2001,1
61556,978393600,28.0,28.0,28.0,1010.2,,,75,2.1,340,,,0.0,,1.0,,20,801,2001-01-02 07:00:00,2001,1
61557,978397200,27.37,27.37,27.37,1011.0,,,81,1.12,77,,,,,,,39,802,2001-01-02 08:00:00,2001,1
61558,978400800,27.49,27.49,27.49,1010.0,,,80,1.42,91,,,,,,,40,802,2001-01-02 09:00:00,2001,1
61559,978404400,31.2,31.2,31.2,1009.6,,,62,1.5,250,,,0.0,,,,75,803,2001-01-02 10:00:00,2001,1
61560,978408000,27.75,27.75,27.75,1009.0,,,80,2.0,166,,,,,,,38,802,2001-01-02 11:00:00,2001,1
61561,978411600,27.73,27.73,27.73,1009.0,,,80,1.51,147,,,,,,,55,803,2001-01-02 12:00:00,2001,1
61562,978415200,33.0,33.0,33.0,1009.1,,,57,3.6,260,,,0.0,,,,20,801,2001-01-02 13:00:00,2001,1
61563,978418800,33.0,33.0,33.0,1009.1,,,57,3.6,260,,,0.0,,,,20,801,2001-01-02 14:00:00,2001,1
61564,978422400,27.6,27.6,27.6,1008.1,,,79,1.5,140,,11.0,,,,,75,501,2001-01-02 15:00:00,2001,1
61565,978426000,27.66,27.66,27.66,1008.0,,,80,2.37,100,,,,,,,89,804,2001-01-02 16:00:00,2001,1
61566,978429600,27.0,27.0,27.0,1009.1,,,88,2.6,200,,,,,,,75,803,2001-01-02 17:00:00,2001,1
61567,978433200,26.97,26.97,26.97,1010.0,,,84,0.68,54,0.88,,,,,,98,500,2001-01-02 18:00:00,2001,1
61568,978436800,26.2,26.2,26.2,1010.0,,,87,1.0,285,1.68,,,,,,99,501,2001-01-02 19:00:00,2001,1
61569,978440400,25.0,25.0,25.0,1010.8,,,88,2.6,220,,,,,,,20,501,2001-01-02 20:00:00,2001,1
61570,978444000,25.29,25.29,25.29,1012.0,,,90,2.43,243,2.51,,,,,,100,501,2001-01-02 21:00:00,2001,1
61571,978447600,25.8,25.8,25.8,1011.9,,,88,2.6,360,,,0.0,,,,20,801,2001-01-02 22:00:00,2001,1
61572,978451200,25.8,25.8,25.8,1011.9,,,88,2.6,360,,,0.0,,,,20,801,2001-01-02 23:00:00,2001,1
61573,978454800,25.4,25.4,25.4,1009.5,,,89,0.85,209,,,0.0,,,,40,802,2001-01-03 00:00:00,2001,1
