,dt,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,rain_6h,rain_12h,rain_24h,rain_today,clouds_all,weather_id,datetime,year
70304,1009818000,27.4,27.4,27.4,1010.0,,,81,3.53,261,,,,,,,24,801,2002-01-01 00:00:00,2002
70305,1009821600,27.8,27.8,27.8,1010.2,,,82,4.1,270,,,0.0,,,,40,802,2002-01-01 01:00:00,2002
70306,1009825200,27.3,27.3,27.3,1010.0,,,81,4.06,263,,,,,,,27,802,2002-01-01 02:00:00,2002
70307,1009828800,27.32,27.32,27.32,1010.0,,,81,4.27,263,,,,,,,37,802,2002-01-01 03:00:00,2002
70308,1009832400,27.6,27.6,27.6,1010.2,,,79,4.1,250,,,0.0,,,,20,801,2002-01-01 04:00:00,2002
70309,1009836000,27.0,27.0,27.0,1010.8,,,83,3.6,260,,,,,,,20,801,2002-01-01 05:00:00,2002
70310,1009839600,28.0,28.0,28.0,1010.8,,,78,3.6,260,,,,,,,20,801,2002-01-01 06:00:00,2002
70311,1009843200,29.2,29.2,29.2,1011.9,,,73,4.6,260,,,0.0,,,,20,801,2002-01-01 07:00:00,2002
70312,1009846800,30.0,30.0,30.0,1011.9,,,70,4.1,260,,,,,,,75,803,2002-01-01 08:00:00,2002
70313,1009850400,31.0,31.0,31.0,1011.9,,,62,6.2,280,,,,,,,20,801,2002-01-01 09:00:00,2002
70314,1009854000,32.6,32.6,32.6,1011.9,,,61,5.7,270,,,0.0,,,,20,801,2002-01-01 10:00:00,2002
70315,1009857600,27.0,27.0,27.0,1011.0,,,85,6.21,255,,,,,,,98,804,2002-01-01 11:00:00,2002
70316,1009861200,27.28,27.28,27.28,1010.0,,,84,6.73,254,,,,,,,99,804,2002-01-01 12:00:00,2002
70317,1009864800,33.8,33.8,33.8,1010.2,,,56,6.2,260,,,0.0,,,,20,801,2002-01-01 13:00:00,2002
70318,1009868400,31.0,31.0,31.0,1009.1,,,66,6.2,260,,,,,,,20,801,2002-01-01 14:00:00,2002
70319,1009872000,31.0,31.0,31.0,1009.1,,,66,6.2,250,,,,,,,20,801,2002-01-01 15:00:00,2002
70320,1009875600,32.4,32.4,32.4,1009.1,,,62,5.7,250,,,0.0,,,,20,801,2002-01-01 16:00:00,2002
70321,1009879200,29.0,29.0,29.0,1009.1,,,74,4.6,250,,,,,,,20,801,2002-01-01 17:00:00,2002
70322,1009882800,28.0,28.0,28.0,1010.2,,,74,3.6,250,,,,,,,20,801,2002-01-01 18:00:00,2002
70323,1009886400,29.0,29.0,29.0,1010.2,,,74,3.6,250,,,0.0,,,,20,801,2002-01-01 19:00:00,2002
70324,1009890000,28.0,28.0,28.0,1010.8,,,78,3.6,250,,,,,,,20,801,2002-01-01 20:00:00,2002
70325,1009893600,28.0,28.0,28.0,1010.8,,,78,3.6,240,,,,,,,20,801,2002-01-01 21:00:00,2002
70326,1009897200,28.2,28.2,28.2,1010.8,,,77,4.1,240,,,0.0,,,,20,801,2002-01-01 22:00:00,2002
70327,1009900800,28.0,28.0,28.0,1010.8,,,78,4.1,250,,,,,,,20,801,2002-01-01 23:00:00,2002
70328,1009904400,27.0,27.0,27.0,1010.8,,,83,3.6,260,,,,,,,20,801,2002-01-02 00:00:00,2002
70329,1009908000,28.0,28.0,28.0,1010.8,,,78,3.6,250,,,0.0,,,,20,801,2002-01-02 01:00:00,2002
70330,1009911600,28.0,28.0,28.0,1010.8,,,78,3.6,250,,,0.0,,,,20,801,2002-01-02 02:00:00,2002
70331,1009915200,27.6,27.6,27.6,1010.8,,,78,4.6,260,,,0.0,,,,20,801,2002-01-02 03:00:00,2002
70332,1009918800,27.6,27.6,27.6,1010.8,,,78,4.6,260,,,0.0,,,,20,801,2002-01-02 04:00:00,2002
70333,1009922400,27.18,27.18,27.18,1011.0,,,81,5.69,268,,,,,,,100,804,2002-01-02 05:00:00,2002
70334,1009926000,27.22,27.22,27.22,1012.0,,,81,5.99,267,,,,,,,98,804,2002-01-02 06:00:00,2002
70335,1009929600,29.0,29.0,29.0,1011.9,,,74,5.1,260,,,0.0,,,,20,801,2002-01-02 07:00:00,2002
70336,1009933200,30.0,30.0,30.0,1012.9,,,70,6.7,280,,,,,,,20,801,2002-01-02 08:00:00,2002
70337,1009936800,31.0,31.0,31.0,1011.9,,,66,6.2,280,,,,,,,20,801,2002-01-02 09:00:00,2002
70338,1009940400,32.8,32.8,32.8,1011.9,,,60,6.2,270,,,0.0,,,,20,801,2002-01-02 10:00:00,2002
70339,1009944000,32.0,32.0,32.0,1010.8,,,62,5.7,270,,,,,,,20,801,2002-01-02 11:00:00,2002
70340,1009947600,32.0,32.0,32.0,1010.8,,,62,5.7,260,,,,,,,20,801,2002-01-02 12:00:00,2002
70341,1009951200,33.2,33.2,33.2,1010.2,,,59,5.7,260,,,0.0,,,,20,801,2002-01-02 13:00:00,2002
70342,1009954800,31.0,31.0,31.0,1009.1,,,66,5.7,260,,,,,,,20,801,2002-01-02 14:00:00,2002
70343,1009958400,29.0,29.0,29.0,1009.1,,,70,5.1,250,,,,,,,20,801,2002-01-02 15:00:00,2002
70344,1009962000,30.4,30.4,30.4,1009.1,,,67,4.6,250,,,0.0,,,,20,801,2002-01-02 16:00:00,2002
70345,1009965600,29.0,29.0,29.0,1010.2,,,74,4.1,250,,,,,,,20,801,2002-01-02 17:00:00,2002
70346,1009969200,28.0,28.0,28.0,1010.2,,,78,3.6,250,,,,,,,20,801,2002-01-02 18:00:00,2002
70347,1009972800,28.8,28.8,28.8,1010.8,,,73,3.6,260,,,0.0,,,,20,801,2002-01-02 19:00:00,2002
70348,1009976400,28.0,28.0,28.0,1010.8,,,78,3.6,260,,,,,,,20,801,2002-01-02 20:00:00,2002
70349,1009980000,27.94,27.94,27.94,1011.0,,,75,5.13,265,,,,,,,95,804,2002-01-02 21:00:00,2002
70350,1009983600,27.87,27.87,27.87,1011.0,,,75,5.04,271,,,,,,,87,804,2002-01-02 22:00:00,2002
70351,1009987200,27.0,27.0,27.0,1010.8,,,83,3.1,260,,,,,,,20,801,2002-01-02 23:00:00,2002
70352,1009990800,27.65,27.65,27.65,1010.0,,,76,4.88,275,,,,,,,72,803,2002-01-03 00:00:00,2002
70353,1009994400,27.8,27.8,27.8,1010.2,,,79,3.6,270,,,0.0,,,,20,801,2002-01-03 01:00:00,2002
70354,1009998000,27.8,27.8,27.8,1010.2,,,79,3.6,270,,,0.0,,,,20,801,2002-01-03 02:00:00,2002
70355,1010001600,26.7,26.7,26.7,1010.8,,,84,2.1,360,,,0.0,,,,20,801,2002-01-03 03:00:00,2002
70356,1010005200,27.44,27.44,27.44,1011.0,,,78,4.88,273,,,,,,,24,801,2002-01-03 04:00:00,2002
70357,1010008800,26.0,26.0,26.0,1010.8,,,83,1.5,350,,,,,,,20,801,2002-01-03 05:00:00,2002
70358,1010012400,27.0,27.0,27.0,1011.9,,,78,2.6,340,,,,,,,75,803,2002-01-03 06:00:00,2002
70359,1010016000,27.8,27.8,27.8,1012.9,,,78,3.1,320,,,0.0,,,,75,803,2002-01-03 07:00:00,2002
70360,1010019600,31.0,31.0,31.0,1012.9,,,66,4.6,300,,,,,,,20,801,2002-01-03 08:00:00,2002
70361,1010023200,30.0,30.0,30.0,1012.9,,,70,3.6,270,,,,,,,75,803,2002-01-03 09:00:00,2002
70362,1010026800,31.4,31.4,31.4,1011.9,,,65,5.1,280,,,,,,,20,801,2002-01-03 10:00:00,2002
70363,1010030400,32.0,32.0,32.0,1011.9,,,62,5.7,280,,,,,,,20,801,2002-01-03 11:00:00,2002
70364,1010034000,31.0,31.0,31.0,1010.8,,,66,5.1,260,,,,,,,20,801,2002-01-03 12:00:00,2002
70365,1010037600,32.4,32.4,32.4,1010.8,,,62,5.7,270,,,,,,,20,801,2002-01-03 13:00:00,2002
70366,1010041200,32.0,32.0,32.0,1010.2,,,62,6.2,250,,,,,,,20,801,2002-01-03 14:00:00,2002
70367,1010044800,27.74,27.74,27.74,1010.0,,,78,6.16,246,,,,,,,61,803,2002-01-03 15:00:00,2002
70368,1010048400,27.89,27.89,27.89,1010.0,,,76,6.23,250,,,,,,,63,803,2002-01-03 16:00:00,2002
70369,1010052000,30.0,30.0,30.0,1010.2,,,70,4.1,250,,,,,,,20,801,2002-01-03 17:00:00,2002
70370,1010055600,28.0,28.0,28.0,1010.8,,,78,3.1,250,,,,,,,20,801,2002-01-03 18:00:00,2002
70371,1010059200,29.2,29.2,29.2,1010.8,,,73,2.6,250,,,0.0,,,,20,801,2002-01-03 19:00:00,2002
70372,1010062800,28.0,28.0,28.0,1011.9,,,78,3.6,260,,,,,,,20,801,2002-01-03 20:00:00,2002
70373,1010066400,28.0,28.0,28.0,1011.9,,,78,2.1,250,,,,,,,20,801,2002-01-03 21:00:00,2002
70374,1010070000,28.6,28.6,28.6,1011.9,,,77,2.6,250,,,0.0,,,,20,801,2002-01-03 22:00:00,2002
70375,1010073600,28.0,28.0,28.0,1011.9,,,78,3.1,250,,,,,,,75,803,2002-01-03 23:00:00,2002
70376,1010077200,28.0,28.0,28.0,1010.8,,,78,3.1,250,,,,,,,75,803,2002-01-04 00:00:00,2002
70377,1010080800,28.0,28.0,28.0,1010.8,,,78,3.1,250,,,,,,,75,803,2002-01-04 01:00:00,2002
70378,1010084400,27.5,27.5,27.5,1010.0,,,79,6.1,272,,,,,,,30,802,2002-01-04 02:00:00,2002
