index,dt,datetime,timezone,city_name,lat,lon,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,rain_6h,rain_12h,rain_24h,rain_today,snow_1h,snow_3h,snow_6h,snow_12h,snow_24h,snow_today,clouds_all,weather_id
241182,1619802000,2021-05-01 00:00:00,28800,Denpasar,-8.652497,115.219117,26.96,26.9,27.0,1012.0,,,83,1.5,110,,0.8,0.8,,,,,,,,,,40,500
241183,1619805600,2021-05-01 01:00:00,28800,Denpasar,-8.652497,115.219117,26.97,26.9,27.0,1011.0,,,88,1.5,90,,0.8,0.8,,,,,,,,,,40,500
241184,1619809200,2021-05-01 02:00:00,28800,Denpasar,-8.652497,115.219117,26.34,26.0,26.9,1011.0,,,94,1.5,130,,0.8,0.8,,,,,,,,,,40,500
241185,1619812800,2021-05-01 03:00:00,28800,Denpasar,-8.652497,115.219117,25.92,25.8,26.0,1011.0,,,94,2.1,360,,,,,,,,,,,,,20,801
241186,1619816400,2021-05-01 04:00:00,28800,Denpasar,-8.652497,115.219117,25.93,25.8,26.0,1011.0,,,94,2.6,360,,,,,,,,,,,,,20,801
241187,1619820000,2021-05-01 05:00:00,28800,Denpasar,-8.652497,115.219117,25.3,25.0,25.8,1011.0,,,94,1.5,20,,,,,,,,,,,,,40,802
241188,1619823600,2021-05-01 06:00:00,28800,Denpasar,-8.652497,115.219117,26.38,26.0,27.0,1011.0,,,94,3.1,50,,0.4,,,1.0,,,,,,,,40,500
241189,1619827200,2021-05-01 07:00:00,28800,Denpasar,-8.652497,115.219117,27.0,27.0,27.0,1012.0,,,88,2.1,60,,0.4,,,1.0,,,,,,,,20,500
241190,1619830800,2021-05-01 08:00:00,28800,Denpasar,-8.652497,115.219117,28.25,27.0,29.0,1012.0,,,79,3.1,80,,0.4,,,1.0,,,,,,,,20,500
241191,1619834400,2021-05-01 09:00:00,28800,Denpasar,-8.652497,115.219117,29.81,29.5,30.0,1012.0,,,74,4.1,110,,,,,,,,,,,,,20,801
241192,1619838000,2021-05-01 10:00:00,28800,Denpasar,-8.652497,115.219117,29.83,29.5,30.0,1012.0,,,74,4.6,110,,,,,,,,,,,,,20,801
241193,1619841600,2021-05-01 11:00:00,28800,Denpasar,-8.652497,115.219117,29.81,29.5,30.0,1011.0,,,74,4.1,100,,,,,,,,,,,,,20,801
241194,1619845200,2021-05-01 12:00:00,28800,Denpasar,-8.652497,115.219117,30.85,30.6,31.0,1010.0,,,70,4.6,110,,,,,,,,,,,,,20,801
241195,1619848800,2021-05-01 13:00:00,28800,Denpasar,-8.652497,115.219117,30.87,30.6,31.0,1010.0,,,70,5.1,140,,,,,,,,,,,,,20,801
241196,1619852400,2021-05-01 14:00:00,28800,Denpasar,-8.652497,115.219117,30.85,30.6,31.0,1009.0,,,70,4.6,140,,,,,,,,,,,,,20,801
241197,1619856000,2021-05-01 15:00:00,28800,Denpasar,-8.652497,115.219117,29.77,29.4,30.0,1009.0,,,74,6.2,150,,,,,,,,,,,,,20,801
241198,1619859600,2021-05-01 16:00:00,28800,Denpasar,-8.652497,115.219117,29.13,29.0,29.4,1009.0,,,74,6.7,150,,,,,,,,,,,,,20,801
241199,1619863200,2021-05-01 17:00:00,28800,Denpasar,-8.652497,115.219117,29.15,29.0,29.4,1010.0,,,74,4.6,150,,,,,,,,,,,,,20,801
241200,1619866800,2021-05-01 18:00:00,28800,Denpasar,-8.652497,115.219117,28.0,28.0,28.0,1010.0,,,83,4.1,130,,,,,,,,,,,,,20,801
241201,1619870400,2021-05-01 19:00:00,28800,Denpasar,-8.652497,115.219117,28.0,28.0,28.0,1011.0,,,83,3.1,120,,,,,,,,,,,,,20,801
241202,1619874000,2021-05-01 20:00:00,28800,Denpasar,-8.652497,115.219117,28.0,28.0,28.0,1012.0,,,83,2.1,100,,,,,,,,,,,,,20,801
