index,dt,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,rain_6h,rain_12h,rain_24h,rain_today,clouds_all,weather_id,datetime,year,month
242647,1625072400,25.85,25.6,26.0,1011.0,,,83,2.6,110,,,,,,,20,801,2021-07-01 00:00:00,2021,7
242648,1625076000,25.87,25.6,26.0,1011.0,,,83,2.1,80,,,,,,,20,801,2021-07-01 01:00:00,2021,7
242649,1625079600,25.85,25.6,26.0,1010.0,,,83,1.0,100,,,,,,,20,801,2021-07-01 02:00:00,2021,7
242650,1625083200,25.0,25.0,25.0,1010.0,,,88,1.5,320,,,,,,,20,801,2021-07-01 03:00:00,2021,7
242651,1625086800,24.0,24.0,24.0,1011.0,,,88,1.0,290,,,,,,,40,802,2021-07-01 04:00:00,2021,7
242652,1625090400,24.0,24.0,24.0,1011.0,,,88,2.1,340,,,,,,,40,802,2021-07-01 05:00:00,2021,7
242653,1625094000,24.0,24.0,24.0,1012.0,,,88,0.5,0,,,,,,,75,803,2021-07-01 06:00:00,2021,7
242654,1625097600,25.0,25.0,25.0,1012.0,,,83,1.0,0,,,,,,,75,803,2021-07-01 07:00:00,2021,7
242655,1625101200,26.0,26.0,26.0,1013.0,,,83,1.0,0,,,,,,,40,802,2021-07-01 08:00:00,2021,7
242656,1625104800,27.0,27.0,27.0,1013.0,,,83,2.6,70,,,,,,,40,802,2021-07-01 09:00:00,2021,7
242657,1625108400,26.0,26.0,26.0,1012.0,,,88,3.6,70,,,,,,,40,500,2021-07-01 10:00:00,2021,7
242658,1625112000,28.0,28.0,28.0,1012.0,,,78,5.7,80,,,,,,,40,802,2021-07-01 11:00:00,2021,7
242659,1625115600,27.96,27.9,28.0,1011.0,,,78,5.1,80,,,0.9,,,,20,801,2021-07-01 12:00:00,2021,7
242660,1625119200,27.97,27.9,28.0,1010.0,,,78,5.7,80,,,0.9,,,,20,801,2021-07-01 13:00:00,2021,7
242661,1625122800,27.96,27.9,28.0,1010.0,,,78,6.7,90,,,0.9,,,,20,801,2021-07-01 14:00:00,2021,7
242662,1625126400,27.74,27.3,28.0,1009.0,,,78,6.7,90,,,,,,,20,801,2021-07-01 15:00:00,2021,7
242663,1625130000,27.1,27.0,27.3,1010.0,,,78,6.7,90,,,,,,,20,801,2021-07-01 16:00:00,2021,7
