,dt,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,rain_6h,rain_12h,rain_24h,rain_today,clouds_all,weather_id,datetime,year,month
112866,1162314000,27.2,27.2,27.2,1010.8,,,90,1.5,160,,,0.0,,,,20,801,2006-11-01 00:00:00,2006,11
112867,1162317600,27.2,27.2,27.2,1010.8,,,90,1.5,160,,,0.0,,,,20,801,2006-11-01 01:00:00,2006,11
112868,1162321200,27.2,27.2,27.2,1010.8,,,90,1.5,160,,,0.0,,,,20,801,2006-11-01 02:00:00,2006,11
112869,1162324800,26.2,26.2,26.2,1010.8,,,95,2.39,116,,,0.0,,,,20,801,2006-11-01 03:00:00,2006,11
112870,1162328400,26.24,26.24,26.24,1011.0,,,89,2.64,109,0.18,,,,,,98,500,2006-11-01 04:00:00,2006,11
112871,1162332000,26.0,26.0,26.0,1010.8,,,94,3.02,119,,,,,,,40,802,2006-11-01 05:00:00,2006,11
112872,1162335600,28.0,28.0,28.0,1010.8,,,94,3.78,120,,,,,,,20,801,2006-11-01 06:00:00,2006,11
112873,1162339200,28.5,28.5,28.5,1011.9,,,83,2.6,150,,,0.0,,,,40,802,2006-11-01 07:00:00,2006,11
112874,1162342800,30.0,30.0,30.0,1012.9,,,74,4.1,100,,,,,,,40,802,2006-11-01 08:00:00,2006,11
112875,1162346400,31.0,31.0,31.0,1011.9,,,74,3.6,120,,,,,,,40,802,2006-11-01 09:00:00,2006,11
112876,1162350000,31.4,31.4,31.4,1011.9,,,69,4.1,90,,,0.0,,,,40,802,2006-11-01 10:00:00,2006,11
112877,1162353600,32.0,32.0,32.0,1010.8,,,70,4.1,120,,,,,,,20,801,2006-11-01 11:00:00,2006,11
112878,1162357200,32.0,32.0,32.0,1010.2,,,70,4.1,120,,,,,,,20,801,2006-11-01 12:00:00,2006,11
112879,1162360800,32.2,32.2,32.2,1010.2,,,65,3.6,130,,,0.0,,,,20,801,2006-11-01 13:00:00,2006,11
112880,1162364400,32.0,32.0,32.0,1009.1,,,70,3.6,150,,,,,,,40,802,2006-11-01 14:00:00,2006,11
112881,1162368000,32.0,32.0,32.0,1008.1,,,70,2.6,150,,,,,,,40,802,2006-11-01 15:00:00,2006,11
112882,1162371600,30.0,30.0,30.0,1009.1,,,71,4.1,150,,,0.0,,,,75,803,2006-11-01 16:00:00,2006,11
112883,1162375200,27.01,27.01,27.01,1010.0,,,84,3.17,169,,,,,,,93,804,2006-11-01 17:00:00,2006,11
112884,1162378800,26.91,26.91,26.91,1011.0,,,84,3.42,155,0.11,,,,,,99,500,2006-11-01 18:00:00,2006,11
112885,1162382400,28.2,28.2,28.2,1010.8,,,81,2.1,150,,,0.0,,,,40,802,2006-11-01 19:00:00,2006,11
112886,1162386000,28.0,28.0,28.0,1011.9,,,88,2.6,140,,,,,,,40,802,2006-11-01 20:00:00,2006,11
112887,1162389600,28.0,28.0,28.0,1011.9,,,88,1.5,150,,,,,,,40,802,2006-11-01 21:00:00,2006,11
112888,1162393200,27.8,27.8,27.8,1011.9,,,84,2.1,150,,,0.0,,,,40,211,2006-11-01 22:00:00,2006,11
112889,1162396800,27.0,27.0,27.0,1010.8,,,94,2.1,140,,,,,,,40,802,2006-11-01 23:00:00,2006,11
112890,1162400400,26.27,26.27,26.27,1011.0,,,86,3.65,139,0.21,,,,,,99,500,2006-11-02 00:00:00,2006,11
112891,1162404000,25.6,25.6,25.6,1010.2,,,95,3.38,141,,,0.0,,,,40,802,2006-11-02 01:00:00,2006,11
112892,1162407600,25.6,25.6,25.6,1010.2,,,95,3.23,139,,,0.0,,,,40,802,2006-11-02 02:00:00,2006,11
112893,1162411200,25.8,25.8,25.8,1010.2,,,92,2.94,136,,,0.0,,,,20,801,2006-11-02 03:00:00,2006,11
112894,1162414800,26.3,26.3,26.3,1010.0,,,85,2.65,127,,,,,,,93,804,2006-11-02 04:00:00,2006,11
112895,1162418400,26.0,26.0,26.0,1010.8,,,94,1.91,122,,,,,,,20,801,2006-11-02 05:00:00,2006,11
112896,1162422000,27.0,27.0,27.0,1010.8,,,88,1.0,150,,,,,,,20,801,2006-11-02 06:00:00,2006,11
112897,1162425600,29.0,29.0,29.0,1011.9,,,76,3.1,130,,,0.0,,,,40,802,2006-11-02 07:00:00,2006,11
112898,1162429200,30.0,30.0,30.0,1011.9,,,74,2.6,120,,,,,,,40,802,2006-11-02 08:00:00,2006,11
112899,1162432800,31.0,31.0,31.0,1011.9,,,66,4.1,110,,,,,,,40,802,2006-11-02 09:00:00,2006,11
112900,1162436400,30.9,30.9,30.9,1011.9,,,66,4.1,120,,,0.0,,,,20,801,2006-11-02 10:00:00,2006,11
112901,1162440000,32.0,32.0,32.0,1010.8,,,66,4.1,110,,,,,,,20,801,2006-11-02 11:00:00,2006,11
112902,1162443600,32.0,32.0,32.0,1010.2,,,66,4.1,110,,,,,,,20,801,2006-11-02 12:00:00,2006,11
112903,1162447200,30.9,30.9,30.9,1009.1,,,66,4.1,120,,,0.0,,,,20,801,2006-11-02 13:00:00,2006,11
112904,1162450800,33.0,33.0,33.0,1008.1,,,62,2.6,180,,,,,,,20,801,2006-11-02 14:00:00,2006,11
112905,1162454400,32.0,32.0,32.0,1008.1,,,66,2.1,150,,,,,,,20,801,2006-11-02 15:00:00,2006,11
112906,1162458000,26.27,26.27,26.27,1009.0,,,85,3.96,190,,,,,,,35,802,2006-11-02 16:00:00,2006,11
112907,1162461600,29.0,29.0,29.0,1009.1,,,74,1.5,200,,,,,,,40,802,2006-11-02 17:00:00,2006,11
112908,1162465200,28.0,28.0,28.0,1010.2,,,78,1.5,180,,,,,,,40,802,2006-11-02 18:00:00,2006,11
112909,1162468800,27.8,27.8,27.8,1010.8,,,79,1.5,170,,,0.0,,,,40,802,2006-11-02 19:00:00,2006,11
112910,1162472400,28.0,28.0,28.0,1011.9,,,78,2.94,169,,,,,,,20,801,2006-11-02 20:00:00,2006,11
112911,1162476000,27.0,27.0,27.0,1011.9,,,83,2.54,162,,,,,,,20,801,2006-11-02 21:00:00,2006,11
112912,1162479600,27.4,27.4,27.4,1011.9,,,82,2.0,155,,,0.0,,,,40,802,2006-11-02 22:00:00,2006,11
112913,1162483200,27.0,27.0,27.0,1012.9,,,83,1.55,157,,,,,,,20,801,2006-11-02 23:00:00,2006,11
112914,1162486800,26.0,26.0,26.0,1011.9,,,88,0.99,172,,,,,,,20,801,2006-11-03 00:00:00,2006,11
112915,1162490400,26.0,26.0,26.0,1010.8,,,87,0.88,187,,,0.0,,,,20,801,2006-11-03 01:00:00,2006,11
112916,1162494000,26.0,26.0,26.0,1010.8,,,87,0.86,190,,,0.0,,,,20,801,2006-11-03 02:00:00,2006,11
112917,1162497600,25.0,25.0,25.0,1010.8,,,92,0.59,182,,,0.0,,,,20,801,2006-11-03 03:00:00,2006,11
112918,1162501200,25.0,25.0,25.0,1010.8,,,92,0.23,113,,,0.0,,,,20,801,2006-11-03 04:00:00,2006,11
112919,1162504800,26.41,26.41,26.41,1012.0,,,81,0.17,20,,,,,,,12,801,2006-11-03 05:00:00,2006,11
112920,1162508400,26.45,26.45,26.45,1012.0,,,81,0.4,330,,,,,,,8,800,2006-11-03 06:00:00,2006,11
112921,1162512000,27.6,27.6,27.6,1012.9,,,80,2.1,310,,,0.0,,,,20,801,2006-11-03 07:00:00,2006,11
112922,1162515600,29.0,29.0,29.0,1012.9,,,79,2.6,300,,,,,,,40,802,2006-11-03 08:00:00,2006,11
112923,1162519200,31.0,31.0,31.0,1012.9,,,66,3.6,280,,,,,,,40,802,2006-11-03 09:00:00,2006,11
112924,1162522800,30.4,30.4,30.4,1011.9,,,67,4.1,280,,,0.0,,,,40,802,2006-11-03 10:00:00,2006,11
112925,1162526400,31.0,31.0,31.0,1010.8,,,70,5.1,250,,,,,,,40,802,2006-11-03 11:00:00,2006,11
112926,1162530000,26.1,26.1,26.1,1011.0,,,87,4.69,207,,,,,,,7,800,2006-11-03 12:00:00,2006,11
112927,1162533600,26.17,26.17,26.17,1010.0,,,86,4.75,201,,,,,,,18,801,2006-11-03 13:00:00,2006,11
112928,1162537200,32.0,32.0,32.0,1009.1,,,66,4.1,250,,,,,,,40,802,2006-11-03 14:00:00,2006,11
112929,1162540800,31.0,31.0,31.0,1009.1,,,66,3.1,170,,,,,,,40,802,2006-11-03 15:00:00,2006,11
112930,1162544400,30.2,30.2,30.2,1009.1,,,66,2.6,190,,,0.0,,,,40,802,2006-11-03 16:00:00,2006,11
112931,1162548000,29.0,29.0,29.0,1010.2,,,74,4.1,170,,,,,,,40,802,2006-11-03 17:00:00,2006,11
112932,1162551600,29.0,29.0,29.0,1010.2,,,74,4.1,170,,,,,,,40,802,2006-11-03 18:00:00,2006,11
112933,1162555200,26.62,26.62,26.62,1011.0,,,80,2.39,168,,,,,,,31,802,2006-11-03 19:00:00,2006,11
112934,1162558800,27.0,27.0,27.0,1011.9,,,78,1.52,170,,,,,,,20,801,2006-11-03 20:00:00,2006,11
112935,1162562400,26.43,26.43,26.43,1012.0,,,81,0.83,164,,,,,,,50,802,2006-11-03 21:00:00,2006,11
112936,1162566000,26.0,26.0,26.0,1011.9,,,88,0.01,270,,,,,,,20,801,2006-11-03 22:00:00,2006,11
112937,1162569600,26.0,26.0,26.0,1010.8,,,88,0.58,323,,,,,,,20,801,2006-11-03 23:00:00,2006,11
112938,1162573200,26.16,26.16,26.16,1010.0,,,80,0.6,331,,,,,,,87,804,2006-11-04 00:00:00,2006,11
112939,1162576800,25.0,25.0,25.0,1010.2,,,94,0.59,334,,,,,,,20,801,2006-11-04 01:00:00,2006,11
112940,1162580400,25.0,25.0,25.0,1010.2,,,94,0.67,345,,,,,,,20,801,2006-11-04 02:00:00,2006,11
112941,1162584000,25.0,25.0,25.0,1010.2,,,94,0.7,359,,,,,,,20,801,2006-11-04 03:00:00,2006,11
112942,1162587600,25.78,25.78,25.78,1010.0,,,82,0.87,10,,,,,,,20,801,2006-11-04 04:00:00,2006,11
112943,1162591200,24.0,24.0,24.0,1010.2,,,100,1.01,344,,,,,,,20,801,2006-11-04 05:00:00,2006,11
112944,1162594800,29.0,29.0,29.0,1010.8,,,74,1.04,334,,,,,,,20,801,2006-11-04 06:00:00,2006,11
112945,1162598400,28.0,28.0,28.0,1010.8,,,78,0.81,303,,,0.0,,,,20,801,2006-11-04 07:00:00,2006,11
112946,1162602000,30.0,30.0,30.0,1010.8,,,70,1.5,340,,,,,,,40,802,2006-11-04 08:00:00,2006,11
112947,1162605600,31.0,31.0,31.0,1010.8,,,62,2.6,270,,,,,,,40,802,2006-11-04 09:00:00,2006,11
112948,1162609200,32.0,32.0,32.0,1010.2,,,62,3.1,280,,,0.0,,,,40,802,2006-11-04 10:00:00,2006,11
112949,1162612800,31.0,31.0,31.0,1010.2,,,70,4.6,250,,,,,,,20,801,2006-11-04 11:00:00,2006,11
112950,1162616400,32.0,32.0,32.0,1009.1,,,62,3.1,260,,,,,,,20,801,2006-11-04 12:00:00,2006,11
