dt,timezone,city_name,lat,lon,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,rain_6h,rain_12h,rain_24h,rain_today,snow_1h,snow_3h,snow_6h,snow_12h,snow_24h,snow_today,clouds_all,weather_id,weather_main,weather_description,weather_icon,datetime,year,month
852051600,28800,Denpasar,-8.652497,115.219117,25.45,25.45,25.45,1013.0,,,90,0.81,261,0.61,,,,,,,,,,,,55,500,Rain,light rain,10n,1997-01-01 00:00:00,1997,1
852055200,28800,Denpasar,-8.652497,115.219117,25.68,25.68,25.68,1012.0,,,88,0.7,262,,,,,,,,,,,,,49,802,Clouds,scattered clouds,03n,1997-01-01 01:00:00,1997,1
852058800,28800,Denpasar,-8.652497,115.219117,25.79,25.79,25.79,1012.0,,,88,0.98,272,,,,,,,,,,,,,38,802,Clouds,scattered clouds,03n,1997-01-01 02:00:00,1997,1
852062400,28800,Denpasar,-8.652497,115.219117,25.84,25.84,25.84,1011.0,,,88,1.19,289,,,,,,,,,,,,,40,802,Clouds,scattered clouds,03n,1997-01-01 03:00:00,1997,1
852066000,28800,Denpasar,-8.652497,115.219117,25.4,25.4,25.4,1010.9,,,93,1.23,310,,,0.0,,,,,,,,,,20,801,Clouds,few clouds,02n,1997-01-01 04:00:00,1997,1
852069600,28800,Denpasar,-8.652497,115.219117,25.4,25.4,25.4,1010.9,,,93,0.49,55,,,0.0,,,,,,,,,,20,801,Clouds,few clouds,02n,1997-01-01 05:00:00,1997,1
852073200,28800,Denpasar,-8.652497,115.219117,25.4,25.4,25.4,1010.9,,,93,0.9,8,,,0.0,,,,,,,,,,20,801,Clouds,few clouds,02d,1997-01-01 06:00:00,1997,1
852076800,28800,Denpasar,-8.652497,115.219117,26.88,26.88,26.88,1013.0,,,85,0.84,10,,,,,,,,,,,,,5,800,Clear,sky is clear,01d,1997-01-01 07:00:00,1997,1
852080400,28800,Denpasar,-8.652497,115.219117,27.01,27.01,27.01,1013.0,,,84,0.14,111,,,,,,,,,,,,,9,800,Clear,sky is clear,01d,1997-01-01 08:00:00,1997,1
852084000,28800,Denpasar,-8.652497,115.219117,27.07,27.07,27.07,1013.0,,,84,0.81,206,,,,,,,,,,,,,12,801,Clouds,few clouds,02d,1997-01-01 09:00:00,1997,1
852087600,28800,Denpasar,-8.652497,115.219117,30.4,30.4,30.4,1012.7,,,67,1.5,280,,,0.0,,,,,,,,,,20,801,Clouds,few clouds,02d,1997-01-01 10:00:00,1997,1
852091200,28800,Denpasar,-8.652497,115.219117,30.4,30.4,30.4,1012.7,,,67,1.5,280,,,0.0,,,,,,,,,,20,801,Clouds,few clouds,02d,1997-01-01 11:00:00,1997,1
852094800,28800,Denpasar,-8.652497,115.219117,26.92,26.92,26.92,1012.0,,,87,2.47,233,0.11,,,,,,,,,,,,17,500,Rain,light rain,10d,1997-01-01 12:00:00,1997,1
852098400,28800,Denpasar,-8.652497,115.219117,31.8,31.8,31.8,1011.3,,,63,2.6,240,,,0.0,,,,,,,,,,20,801,Clouds,few clouds,02d,1997-01-01 13:00:00,1997,1
852102000,28800,Denpasar,-8.652497,115.219117,31.8,31.8,31.8,1011.3,,,63,2.6,240,,,0.0,,,,,,,,,,20,801,Clouds,few clouds,02d,1997-01-01 14:00:00,1997,1
852105600,28800,Denpasar,-8.652497,115.219117,27.15,27.15,27.15,1010.0,,,86,2.2,188,,,,,,,,,,,,,11,801,Clouds,few clouds,02d,1997-01-01 15:00:00,1997,1
852109200,28800,Denpasar,-8.652497,115.219117,26.77,26.77,26.77,1010.0,,,86,0.88,188,,,,,,,,,,,,,17,801,Clouds,few clouds,02d,1997-01-01 16:00:00,1997,1
852112800,28800,Denpasar,-8.652497,115.219117,27.68,27.68,27.68,1011.0,,,80,1.51,41,,,,,,,,,,,,,20,801,Clouds,few clouds,02d,1997-01-01 17:00:00,1997,1
852116400,28800,Denpasar,-8.652497,115.219117,29.2,29.2,29.2,1011.9,,,74,1.0,180,,,0.0,,,,,,,,,,20,801,Clouds,few clouds,02n,1997-01-01 18:00:00,1997,1
852120000,28800,Denpasar,-8.652497,115.219117,29.2,29.2,29.2,1011.9,,,74,1.0,180,,,0.0,,,,,,,,,,20,801,Clouds,few clouds,02n,1997-01-01 19:00:00,1997,1
852123600,28800,Denpasar,-8.652497,115.219117,29.2,29.2,29.2,1011.9,,,74,1.0,180,,,0.0,,,,,,,,,,20,801,Clouds,few clouds,02n,1997-01-01 20:00:00,1997,1
852127200,28800,Denpasar,-8.652497,115.219117,27.01,27.01,27.01,1014.0,,,83,0.03,277,,,,,,,,,,,,,37,802,Clouds,scattered clouds,03n,1997-01-01 21:00:00,1997,1
852130800,28800,Denpasar,-8.652497,115.219117,26.7,26.7,26.7,1014.0,,,84,1.48,255,,,,,,,,,,,,,51,803,Clouds,broken clouds,04n,1997-01-01 22:00:00,1997,1
852134400,28800,Denpasar,-8.652497,115.219117,26.36,26.36,26.36,1014.0,,,86,1.93,258,0.16,,,,,,,,,,,,56,500,Rain,light rain,10n,1997-01-01 23:00:00,1997,1
852138000,28800,Denpasar,-8.652497,115.219117,27.2,27.2,27.2,1011.7,,,86,2.27,266,,,0.0,,,,,,,,,,40,802,Clouds,scattered clouds,03n,1997-01-02 00:00:00,1997,1
