dt,timezone,city_name,lat,lon,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,rain_6h,rain_12h,rain_24h,rain_today,snow_1h,snow_3h,snow_6h,snow_12h,snow_24h,snow_today,clouds_all,weather_id,weather_main,weather_description,weather_icon,datetime,year,month
862419600,28800,Denpasar,-8.652497,115.219117,26.0,26.0,26.0,1010.2,,,78,2.0,20,,,,,,,,,,,,,40,802,Clouds,scattered clouds,03n,1997-05-01 00:00:00,1997,5
862423200,28800,Denpasar,-8.652497,115.219117,26.0,26.0,26.0,1010.2,,,78,2.0,20,,,,,,,,,,,,,40,802,Clouds,scattered clouds,03n,1997-05-01 01:00:00,1997,5
862426800,28800,Denpasar,-8.652497,115.219117,26.18,26.18,26.18,1009.0,,,87,0.12,88,,,,,,,,,,,,,91,804,Clouds,overcast clouds,04n,1997-05-01 02:00:00,1997,5
862430400,28800,Denpasar,-8.652497,115.219117,26.21,26.21,26.21,1010.0,,,86,0.8,156,,,,,,,,,,,,,95,804,Clouds,overcast clouds,04n,1997-05-01 03:00:00,1997,5
862434000,28800,Denpasar,-8.652497,115.219117,26.0,26.0,26.0,1010.0,,,82,2.1,90,,,,,,,,,,,,,40,802,Clouds,scattered clouds,03n,1997-05-01 04:00:00,1997,5
862437600,28800,Denpasar,-8.652497,115.219117,26.0,26.0,26.0,1010.0,,,82,2.1,90,,,,,,,,,,,,,40,802,Clouds,scattered clouds,03n,1997-05-01 05:00:00,1997,5
862441200,28800,Denpasar,-8.652497,115.219117,26.34,26.34,26.34,1010.0,,,86,0.81,6,,,,,,,,,,,,,98,804,Clouds,overcast clouds,04d,1997-05-01 06:00:00,1997,5
862444800,28800,Denpasar,-8.652497,115.219117,28.0,28.0,28.0,1010.2,,,74,3.1,50,,,,,0.1,,,,,,,,20,801,Clouds,few clouds,02d,1997-05-01 07:00:00,1997,5
862448400,28800,Denpasar,-8.652497,115.219117,28.0,28.0,28.0,1010.2,,,74,3.1,50,,,,,0.1,,,,,,,,20,801,Clouds,few clouds,02d,1997-05-01 08:00:00,1997,5
862452000,28800,Denpasar,-8.652497,115.219117,31.0,31.0,31.0,1010.8,,,62,4.6,80,,,,,,,,,,,,,20,801,Clouds,few clouds,02d,1997-05-01 09:00:00,1997,5
862455600,28800,Denpasar,-8.652497,115.219117,26.25,26.25,26.25,1011.0,,,87,1.29,134,,,,,,,,,,,,,94,804,Clouds,overcast clouds,04d,1997-05-01 10:00:00,1997,5
862459200,28800,Denpasar,-8.652497,115.219117,30.8,30.8,30.8,1010.9,,,64,4.6,80,,,0.0,,,,,,,,,,20,801,Clouds,few clouds,02d,1997-05-01 11:00:00,1997,5
862462800,28800,Denpasar,-8.652497,115.219117,26.19,26.19,26.19,1010.0,,,88,2.12,128,,,,,,,,,,,,,93,804,Clouds,overcast clouds,04d,1997-05-01 12:00:00,1997,5
