index,dt,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,rain_6h,rain_12h,rain_24h,rain_today,clouds_all,weather_id,datetime,year,month
224914,1561914000,25.58,25.3,26.0,1015.0,,,73,3.6,120,,,,,,,40,802,2019-07-01 00:00:00,2019,7
224915,1561917600,25.15,25.0,25.3,1015.0,,,78,3.1,120,,,,,,,40,802,2019-07-01 01:00:00,2019,7
224916,1561921200,25.58,25.3,26.0,1015.0,,,69,5.1,120,,,,,,,75,803,2019-07-01 02:00:00,2019,7
224917,1561924800,25.06,25.0,25.1,1015.0,,,73,4.6,120,,,,,,,20,801,2019-07-01 03:00:00,2019,7
224918,1561928400,25.05,25.0,25.1,1014.8,,,72,4.1,110,,,,,,,20,801,2019-07-01 04:00:00,2019,7
224919,1561932000,25.06,25.0,25.1,1015.0,,,73,4.1,120,,,,,,,20,801,2019-07-01 05:00:00,2019,7
224920,1561935600,25.48,25.0,25.8,1016.0,,,73,4.1,130,,,,,,,20,801,2019-07-01 06:00:00,2019,7
224921,1561939200,25.9,25.8,26.0,1016.0,,,69,3.6,130,,,,,,,20,801,2019-07-01 07:00:00,2019,7
224922,1561942800,26.27,25.8,27.0,1017.0,,,65,4.6,120,,,,,,,20,801,2019-07-01 08:00:00,2019,7
224923,1561946400,28.0,28.0,28.0,1016.0,,,61,5.1,110,,,,,,,20,801,2019-07-01 09:00:00,2019,7
224924,1561950000,28.0,28.0,28.0,1016.0,,,61,5.1,100,,,,,,,20,801,2019-07-01 10:00:00,2019,7
224925,1561953600,28.0,28.0,28.0,1015.0,,,61,5.1,110,,,,,,,20,801,2019-07-01 11:00:00,2019,7
224926,1561957200,28.76,28.6,29.0,1014.0,,,58,5.1,110,,,,,,,20,801,2019-07-01 12:00:00,2019,7
224927,1561960800,28.8,28.6,29.0,1013.0,,,58,4.1,100,,,,,,,20,801,2019-07-01 13:00:00,2019,7
224928,1561964400,28.36,28.0,28.6,1012.0,,,61,5.1,100,,,,,,,20,801,2019-07-01 14:00:00,2019,7
224929,1561968000,27.52,27.2,28.0,1012.0,,,61,4.6,150,,,,,,,20,801,2019-07-01 15:00:00,2019,7
224930,1561971600,27.64,27.2,28.0,1012.2,,,67,3.6,120,,,,,,,20,801,2019-07-01 16:00:00,2019,7
224931,1561975200,26.73,26.0,27.2,1013.0,,,73,5.1,120,,,,,,,20,801,2019-07-01 17:00:00,2019,7
224932,1561978800,25.52,25.2,26.0,1014.0,,,73,3.1,120,,,,,,,20,801,2019-07-01 18:00:00,2019,7
224933,1561982400,25.1,25.0,25.2,1014.0,,,78,3.1,140,,,,,,,20,801,2019-07-01 19:00:00,2019,7
224934,1561986000,25.12,25.0,25.2,1015.0,,,83,1.5,150,,,,,,,20,801,2019-07-01 20:00:00,2019,7
224935,1561989600,24.64,24.4,25.0,1016.0,,,83,1.5,150,,,,,,,20,801,2019-07-01 21:00:00,2019,7
224936,1561993200,24.7,24.4,25.0,1016.0,,,78,2.1,130,,,,,,,20,801,2019-07-01 22:00:00,2019,7
224937,1561996800,24.64,24.4,25.0,1016.0,,,83,1.5,130,,,,,,,40,802,2019-07-01 23:00:00,2019,7
224938,1562000400,23.94,23.9,24.0,1016.0,,,83,1.5,70,,,,,,,75,803,2019-07-02 00:00:00,2019,7
224939,1562004000,23.95,23.9,24.0,1016.0,,,83,2.6,360,,,,,,,40,802,2019-07-02 01:00:00,2019,7
224940,1562007600,23.54,23.0,23.9,1015.0,,,83,2.1,360,,,,,,,40,802,2019-07-02 02:00:00,2019,7
224941,1562011200,22.36,22.0,22.6,1015.0,,,88,1.5,50,,,,,,,20,801,2019-07-02 03:00:00,2019,7
224942,1562014800,22.8,22.6,23.0,1015.0,,,83,1.0,0,,,,,,,20,801,2019-07-02 04:00:00,2019,7
224943,1562018400,22.34,22.0,22.6,1015.0,,,83,0.5,0,,,,,,,20,801,2019-07-02 05:00:00,2019,7
224944,1562022000,23.63,22.0,24.7,1016.0,,,88,2.1,110,,,,,,,20,801,2019-07-02 06:00:00,2019,7
224945,1562025600,24.85,24.7,25.0,1016.0,,,73,2.1,100,,,,,,,20,801,2019-07-02 07:00:00,2019,7
224946,1562029200,25.61,24.7,27.0,1016.0,,,69,3.1,120,,,,,,,20,801,2019-07-02 08:00:00,2019,7
224947,1562032800,27.61,27.0,28.0,1016.0,,,74,5.1,100,,,,,,,40,802,2019-07-02 09:00:00,2019,7
224948,1562036400,28.0,28.0,28.0,1015.0,,,69,7.2,110,,,,,,,20,801,2019-07-02 10:00:00,2019,7
224949,1562040000,28.0,28.0,28.0,1015.0,,,65,7.7,120,,,,,,,20,801,2019-07-02 11:00:00,2019,7
224950,1562043600,28.76,28.6,29.0,1014.0,,,66,6.2,120,,,,,,,20,801,2019-07-02 12:00:00,2019,7
224951,1562047200,28.3,28.0,28.6,1013.0,,,65,6.7,110,,,,,,,20,801,2019-07-02 13:00:00,2019,7
224952,1562050800,28.36,28.0,28.6,1012.0,,,69,6.2,100,,,,,,,20,801,2019-07-02 14:00:00,2019,7
224953,1562054400,27.52,27.2,28.0,1011.0,,,69,6.7,110,,,,,,,20,801,2019-07-02 15:00:00,2019,7
224954,1562058000,27.1,27.0,27.2,1011.0,,,74,5.7,120,,,,,,,20,801,2019-07-02 16:00:00,2019,7
224955,1562061600,27.12,27.0,27.2,1012.0,,,74,6.2,120,,,,,,,20,801,2019-07-02 17:00:00,2019,7
224956,1562065200,25.76,25.6,26.0,1012.0,,,78,4.1,130,,,,,,,20,801,2019-07-02 18:00:00,2019,7
224957,1562068800,25.8,25.6,26.0,1013.0,,,78,3.6,140,,,,,,,20,801,2019-07-02 19:00:00,2019,7
224958,1562072400,25.76,25.6,26.0,1014.0,,,78,4.6,130,,,,,,,20,801,2019-07-02 20:00:00,2019,7
224959,1562076000,25.82,25.7,26.0,1014.0,,,78,3.6,120,,,,,,,75,803,2019-07-02 21:00:00,2019,7
224960,1562079600,25.85,25.7,26.0,1014.0,,,78,4.1,120,,,,,,,75,803,2019-07-02 22:00:00,2019,7
224961,1562083200,25.82,25.7,26.0,1014.0,,,78,4.1,140,,,,,,,75,803,2019-07-02 23:00:00,2019,7
224962,1562086800,25.64,25.4,26.0,1014.0,,,73,3.1,130,,,,,,,40,802,2019-07-03 00:00:00,2019,7
224963,1562090400,25.2,25.0,25.4,1014.0,,,78,3.1,130,,,,,,,40,802,2019-07-03 01:00:00,2019,7
224964,1562094000,25.24,25.0,25.4,1013.0,,,78,3.1,130,,,,,,,40,802,2019-07-03 02:00:00,2019,7
224965,1562097600,25.0,25.0,25.0,1013.0,,,78,2.6,120,,,,,,,40,802,2019-07-03 03:00:00,2019,7
224966,1562101200,25.0,25.0,25.0,1013.0,,,78,3.6,140,,,,,,,20,801,2019-07-03 04:00:00,2019,7
224967,1562104800,25.0,25.0,25.0,1013.0,,,78,3.6,130,,,,,,,20,801,2019-07-03 05:00:00,2019,7
224968,1562108400,25.79,25.0,26.3,1014.0,,,78,4.1,130,,,,,,,20,801,2019-07-03 06:00:00,2019,7
224969,1562112000,26.15,26.0,26.3,1014.0,,,73,6.2,120,,,,,,,20,801,2019-07-03 07:00:00,2019,7
224970,1562115600,26.58,26.3,27.0,1014.0,,,69,7.7,120,,,,,,,40,802,2019-07-03 08:00:00,2019,7
224971,1562119200,27.42,27.0,27.7,1014.0,,,74,7.7,120,,,,,,,75,803,2019-07-03 09:00:00,2019,7
224972,1562122800,27.85,27.7,28.0,1013.0,,,69,9.3,120,,,,,,,20,801,2019-07-03 10:00:00,2019,7
224973,1562126400,27.82,27.7,28.0,1013.0,,,69,7.2,110,,,,,,,20,801,2019-07-03 11:00:00,2019,7
224974,1562130000,28.0,28.0,28.0,1012.0,,,69,8.2,110,,,,,,,20,801,2019-07-03 12:00:00,2019,7
224975,1562133600,28.0,28.0,28.0,1011.0,,,65,7.2,110,,,,,,,20,801,2019-07-03 13:00:00,2019,7
224976,1562137200,28.0,28.0,28.0,1011.0,,,61,8.2,130,,,,,,,20,801,2019-07-03 14:00:00,2019,7
224977,1562140800,27.52,27.2,28.0,1011.0,,,65,5.1,120,,,,,,,20,801,2019-07-03 15:00:00,2019,7
224978,1562144400,27.1,27.0,27.2,1011.0,,,69,5.1,110,,,,,,,20,801,2019-07-03 16:00:00,2019,7
224979,1562148000,26.73,26.0,27.2,1011.0,,,73,4.6,120,,,,,,,20,801,2019-07-03 17:00:00,2019,7
224980,1562151600,25.64,25.4,26.0,1012.0,,,78,3.6,120,,,,,,,20,801,2019-07-03 18:00:00,2019,7
224981,1562155200,25.2,25.0,25.4,1012.0,,,83,3.1,120,,,,,,,20,801,2019-07-03 19:00:00,2019,7
224982,1562158800,25.24,25.0,25.4,1013.0,,,83,3.1,110,,,,,,,20,801,2019-07-03 20:00:00,2019,7
224983,1562162400,25.58,25.3,26.0,1013.0,,,78,3.6,120,,,,,,,40,802,2019-07-03 21:00:00,2019,7
224984,1562166000,25.15,25.0,25.3,1013.0,,,83,3.1,100,,,,,,,40,802,2019-07-03 22:00:00,2019,7
224985,1562169600,25.18,25.0,25.3,1013.0,,,83,2.6,110,,,,,,,40,802,2019-07-03 23:00:00,2019,7
224986,1562173200,25.3,25.0,25.5,1013.0,,,83,3.6,120,,,,,,,40,802,2019-07-04 00:00:00,2019,7
224987,1562176800,25.75,25.5,26.0,1013.0,,,73,4.6,110,,,,,,,75,803,2019-07-04 01:00:00,2019,7
224988,1562180400,24.91,24.0,25.5,1013.0,,,78,2.6,10,,,,,,,20,801,2019-07-04 02:00:00,2019,7
224989,1562184000,22.12,22.0,22.2,1012.0,,,88,2.6,40,,,,,,,20,801,2019-07-04 03:00:00,2019,7
224990,1562187600,22.1,22.0,22.2,1012.0,,,83,3.1,40,,,,,,,40,802,2019-07-04 04:00:00,2019,7
224991,1562191200,22.12,22.0,22.2,1013.0,,,83,2.1,40,,,,,,,20,801,2019-07-04 05:00:00,2019,7
224992,1562194800,23.57,22.0,24.6,1013.0,,,83,1.5,50,,,,,,,20,801,2019-07-04 06:00:00,2019,7
224993,1562198400,24.8,24.6,25.0,1013.0,,,73,1.0,0,,,,,,,20,801,2019-07-04 07:00:00,2019,7
224994,1562202000,25.55,24.6,27.0,1014.0,,,69,1.5,330,,,,,,,20,801,2019-07-04 08:00:00,2019,7
224995,1562205600,27.88,27.8,28.0,1013.0,,,65,1.5,0,,,,,,,20,801,2019-07-04 09:00:00,2019,7
224996,1562209200,27.9,27.8,28.0,1013.0,,,65,4.1,120,,,,,,,20,801,2019-07-04 10:00:00,2019,7
224997,1562212800,27.88,27.8,28.0,1012.0,,,65,4.1,120,,,,,,,20,801,2019-07-04 11:00:00,2019,7
224998,1562216400,28.12,28.0,28.2,1011.0,,,65,4.1,110,,,,,,,20,801,2019-07-04 12:00:00,2019,7
224999,1562220000,28.1,28.0,28.2,1011.0,,,65,4.1,100,,,,,,,20,801,2019-07-04 13:00:00,2019,7
225000,1562223600,28.52,28.2,29.0,1010.0,,,62,3.1,130,,,,,,,20,801,2019-07-04 14:00:00,2019,7
225001,1562227200,27.76,27.6,28.0,1010.0,,,65,3.6,170,,,,,,,20,801,2019-07-04 15:00:00,2019,7
225002,1562230800,27.8,27.6,28.0,1010.0,,,65,3.1,170,,,,,,,20,801,2019-07-04 16:00:00,2019,7
225003,1562234400,26.97,26.0,27.6,1010.0,,,73,3.1,160,,,,,,,20,801,2019-07-04 17:00:00,2019,7
225004,1562238000,24.7,24.5,25.0,1011.0,,,83,1.0,0,,,,,,,20,801,2019-07-04 18:00:00,2019,7
225005,1562241600,24.75,24.5,25.0,1012.0,,,83,1.0,0,,,,,,,20,801,2019-07-04 19:00:00,2019,7
225006,1562245200,24.3,24.0,24.5,1013.0,,,88,0.5,82,,,,,,,20,801,2019-07-04 20:00:00,2019,7
225007,1562248800,24.12,24.0,24.2,1013.0,,,88,1.0,0,,,,,,,40,802,2019-07-04 21:00:00,2019,7
225008,1562252400,24.6,24.2,25.0,1013.0,,,88,1.5,0,,,,,,,40,802,2019-07-04 22:00:00,2019,7
225009,1562256000,24.52,24.2,25.0,1013.0,,,88,2.6,10,,,,,,,40,802,2019-07-04 23:00:00,2019,7
225010,1562259600,23.09,22.5,24.0,1013.0,,,88,1.5,360,,,,,,,20,801,2019-07-05 00:00:00,2019,7
225011,1562263200,22.75,22.5,23.0,1012.0,,,88,1.5,30,,,,,,,20,801,2019-07-05 01:00:00,2019,7
225012,1562266800,22.3,22.0,22.5,1012.0,,,88,1.5,360,,,,,,,20,801,2019-07-05 02:00:00,2019,7
225013,1562270400,21.0,21.0,21.0,1012.0,,,94,0.5,60,,,,,,,20,801,2019-07-05 03:00:00,2019,7
225014,1562274000,21.0,21.0,21.0,1012.0,,,88,2.39,87,,,,,,,20,801,2019-07-05 04:00:00,2019,7
225015,1562277600,20.61,20.0,21.0,1012.0,,,93,1.0,350,,,,,,,20,801,2019-07-05 05:00:00,2019,7
225016,1562281200,23.91,21.0,25.8,1013.0,,,88,0.5,0,,,,,,,20,801,2019-07-05 06:00:00,2019,7
225017,1562284800,25.9,25.8,26.0,1013.0,,,65,1.0,0,,,,,,,20,801,2019-07-05 07:00:00,2019,7
225018,1562288400,25.88,25.8,26.0,1014.0,,,73,1.0,220,,,,,,,20,801,2019-07-05 08:00:00,2019,7
225019,1562292000,27.42,27.0,27.7,1014.0,,,74,2.6,120,,,,,,,20,801,2019-07-05 09:00:00,2019,7
225020,1562295600,27.85,27.7,28.0,1013.0,,,65,4.6,100,,,,,,,20,801,2019-07-05 10:00:00,2019,7
225021,1562299200,27.82,27.7,28.0,1012.0,,,69,5.1,100,,,,,,,20,801,2019-07-05 11:00:00,2019,7
225022,1562302800,28.06,28.0,28.1,1011.0,,,69,5.1,100,,,,,,,20,801,2019-07-05 12:00:00,2019,7
225023,1562306400,28.05,28.0,28.1,1010.0,,,69,4.6,100,,,,,,,20,801,2019-07-05 13:00:00,2019,7
