index,dt,datetime,timezone,city_name,lat,lon,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,rain_6h,rain_12h,rain_24h,rain_today,snow_1h,snow_3h,snow_6h,snow_12h,snow_24h,snow_today,clouds_all,weather_id
57829,965062800,2000-08-01 00:00:00,28800,Denpasar,-8.652497,115.219117,23.0,23.0,23.0,1013.9,,,78,4.42,109,,,,,,,,,,,,,20,801
57830,965066400,2000-08-01 01:00:00,28800,Denpasar,-8.652497,115.219117,23.4,23.4,23.4,1013.1,,,77,4.01,108,,,0.0,,,,,,,,,,9,800
57831,965070000,2000-08-01 02:00:00,28800,Denpasar,-8.652497,115.219117,23.4,23.4,23.4,1013.1,,,77,3.43,109,,,0.0,,,,,,,,,,10,800
57832,965073600,2000-08-01 03:00:00,28800,Denpasar,-8.652497,115.219117,20.8,20.8,20.8,1012.9,,,81,3.24,105,,,0.0,,,,,,,,,,20,801
57833,965077200,2000-08-01 04:00:00,28800,Denpasar,-8.652497,115.219117,24.97,24.97,24.97,1013.0,,,69,3.37,104,,,,,,,,,,,,,12,801
57834,965080800,2000-08-01 05:00:00,28800,Denpasar,-8.652497,115.219117,20.0,20.0,20.0,1012.9,,,82,3.03,88,,,,,,,,,,,,,20,801
57835,965084400,2000-08-01 06:00:00,28800,Denpasar,-8.652497,115.219117,24.96,24.96,24.96,1013.0,,,72,2.99,99,,,,,,,,,,,,,12,801
57836,965088000,2000-08-01 07:00:00,28800,Denpasar,-8.652497,115.219117,23.0,23.0,23.0,1013.9,,,75,1.5,70,,,0.0,,,,,,,,,,20,801
57837,965091600,2000-08-01 08:00:00,28800,Denpasar,-8.652497,115.219117,26.0,26.0,26.0,1013.9,,,73,2.1,110,,,,,,,,,,,,,20,801
57838,965095200,2000-08-01 09:00:00,28800,Denpasar,-8.652497,115.219117,28.0,28.0,28.0,1014.9,,,65,2.6,90,,,,,,,,,,,,,20,801
57839,965098800,2000-08-01 10:00:00,28800,Denpasar,-8.652497,115.219117,28.6,28.6,28.6,1014.9,,,62,3.1,110,,,0.0,,,,,,,,,,20,801
57840,965102400,2000-08-01 11:00:00,28800,Denpasar,-8.652497,115.219117,25.49,25.49,25.49,1014.0,,,70,4.24,137,,,,,,,,,,,,,2,800
57841,965106000,2000-08-01 12:00:00,28800,Denpasar,-8.652497,115.219117,25.46,25.46,25.46,1013.0,,,71,4.44,136,,,,,,,,,,,,,6,800
57842,965109600,2000-08-01 13:00:00,28800,Denpasar,-8.652497,115.219117,29.4,29.4,29.4,1011.9,,,59,4.1,100,,,0.0,,,,,,,,,,20,801
57843,965113200,2000-08-01 14:00:00,28800,Denpasar,-8.652497,115.219117,30.0,30.0,30.0,1011.9,,,58,4.1,90,,,,,,,,,,,,,20,801
57844,965116800,2000-08-01 15:00:00,28800,Denpasar,-8.652497,115.219117,25.18,25.18,25.18,1012.0,,,73,4.08,130,,,,,,,,,,,,,0,800
57845,965120400,2000-08-01 16:00:00,28800,Denpasar,-8.652497,115.219117,25.14,25.14,25.14,1012.0,,,74,4.42,131,,,,,,,,,,,,,0,800
57846,965124000,2000-08-01 17:00:00,28800,Denpasar,-8.652497,115.219117,26.0,26.0,26.0,1010.8,,,73,2.1,130,,,,,,,,,,,,,1,800
57847,965127600,2000-08-01 18:00:00,28800,Denpasar,-8.652497,115.219117,26.0,26.0,26.0,1011.9,,,73,4.58,122,,,,,,,,,,,,,1,800
57848,965131200,2000-08-01 19:00:00,28800,Denpasar,-8.652497,115.219117,25.6,25.6,25.6,1011.9,,,72,4.7,113,,,0.0,,,,,,,,,,1,800
57849,965134800,2000-08-01 20:00:00,28800,Denpasar,-8.652497,115.219117,24.0,24.0,24.0,1012.9,,,83,4.63,109,,,,,,,,,,,,,20,801
57850,965138400,2000-08-01 21:00:00,28800,Denpasar,-8.652497,115.219117,24.0,24.0,24.0,1012.9,,,83,4.51,112,,,,,,,,,,,,,20,801
57851,965142000,2000-08-01 22:00:00,28800,Denpasar,-8.652497,115.219117,25.1,25.1,25.1,1013.9,,,77,1.5,100,,,0.0,,,,,,,,,,20,801
57852,965145600,2000-08-01 23:00:00,28800,Denpasar,-8.652497,115.219117,25.1,25.1,25.1,1013.9,,,77,1.5,100,,,0.0,,,,,,,,,,20,801
57853,965149200,2000-08-02 00:00:00,28800,Denpasar,-8.652497,115.219117,24.2,24.2,24.2,1012.5,,,78,4.4,123,,,0.0,,,,,,,,,,20,801
57854,965152800,2000-08-02 01:00:00,28800,Denpasar,-8.652497,115.219117,24.2,24.2,24.2,1012.5,,,78,4.1,123,,,0.0,,,,,,,,,,20,801
57855,965156400,2000-08-02 02:00:00,28800,Denpasar,-8.652497,115.219117,24.2,24.2,24.2,1012.5,,,78,3.8,120,,,0.0,,,,,,,,,,20,801
57856,965160000,2000-08-02 03:00:00,28800,Denpasar,-8.652497,115.219117,21.0,21.0,21.0,1011.9,,,100,3.62,118,,,,,,,,,,,,,20,801
57857,965163600,2000-08-02 04:00:00,28800,Denpasar,-8.652497,115.219117,21.0,21.0,21.0,1011.9,,,100,3.55,114,,,,,,,,,,,,,20,801
57858,965167200,2000-08-02 05:00:00,28800,Denpasar,-8.652497,115.219117,24.95,24.95,24.95,1012.0,,,77,3.39,120,,,,,,,,,,,,,40,802
57859,965170800,2000-08-02 06:00:00,28800,Denpasar,-8.652497,115.219117,24.96,24.96,24.96,1012.0,,,77,3.55,128,,,,,,,,,,,,,32,802
57860,965174400,2000-08-02 07:00:00,28800,Denpasar,-8.652497,115.219117,22.8,22.8,22.8,1012.9,,,83,3.77,132,,,0.0,,,,,,,,,,20,801
57861,965178000,2000-08-02 08:00:00,28800,Denpasar,-8.652497,115.219117,25.0,25.0,25.0,1013.9,,,83,4.06,134,,,,,,,,,,,,,20,801
57862,965181600,2000-08-02 09:00:00,28800,Denpasar,-8.652497,115.219117,27.0,27.0,27.0,1013.9,,,69,2.1,70,,,,,,,,,,,,,20,801
57863,965185200,2000-08-02 10:00:00,28800,Denpasar,-8.652497,115.219117,28.2,28.2,28.2,1013.1,,,70,3.1,70,,,0.0,,,,,,,,,,20,801
57864,965188800,2000-08-02 11:00:00,28800,Denpasar,-8.652497,115.219117,28.2,28.2,28.2,1013.1,,,70,3.1,70,,,0.0,,,,,,,,,,20,801
57865,965192400,2000-08-02 12:00:00,28800,Denpasar,-8.652497,115.219117,29.0,29.0,29.0,1011.3,,,66,3.1,110,,,0.0,,,,,,,,,,40,802
57866,965196000,2000-08-02 13:00:00,28800,Denpasar,-8.652497,115.219117,25.06,25.06,25.06,1011.0,,,77,4.29,145,,,,,,,,,,,,,16,801
57867,965199600,2000-08-02 14:00:00,28800,Denpasar,-8.652497,115.219117,29.0,29.0,29.0,1010.2,,,62,3.1,110,,,,,,,,,,,,,75,803
57868,965203200,2000-08-02 15:00:00,28800,Denpasar,-8.652497,115.219117,24.96,24.96,24.96,1011.0,,,78,4.41,152,,,,,,,,,,,,,31,802
57869,965206800,2000-08-02 16:00:00,28800,Denpasar,-8.652497,115.219117,28.2,28.2,28.2,1010.2,,,70,3.1,120,,,0.0,,,,,,,,,,20,801
57870,965210400,2000-08-02 17:00:00,28800,Denpasar,-8.652497,115.219117,28.2,28.2,28.2,1010.2,,,70,3.1,120,,,0.0,,,,,,,,,,20,801
