index,dt,datetime,timezone,city_name,lat,lon,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,rain_6h,rain_12h,rain_24h,rain_today,snow_1h,snow_3h,snow_6h,snow_12h,snow_24h,snow_today,clouds_all,weather_id
60044,973011600,2000-11-01 00:00:00,28800,Denpasar,-8.652497,115.219117,25.55,25.55,25.55,1009.0,,,89,1.36,100,0.2,,,,,,,,,,,,94,500
60045,973015200,2000-11-01 01:00:00,28800,Denpasar,-8.652497,115.219117,25.4,25.4,25.4,1009.0,,,89,1.16,116,0.24,,,,,,,,,,,,96,500
60046,973018800,2000-11-01 02:00:00,28800,Denpasar,-8.652497,115.219117,24.0,24.0,24.0,1008.1,,,100,1.4,150,,,,,,,,,,,,,75,803
60047,973022400,2000-11-01 03:00:00,28800,Denpasar,-8.652497,115.219117,25.39,25.39,25.39,1008.0,,,88,1.79,151,,,,,,,,,,,,,100,804
60048,973026000,2000-11-01 04:00:00,28800,Denpasar,-8.652497,115.219117,25.58,25.58,25.58,1009.0,,,87,2.01,125,,,,,,,,,,,,,100,804
60049,973029600,2000-11-01 05:00:00,28800,Denpasar,-8.652497,115.219117,25.0,25.0,25.0,1009.1,,,100,2.64,87,,,,,,,,,,,,,75,803
60050,973033200,2000-11-01 06:00:00,28800,Denpasar,-8.652497,115.219117,25.0,25.0,25.0,1009.1,,,100,2.76,86,,,,,,,,,,,,,75,803
60051,973036800,2000-11-01 07:00:00,28800,Denpasar,-8.652497,115.219117,26.0,26.0,26.0,1010.2,,,86,2.56,87,,2.0,,,17.0,,,,,,,,75,500
60052,973040400,2000-11-01 08:00:00,28800,Denpasar,-8.652497,115.219117,29.0,29.0,29.0,1010.2,,,74,1.96,89,,,,,,,,,,,,,20,801
60053,973044000,2000-11-01 09:00:00,28800,Denpasar,-8.652497,115.219117,30.0,30.0,30.0,1010.2,,,74,1.0,230,,,,,,,,,,,,,20,801
60054,973047600,2000-11-01 10:00:00,28800,Denpasar,-8.652497,115.219117,31.0,31.0,31.0,1010.2,,,70,2.6,260,,,,,,,,,,,,,20,801
60055,973051200,2000-11-01 11:00:00,28800,Denpasar,-8.652497,115.219117,30.0,30.0,30.0,1009.1,,,74,3.1,260,,,,,,,,,,,,,20,801
60056,973054800,2000-11-01 12:00:00,28800,Denpasar,-8.652497,115.219117,31.0,31.0,31.0,1008.1,,,70,2.1,190,,,,,,,,,,,,,20,801
60057,973058400,2000-11-01 13:00:00,28800,Denpasar,-8.652497,115.219117,31.7,31.7,31.7,1008.1,,,60,2.6,160,,,0.0,,,,,,,,,,20,801
60058,973062000,2000-11-01 14:00:00,28800,Denpasar,-8.652497,115.219117,30.0,30.0,30.0,1007.1,,,79,4.1,190,,,,,,,,,,,,,20,801
60059,973065600,2000-11-01 15:00:00,28800,Denpasar,-8.652497,115.219117,30.0,30.0,30.0,1007.1,,,74,3.1,190,,,,,,,,,,,,,20,801
60060,973069200,2000-11-01 16:00:00,28800,Denpasar,-8.652497,115.219117,30.2,30.2,30.2,1007.1,,,70,3.6,170,,,0.0,,,,,,,,,,20,801
60061,973072800,2000-11-01 17:00:00,28800,Denpasar,-8.652497,115.219117,29.0,29.0,29.0,1007.1,,,79,3.1,170,,,,,,,,,,,,,20,801
60062,973076400,2000-11-01 18:00:00,28800,Denpasar,-8.652497,115.219117,27.07,27.07,27.07,1008.0,,,83,2.07,161,,,,,,,,,,,,,42,802
60063,973080000,2000-11-01 19:00:00,28800,Denpasar,-8.652497,115.219117,28.4,28.4,28.4,1007.5,,,79,1.43,130,,,0.0,,,,,,,,,,20,801
60064,973083600,2000-11-01 20:00:00,28800,Denpasar,-8.652497,115.219117,26.17,26.17,26.17,1009.0,,,85,1.5,103,0.4,,,,,,,,,,,,48,500
60065,973087200,2000-11-01 21:00:00,28800,Denpasar,-8.652497,115.219117,26.06,26.06,26.06,1009.0,,,86,1.3,85,0.25,,,,,,,,,,,,73,500
60066,973090800,2000-11-01 22:00:00,28800,Denpasar,-8.652497,115.219117,28.2,28.2,28.2,1009.1,,,79,0.94,76,,,0.0,,,,,,,,,,20,801
60067,973094400,2000-11-01 23:00:00,28800,Denpasar,-8.652497,115.219117,28.2,28.2,28.2,1009.1,,,79,0.91,115,,,0.0,,,,,,,,,,20,801
60068,973098000,2000-11-02 00:00:00,28800,Denpasar,-8.652497,115.219117,24.6,24.6,24.6,1007.8,,,91,2.6,60,,2.0,2.0,,,,,,,,,,87,500
60069,973101600,2000-11-02 01:00:00,28800,Denpasar,-8.652497,115.219117,24.6,24.6,24.6,1007.8,,,91,2.6,60,,2.0,2.0,,,,,,,,,,94,500
60070,973105200,2000-11-02 02:00:00,28800,Denpasar,-8.652497,115.219117,24.6,24.6,24.6,1007.8,,,91,2.6,60,,2.0,2.0,,,,,,,,,,99,500
60071,973108800,2000-11-02 03:00:00,28800,Denpasar,-8.652497,115.219117,24.3,24.3,24.3,1007.5,,,95,2.04,87,,,,,,,,,,,,,20,801
60072,973112400,2000-11-02 04:00:00,28800,Denpasar,-8.652497,115.219117,25.69,25.69,25.69,1008.0,,,87,2.08,82,,,,,,,,,,,,,99,804
60073,973116000,2000-11-02 05:00:00,28800,Denpasar,-8.652497,115.219117,24.0,24.0,24.0,1008.1,,,100,1.44,67,,,,,,,,,,,,,20,801
60074,973119600,2000-11-02 06:00:00,28800,Denpasar,-8.652497,115.219117,25.0,25.0,25.0,1009.1,,,100,1.43,76,,,,,,,,,,,,,20,801
60075,973123200,2000-11-02 07:00:00,28800,Denpasar,-8.652497,115.219117,25.8,25.8,25.8,1009.1,,,91,1.51,91,,,,,2.0,,,,,,,,75,803
60076,973126800,2000-11-02 08:00:00,28800,Denpasar,-8.652497,115.219117,28.0,28.0,28.0,1009.1,,,83,1.5,260,,,,,,,,,,,,,75,803
60077,973130400,2000-11-02 09:00:00,28800,Denpasar,-8.652497,115.219117,30.0,30.0,30.0,1009.1,,,74,2.1,250,,,,,,,,,,,,,75,803
60078,973134000,2000-11-02 10:00:00,28800,Denpasar,-8.652497,115.219117,30.0,30.0,30.0,1008.9,,,69,3.1,260,,,0.0,,,,,,,,,,20,801
60079,973137600,2000-11-02 11:00:00,28800,Denpasar,-8.652497,115.219117,26.26,26.26,26.26,1009.0,,,89,1.73,197,,,,,,,,,,,,,99,804
60080,973141200,2000-11-02 12:00:00,28800,Denpasar,-8.652497,115.219117,31.0,31.0,31.0,1008.1,,,74,3.6,250,,,,,,,,,,,,,20,801
60081,973144800,2000-11-02 13:00:00,28800,Denpasar,-8.652497,115.219117,30.4,30.4,30.4,1007.1,,,70,3.1,160,,,0.0,,,,,,,,,,20,801
60082,973148400,2000-11-02 14:00:00,28800,Denpasar,-8.652497,115.219117,31.0,31.0,31.0,1006.1,,,74,5.1,240,,,,,,,,,,,,,20,801
60083,973152000,2000-11-02 15:00:00,28800,Denpasar,-8.652497,115.219117,30.0,30.0,30.0,1006.1,,,84,4.1,250,,,,,,,,,,,,,20,801
60084,973155600,2000-11-02 16:00:00,28800,Denpasar,-8.652497,115.219117,30.6,30.6,30.6,1006.1,,,71,3.1,210,,,0.0,,,,,,,,,,20,801
60085,973159200,2000-11-02 17:00:00,28800,Denpasar,-8.652497,115.219117,29.0,29.0,29.0,1007.1,,,79,1.5,190,,,,,,,,,,,,,20,801
60086,973162800,2000-11-02 18:00:00,28800,Denpasar,-8.652497,115.219117,27.46,27.46,27.46,1008.0,,,79,1.79,152,0.14,,,,,,,,,,,,46,500
60087,973166400,2000-11-02 19:00:00,28800,Denpasar,-8.652497,115.219117,27.12,27.12,27.12,1008.0,,,81,1.5,112,0.2,,,,,,,,,,,,48,500
60088,973170000,2000-11-02 20:00:00,28800,Denpasar,-8.652497,115.219117,28.0,28.0,28.0,1009.1,,,78,3.1,140,,,,,,,,,,,,,20,801
60089,973173600,2000-11-02 21:00:00,28800,Denpasar,-8.652497,115.219117,28.0,28.0,28.0,1009.1,,,78,2.1,130,,,,,,,,,,,,,20,801
60090,973177200,2000-11-02 22:00:00,28800,Denpasar,-8.652497,115.219117,28.0,28.0,28.0,1009.1,,,79,2.1,110,,,0.0,,,,,,,,,,20,801
60091,973180800,2000-11-02 23:00:00,28800,Denpasar,-8.652497,115.219117,28.0,28.0,28.0,1009.1,,,79,2.1,110,,,0.0,,,,,,,,,,20,801
60092,973184400,2000-11-03 00:00:00,28800,Denpasar,-8.652497,115.219117,26.5,26.5,26.5,1007.1,,,82,2.94,96,,,0.0,,,,,,,,,,20,801
60093,973188000,2000-11-03 01:00:00,28800,Denpasar,-8.652497,115.219117,26.22,26.22,26.22,1007.0,,,85,2.79,98,0.15,,,,,,,,,,,,41,500
60094,973191600,2000-11-03 02:00:00,28800,Denpasar,-8.652497,115.219117,25.0,25.0,25.0,1007.1,,,94,2.5,99,,,,,,,,,,,,,20,801
60095,973195200,2000-11-03 03:00:00,28800,Denpasar,-8.652497,115.219117,25.97,25.97,25.97,1007.0,,,86,2.48,107,0.17,,,,,,,,,,,,73,500
60096,973198800,2000-11-03 04:00:00,28800,Denpasar,-8.652497,115.219117,26.12,26.12,26.12,1008.0,,,85,2.54,117,0.17,,,,,,,,,,,,84,500
60097,973202400,2000-11-03 05:00:00,28800,Denpasar,-8.652497,115.219117,27.0,27.0,27.0,1008.1,,,83,1.5,150,,,,,,,,,,,,,20,801
60098,973206000,2000-11-03 06:00:00,28800,Denpasar,-8.652497,115.219117,29.0,29.0,29.0,1009.1,,,74,2.6,120,,,,,,,,,,,,,20,801
60099,973209600,2000-11-03 07:00:00,28800,Denpasar,-8.652497,115.219117,29.5,29.5,29.5,1010.2,,,67,3.1,130,,,0.0,,,,,,,,,,75,803
60100,973213200,2000-11-03 08:00:00,28800,Denpasar,-8.652497,115.219117,30.0,30.0,30.0,1010.2,,,70,5.1,140,,,,,,,,,,,,,20,801
60101,973216800,2000-11-03 09:00:00,28800,Denpasar,-8.652497,115.219117,31.0,31.0,31.0,1010.2,,,70,4.1,100,,,,,,,,,,,,,20,801
60102,973220400,2000-11-03 10:00:00,28800,Denpasar,-8.652497,115.219117,30.8,30.8,30.8,1009.1,,,69,4.1,110,,,0.0,,,,,,,,,,20,801
60103,973224000,2000-11-03 11:00:00,28800,Denpasar,-8.652497,115.219117,30.8,30.8,30.8,1009.1,,,69,4.1,110,,,0.0,,,,,,,,,,20,801
60104,973227600,2000-11-03 12:00:00,28800,Denpasar,-8.652497,115.219117,31.2,31.2,31.2,1007.1,,,61,3.6,120,,,0.0,,,,,,,,,,75,803
60105,973231200,2000-11-03 13:00:00,28800,Denpasar,-8.652497,115.219117,26.06,26.06,26.06,1008.0,,,87,2.09,172,,,,,,,,,,,,,25,802
60106,973234800,2000-11-03 14:00:00,28800,Denpasar,-8.652497,115.219117,31.0,31.0,31.0,1007.1,,,66,3.1,140,,,,,,,,,,,,,75,803
60107,973238400,2000-11-03 15:00:00,28800,Denpasar,-8.652497,115.219117,31.0,31.0,31.0,1007.1,,,66,3.1,150,,,,,,,,,,,,,20,801
60108,973242000,2000-11-03 16:00:00,28800,Denpasar,-8.652497,115.219117,30.0,30.0,30.0,1007.1,,,67,3.1,160,,,0.0,,,,,,,,,,75,803
60109,973245600,2000-11-03 17:00:00,28800,Denpasar,-8.652497,115.219117,29.0,29.0,29.0,1007.1,,,74,2.6,140,,,,,,,,,,,,,20,801
60110,973249200,2000-11-03 18:00:00,28800,Denpasar,-8.652497,115.219117,28.0,28.0,28.0,1008.1,,,78,2.1,150,,,,,,,,,,,,,20,801
60111,973252800,2000-11-03 19:00:00,28800,Denpasar,-8.652497,115.219117,28.6,28.6,28.6,1009.1,,,72,3.3,120,,,0.0,,,,,,,,,,20,801
60112,973256400,2000-11-03 20:00:00,28800,Denpasar,-8.652497,115.219117,28.0,28.0,28.0,1010.2,,,78,2.6,160,,,,,,,,,,,,,20,801
60113,973260000,2000-11-03 21:00:00,28800,Denpasar,-8.652497,115.219117,26.34,26.34,26.34,1010.0,,,85,3.7,111,0.22,,,,,,,,,,,,77,500
60114,973263600,2000-11-03 22:00:00,28800,Denpasar,-8.652497,115.219117,26.32,26.32,26.32,1010.0,,,85,3.49,110,0.16,,,,,,,,,,,,88,500
60115,973267200,2000-11-03 23:00:00,28800,Denpasar,-8.652497,115.219117,28.0,28.0,28.0,1009.1,,,78,1.5,140,,,,,,,,,,,,,20,801
60116,973270800,2000-11-04 00:00:00,28800,Denpasar,-8.652497,115.219117,27.0,27.0,27.0,1009.1,,,83,1.5,140,,,,,,,,,,,,,20,801
60117,973274400,2000-11-04 01:00:00,28800,Denpasar,-8.652497,115.219117,27.6,27.6,27.6,1009.2,,,75,1.0,150,,,0.0,,,,,,,,,,20,801
60118,973278000,2000-11-04 02:00:00,28800,Denpasar,-8.652497,115.219117,27.6,27.6,27.6,1009.2,,,75,1.0,150,,,0.0,,,,,,,,,,20,801
60119,973281600,2000-11-04 03:00:00,28800,Denpasar,-8.652497,115.219117,27.2,27.2,27.2,1008.1,,,77,2.53,117,,,0.0,,,,,,,,,,20,801
60120,973285200,2000-11-04 04:00:00,28800,Denpasar,-8.652497,115.219117,27.2,27.2,27.2,1008.1,,,77,2.03,118,,,0.0,,,,,,,,,,20,801
60121,973288800,2000-11-04 05:00:00,28800,Denpasar,-8.652497,115.219117,26.1,26.1,26.1,1009.0,,,85,2.2,130,0.2,,,,,,,,,,,,100,500
60122,973292400,2000-11-04 06:00:00,28800,Denpasar,-8.652497,115.219117,26.24,26.24,26.24,1009.0,,,85,2.76,121,0.13,,,,,,,,,,,,97,500
60123,973296000,2000-11-04 07:00:00,28800,Denpasar,-8.652497,115.219117,26.2,26.2,26.2,1010.2,,,91,3.03,114,,2.0,,,2.0,,,,,,,,20,500
60124,973299600,2000-11-04 08:00:00,28800,Denpasar,-8.652497,115.219117,29.0,29.0,29.0,1010.2,,,79,2.6,120,,,,,,,,,,,,,75,803
60125,973303200,2000-11-04 09:00:00,28800,Denpasar,-8.652497,115.219117,28.0,28.0,28.0,1010.2,,,83,3.1,100,,,,,,,,,,,,,75,803
60126,973306800,2000-11-04 10:00:00,28800,Denpasar,-8.652497,115.219117,29.8,29.8,29.8,1009.1,,,69,4.1,100,,,0.0,,,,,,,,,,20,801
60127,973310400,2000-11-04 11:00:00,28800,Denpasar,-8.652497,115.219117,26.62,26.62,26.62,1009.0,,,86,2.25,152,,,,,,,,,,,,,31,802
60128,973314000,2000-11-04 12:00:00,28800,Denpasar,-8.652497,115.219117,26.44,26.44,26.44,1008.0,,,87,2.57,166,,,,,,,,,,,,,17,801
60129,973317600,2000-11-04 13:00:00,28800,Denpasar,-8.652497,115.219117,31.8,31.8,31.8,1007.1,,,60,3.6,130,,,,,,,,,,,,,20,801
