,dt,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,rain_6h,rain_12h,rain_24h,rain_today,clouds_all,weather_id,datetime,year
158493,1325350800,23.6,23.6,23.6,1005.7,,,98,4.6,310,,,22.1,,,,40,500,2012-01-01 00:00:00,2012
158494,1325354400,23.8,23.6,24.0,1005.7,,,98,4.6,310,,,22.1,,,,40,500,2012-01-01 01:00:00,2012
158495,1325358000,23.8,23.6,24.0,1006.1,,,94,4.6,310,,,22.1,,,,75,501,2012-01-01 02:00:00,2012
158496,1325361600,24.8,24.6,25.0,1005.1,,,94,2.49,261,,1.0,,,,,40,501,2012-01-01 03:00:00,2012
158497,1325365200,24.6,24.6,24.6,1005.2,,,96,2.13,249,,1.0,,,,,40,500,2012-01-01 04:00:00,2012
158498,1325368800,24.76,24.6,25.0,1006.1,,,94,1.85,231,,1.0,,,,,75,501,2012-01-01 05:00:00,2012
158499,1325372400,25.12,25.0,25.2,1006.1,,,94,0.13,253,,23.0,,,23.1,,75,502,2012-01-01 06:00:00,2012
158500,1325376000,25.1,25.0,25.2,1006.6,,,96,1.5,70,,23.0,,,23.1,,40,502,2012-01-01 07:00:00,2012
158501,1325379600,25.91,25.2,27.0,1007.1,,,94,2.1,70,,23.0,,,23.1,,75,502,2012-01-01 08:00:00,2012
158502,1325383200,27.9,27.0,28.8,1006.7,,,80,2.6,80,,0.0,,,,,40,802,2012-01-01 09:00:00,2012
158503,1325386800,28.8,28.8,28.8,1006.7,,,80,2.6,80,,0.0,,,,,40,802,2012-01-01 10:00:00,2012
158504,1325390400,29.9,28.8,31.0,1006.7,,,80,2.6,80,,0.0,,,,,40,802,2012-01-01 11:00:00,2012
158505,1325394000,29.6,29.6,29.6,1004.6,,,76,2.6,100,,,0.0,,,,40,802,2012-01-01 12:00:00,2012
158506,1325397600,30.3,29.6,31.0,1004.6,,,76,2.6,100,,,0.0,,,,40,802,2012-01-01 13:00:00,2012
158507,1325401200,29.76,29.6,30.0,1004.1,,,74,4.1,90,,,,,,,75,803,2012-01-01 14:00:00,2012
158508,1325404800,29.52,29.2,30.0,1004.1,,,74,2.1,100,,,,,,,75,803,2012-01-01 15:00:00,2012
158509,1325408400,29.6,29.2,30.0,1002.9,,,76,2.1,110,,,,,,,75,803,2012-01-01 16:00:00,2012
158510,1325412000,29.12,29.0,29.2,1004.1,,,79,2.63,94,,,,,,,75,803,2012-01-01 17:00:00,2012
158511,1325415600,28.39,28.0,29.0,1005.1,,,79,1.74,90,,,,,,,75,803,2012-01-01 18:00:00,2012
