dt,timezone,city_name,lat,lon,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,rain_6h,rain_12h,rain_24h,rain_today,snow_1h,snow_3h,snow_6h,snow_12h,snow_24h,snow_today,clouds_all,weather_id,weather_main,weather_description,weather_icon,datetime,year,month
1185901200,28800,Denpasar,-8.652497,115.219117,25.0,25.0,25.0,1013.9,,,88,2.6,100,,,,,,,,,,,,,40,802,Clouds,scattered clouds,03n,2007-08-01 00:00:00,2007,8
1185904800,28800,Denpasar,-8.652497,115.219117,24.5,24.5,24.5,1012.9,,,87,2.6,110,,,0.0,,,,,,,,,,20,801,Clouds,few clouds,02n,2007-08-01 01:00:00,2007,8
1185908400,28800,Denpasar,-8.652497,115.219117,24.49,24.49,24.49,1013.0,,,81,5.82,114,0.14,,,,,,,,,,,,35,500,Rain,light rain,10n,2007-08-01 02:00:00,2007,8
1185912000,28800,Denpasar,-8.652497,115.219117,24.41,24.41,24.41,1013.0,,,82,6.07,112,0.13,,,,,,,,,,,,48,500,Rain,light rain,10n,2007-08-01 03:00:00,2007,8
1185915600,28800,Denpasar,-8.652497,115.219117,24.4,24.4,24.4,1012.9,,,86,3.1,110,,,0.0,,,,,,,,,,20,801,Clouds,few clouds,02n,2007-08-01 04:00:00,2007,8
1185919200,28800,Denpasar,-8.652497,115.219117,25.0,25.0,25.0,1012.9,,,83,3.1,110,,,,,,,,,,,,,20,801,Clouds,few clouds,02n,2007-08-01 05:00:00,2007,8
1185922800,28800,Denpasar,-8.652497,115.219117,24.0,24.0,24.0,1012.9,,,88,3.1,110,,,,,,,,,,,,,20,801,Clouds,few clouds,02d,2007-08-01 06:00:00,2007,8
1185926400,28800,Denpasar,-8.652497,115.219117,25.4,25.4,25.4,1013.9,,,81,3.1,110,,,0.0,,,,,,,,,,20,801,Clouds,few clouds,02d,2007-08-01 07:00:00,2007,8
1185930000,28800,Denpasar,-8.652497,115.219117,27.0,27.0,27.0,1014.9,,,78,3.6,110,,,,,,,,,,,,,20,801,Clouds,few clouds,02d,2007-08-01 08:00:00,2007,8
1185933600,28800,Denpasar,-8.652497,115.219117,28.0,28.0,28.0,1014.9,,,74,4.1,100,,,,,,,,,,,,,40,802,Clouds,scattered clouds,03d,2007-08-01 09:00:00,2007,8
1185937200,28800,Denpasar,-8.652497,115.219117,28.4,28.4,28.4,1013.9,,,69,4.1,110,,,0.0,,,,,,,,,,20,801,Clouds,few clouds,02d,2007-08-01 10:00:00,2007,8
1185940800,28800,Denpasar,-8.652497,115.219117,29.0,29.0,29.0,1012.9,,,70,4.6,120,,,,,,,,,,,,,40,802,Clouds,scattered clouds,03d,2007-08-01 11:00:00,2007,8
1185944400,28800,Denpasar,-8.652497,115.219117,29.0,29.0,29.0,1012.9,,,70,4.6,120,,,,,,,,,,,,,40,802,Clouds,scattered clouds,03d,2007-08-01 12:00:00,2007,8
1185948000,28800,Denpasar,-8.652497,115.219117,28.4,28.4,28.4,1011.9,,,69,5.7,120,,,0.0,,,,,,,,,,40,802,Clouds,scattered clouds,03d,2007-08-01 13:00:00,2007,8
1185951600,28800,Denpasar,-8.652497,115.219117,29.0,29.0,29.0,1010.8,,,70,4.6,120,,,,,,,,,,,,,40,802,Clouds,scattered clouds,03d,2007-08-01 14:00:00,2007,8
1185955200,28800,Denpasar,-8.652497,115.219117,28.0,28.0,28.0,1010.8,,,69,4.6,120,,,,,,,,,,,,,40,802,Clouds,scattered clouds,03d,2007-08-01 15:00:00,2007,8
1185958800,28800,Denpasar,-8.652497,115.219117,27.4,27.4,27.4,1010.8,,,70,4.1,120,,,0.0,,,,,,,,,,40,802,Clouds,scattered clouds,03d,2007-08-01 16:00:00,2007,8
1185962400,28800,Denpasar,-8.652497,115.219117,26.0,26.0,26.0,1010.8,,,83,3.6,120,,,,,,,,,,,,,40,802,Clouds,scattered clouds,03d,2007-08-01 17:00:00,2007,8
1185966000,28800,Denpasar,-8.652497,115.219117,25.0,25.0,25.0,1011.9,,,88,3.1,110,,,,,,,,,,,,,40,802,Clouds,scattered clouds,03n,2007-08-01 18:00:00,2007,8
1185969600,28800,Denpasar,-8.652497,115.219117,25.2,25.2,25.2,1011.9,,,85,3.1,100,,,0.0,,,,,,,,,,20,801,Clouds,few clouds,02n,2007-08-01 19:00:00,2007,8
